"PL1";"PL11";"PL12";"PL14";"PL15";"PL16";"PL17";"PL19";"PL2";"PL22";"PL23";"PL24";"PL25";"PL26";"PL28";"PL3";"PL30";"PL31";"PL32";"PL33";"PL34";"PL37";"PL39";"PL40";"PL41";"PL42";"PL43";"PL46";"PL47";"PL48";"PL49";"PL50";"PL52";"PL54";"PL55";"PL57";"PL58";"PL6";"PL7";"PL8"
"17489615";38.0952380952381;39.4736842105263;46.1538461538462;21.0526315789474;4.76190476190476;31.7460317460317;11.9047619047619;32.3529411764706;25;42.3913043478261;35.1851851851852;33.3333333333333;46.3917525773196;41.2698412698413;31.4285714285714;43.0232558139535;44.4444444444444;20;21.0526315789474;66.6666666666667;23.8095238095238;23.0769230769231;25;30.7692307692308;44.4444444444444;8.33333333333333;33.3333333333333;40;38.9473684210526;30;33.3333333333333;NA;31.1475409836066;29.4117647058824;57.2519083969466;47.0588235294118;11.1111111111111;6.25;0;38.5542168674699
"17489627";19.047619047619;31.5789473684211;11.5384615384615;0;31.8181818181818;15.8730158730159;9.52380952380952;11.7647058823529;6.66666666666667;28.2608695652174;14.6788990825688;25.9259259259259;25.7731958762887;14.2857142857143;10.2941176470588;47.7272727272727;24.4897959183673;2.41935483870968;5.35714285714286;26.3157894736842;9.52380952380952;14.2857142857143;54.1666666666667;23.0769230769231;14.8148148148148;7.69230769230769;16.6666666666667;31.1111111111111;4.21052631578947;66.6666666666667;33.3333333333333;NA;16.3934426229508;21.0526315789474;25.7575757575758;64.7058823529412;40;5.55555555555556;0;16.0493827160494
"17489638";19.047619047619;97.3684210526316;60.377358490566;73.6842105263158;63.6363636363636;79.0322580645161;82.5;68.5714285714286;62.5;73.1182795698925;85.3211009174312;70.3703703703704;62.2448979591837;70.3125;68.6567164179104;58.6206896551724;77.7777777777778;52.5;42.5925925925926;73.6842105263158;52.3809523809524;64.2857142857143;56.5217391304348;69.2307692307692;50;23.0769230769231;66.6666666666667;75.5555555555556;64.5833333333333;30;83.3333333333333;NA;57.3770491803279;57.8947368421053;78.4615384615385;70.5882352941177;88.8888888888889;47.0588235294118;66.6666666666667;78.0487804878049
"17489647";28.5714285714286;50;76.9230769230769;16.6666666666667;27.2727272727273;66.6666666666667;42.8571428571429;75.7575757575758;68.75;70.9677419354839;76.1467889908257;48.1481481481481;72.3404255319149;60.655737704918;33.8461538461538;59.0909090909091;72.9166666666667;27.0491803278689;35.7142857142857;42.1052631578947;61.9047619047619;14.2857142857143;54.1666666666667;33.3333333333333;59.2592592592593;100;83.3333333333333;80.4347826086957;36.4583333333333;20;66.6666666666667;NA;55.7377049180328;47.3684210526316;74.4186046511628;70.5882352941177;60;61.1111111111111;100;73.4939759036145
"17489650";52.3809523809524;61.1111111111111;56.6037735849057;78.9473684210526;86.3636363636364;44.4444444444444;42.8571428571429;35.2941176470588;37.5;86.0215053763441;71.5596330275229;67.8571428571429;61.8556701030928;70.3125;88.5714285714286;69.6629213483146;60.4166666666667;48;62.5;26.3157894736842;61.9047619047619;78.5714285714286;12.5;69.2307692307692;75;46.1538461538462;100;56.5217391304348;60.4166666666667;70;50;NA;58.3333333333333;61.1111111111111;72.3880597014925;64.7058823529412;88.8888888888889;50;66.6666666666667;44.578313253012
"17489656";80.9523809523809;52.6315789473684;61.5384615384615;57.8947368421053;63.6363636363636;48.3333333333333;50;23.5294117647059;40;60.2150537634409;43.1192660550459;48.1481481481481;40.2061855670103;56.4516129032258;61.7647058823529;51.685393258427;63.8297872340426;45.1612903225806;48.2142857142857;94.7368421052632;33.3333333333333;42.8571428571429;54.1666666666667;61.5384615384615;50;69.2307692307692;50;52.1739130434783;49.4623655913978;30;16.6666666666667;NA;40;61.1111111111111;63.1578947368421;87.5;66.6666666666667;44.4444444444444;40;50
"21832611";75.7575757575758;94.0298507462687;78.7234042553192;90.4255319148936;78.4313725490196;72.6027397260274;83.2635983263598;80.2721088435374;87.1657754010695;83.6120401337793;81.3370473537604;82.1917808219178;86.5853658536585;76.1904761904762;81.6;87.960687960688;78.3687943262411;85.0325379609544;80.3921568627451;80;88.8888888888889;76.9230769230769;83.3333333333333;75;78.6516853932584;77.4647887323944;89.0909090909091;82.3529411764706;75.4448398576512;100;65.5172413793103;92;90.4761904761905;86.9047619047619;74.5454545454545;66.6666666666667;82.0754716981132;52.1739130434783;87.5;88.8888888888889
"21832636";84.8484848484848;92.3076923076923;87.2340425531915;92.5531914893617;90.3846153846154;65.6462585034014;92.5619834710744;51.7006802721088;93.5135135135135;89.4039735099338;86.3509749303621;92.3611111111111;90.9090909090909;75.3846153846154;90.8244680851064;92.5925925925926;95.3818827708703;88.7931034482759;79.3548387096774;60;83.3333333333333;82.6923076923077;80;76.4044943820225;66.6666666666667;74.6478873239437;93.5483870967742;83.6734693877551;79.7153024911032;63.6363636363636;93.1034482758621;96;80.6818181818182;93.9759036144578;80.7692307692308;70.8860759493671;87.6190476190476;52.1739130434783;90;52.2935779816514
"21832702";82.258064516129;74.2424242424242;64.5833333333333;44.0860215053763;81.1320754716981;75.7785467128028;71.4893617021277;81.6901408450704;71.7391304347826;78.4982935153584;77.7456647398844;84.2465753424657;68.7898089171974;70.6896551724138;77.0919067215363;83.9598997493734;77.007299270073;75.1662971175166;73.8562091503268;40;66.6666666666667;77.3584905660377;82.7586206896552;75.5681818181818;72.4137931034483;75.3623188405797;86.2068965517241;85.8585858585859;80.9694793536804;81.8181818181818;89.2857142857143;100;74.6987951807229;90.1234567901235;77.2727272727273;78.6666666666667;74.5283018867924;81.8181818181818;77.4193548387097;79.5348837209302
"21832772";85.7142857142857;70.3125;74.468085106383;73.6263736263736;90.3846153846154;69.3103448275862;77.6824034334764;70.4225352112676;58.2417582417582;73.1543624161074;69.7674418604651;71.6312056737589;69.3251533742331;83.3333333333333;75.5766621438263;69.9745547073791;77.7573529411765;68.3628318584071;74.496644295302;100;77.1428571428571;65.3846153846154;64.2857142857143;68.3908045977011;72.9411764705882;81.4285714285714;77.9661016949153;76.2376237623762;66.4246823956443;45.4545454545455;62.0689655172414;96.1538461538462;63.855421686747;92.5;74.5283018867924;81.0810810810811;73.2673267326733;82.6086956521739;62.5;71.6346153846154
"21832867";59.6774193548387;86.1538461538462;70.8333333333333;82.0224719101124;56.8627450980392;71.1267605633803;73.8396624472574;80.2816901408451;75.5434782608696;78.3505154639175;76.0683760683761;27.4647887323944;74.0740740740741;65.625;78.7837837837838;30.0505050505051;22.0248667850799;80.2660753880266;74.6753246753247;40;57.1428571428571;72.9166666666667;64.2857142857143;70.0564971751412;64.2857142857143;70;51.6129032258064;59.375;78.6106032906764;63.6363636363636;62.962962962963;66.6666666666667;72.289156626506;60;66.6666666666667;65.7894736842105;79.8076923076923;34.7826086956522;80.6451612903226;68.9814814814815
"24767036";12.4087591240876;17.037037037037;17.1428571428571;13.5416666666667;64.4970414201184;20.679012345679;14.7286821705426;12.6373626373626;8.65384615384615;7.54716981132075;11.25;1.97368421052632;8.94886363636364;10.3896103896104;13.986013986014;11.1111111111111;12.1140142517815;13.3550488599349;11.5;13.3540372670807;9.09090909090909;8.6053412462908;6.10687022900763;13.5416666666667;11.5740740740741;11.7647058823529;15.3333333333333;54.453781512605;8.57142857142857;0;16.2790697674419;94.2857142857143;12.1428571428571;46.3636363636364;11.8025751072961;16.8831168831169;19.7916666666667;19.3548387096774;16.6666666666667;10.727969348659
"24767087";79.8561151079137;81.021897810219;78.8461538461538;71.2765957446808;94.1860465116279;76.1755485893417;77.859778597786;73.7704918032787;71.8446601941748;75.5952380952381;82.3529411764706;75.4966887417219;74.6458923512748;79.3548387096774;87.4125874125874;66.2921348314607;80.1909307875895;79.4788273615635;79.8994974874372;78.2051282051282;70.4918032786885;69.0690690690691;72.2007722007722;73.9247311827957;73.3031674208145;72;81.8791946308725;89.9505766062603;78.6885245901639;77.7777777777778;75.4385964912281;98.5714285714286;79.8561151079137;84.1945288753799;71.4596949891068;80.5194805194805;73.7762237762238;75.4098360655738;76.6666666666667;75.5725190839695
"24767153";54.014598540146;47.0149253731343;60.5769230769231;58.5106382978723;77.3255813953488;50.7836990595611;50;48.0662983425414;55.3398058252427;68.6746987951807;62.0041753653445;63.5761589403973;62.0490620490621;56.1290322580645;56.9395017793594;67.4285714285714;50.3649635036496;62.9139072847682;62.4365482233503;62.6229508196721;66.120218579235;52.710843373494;50.1960784313725;58.4210526315789;58.9861751152074;56;64.6258503401361;73.8539898132428;60.6694560669456;100;60.9467455621302;77.1428571428571;58.2089552238806;79.1411042944785;56.6292134831461;45.2054794520548;66.0777385159011;65.5737704918033;23.3333333333333;64.84375
"24767217";53.1746031746032;50.8620689655172;55.3191489361702;60.2272727272727;77.0186335403727;49.8257839721254;48.9795918367347;46.25;54.2553191489362;68.6868686868687;62.962962962963;63.1205673758865;61.4088820826952;54.1095890410959;56.9767441860465;67.0520231213873;49.4764397905759;61.7647058823529;63.1016042780749;63.4686346863469;68.3544303797468;53.0546623794212;50.4237288135593;58.8757396449704;58.0645161290323;52.8409090909091;65.1515151515152;74.6858168761221;59.0909090909091;100;59.375;78.2608695652174;56.9721115537849;78.9473684210526;55.8080808080808;44.1176470588235;64.3410852713178;64.2857142857143;20;66.5116279069767
"24767244";37.956204379562;28.1481481481481;45.7142857142857;39.7849462365591;79.8816568047337;47.8395061728395;42.5855513307985;39.7790055248619;38.4615384615385;48.2248520710059;56.9620253164557;50.3448275862069;49.5601173020528;43.5064935064935;43.3566433566434;43.4285714285714;42.0047732696897;36.0655737704918;49.2537313432836;41.9354838709677;43.956043956044;49.8470948012232;50.5747126436782;52.1276595744681;47.9638009049774;59.2964824120603;65.3333333333333;71.523178807947;50.6122448979592;11.1111111111111;59.7633136094675;92.6470588235294;45.4873646209386;67.9878048780488;52.2975929978118;46.0526315789474;42.8571428571429;32.7868852459016;55.1724137931034;45.8015267175573
"24767265";59.1240875912409;48.4848484848485;45.1923076923077;52.6315789473684;83.7209302325581;61.3707165109034;58.8888888888889;41.2121212121212;58.252427184466;44.1791044776119;52.3109243697479;60.9271523178808;52.8490028490029;54.1666666666667;54.4776119402985;44.6927374301676;57.8692493946731;51.6339869281046;49.748743718593;54.2483660130719;50.8021390374332;48.9614243323442;58.4313725490196;54.0469973890339;56.7961165048544;60.6965174129353;46.3087248322148;77.8512396694215;46.5587044534413;44.4444444444444;52.046783625731;88.7096774193548;51.4598540145985;73.5294117647059;53.2327586206897;54.9295774647887;58.1227436823105;44.0677966101695;76.6666666666667;51.7374517374517
"24767287";96.2686567164179;94.7826086956522;97.6190476190476;90.5263157894737;99.4152046783626;98.9830508474576;97.65625;99.4535519125683;96.8085106382979;93.2624113475177;97.9591836734694;96.7105263157895;96.5620328849028;94.8387096774194;99.6212121212121;95.2380952380952;96.2566844919786;88.0281690140845;97.1590909090909;97.8125;97.2527472527473;96.8454258675079;94.140625;97.0509383378016;94.5945945945946;98.5;98.5074626865672;95.9322033898305;95.852534562212;100;96.078431372549;95.3846153846154;95.5719557195572;92.5170068027211;97.7272727272727;98.6842105263158;94.6969696969697;96.7213114754098;100;94.6902654867257
"27184717";97.6;100;90.2439024390244;100;100;100;92.5925925925926;100;96.2162162162162;99.5798319327731;98.3050847457627;100;96.031746031746;97.0760233918129;100;100;100;97.8118161925602;97.9522184300341;100;100;100;100;90.2097902097902;100;100;100;99.1689750692521;100;93.8775510204082;100;100;100;100;99.5169082125604;100;68.2926829268293;100;100;100
"27184741";90.3225806451613;100;97.5609756097561;96.875;100;97.2413793103448;95.5555555555556;100;93.5483870967742;100;93.1623931623932;91.0112359550562;99.6031746031746;100;97.9166666666667;95.1388888888889;99.0291262135922;90.3508771929825;95.2380952380952;88;100;91.0112359550562;98.1818181818182;52.112676056338;100;95.2380952380952;89.1304347826087;99.7229916897507;94.7368421052632;89.5833333333333;98.75;100;86.6666666666667;100;85.8536585365854;98.2300884955752;100;100;100;95.7345971563981
"27184766";100;88.3116883116883;91.0569105691057;92.3076923076923;100;93.2432432432432;87.4074074074074;85.5555555555556;89.6739130434783;88.2845188284519;94.468085106383;94.3181818181818;94.3548387096774;97.0930232558139;94.7089947089947;92.4137931034483;92.483660130719;95.3947368421053;88.2758620689655;94.8979591836735;100;95.5555555555556;65.4205607476636;97.2027972027972;93.1372549019608;73.7864077669903;91.1111111111111;92.2222222222222;91.497975708502;91.8367346938775;90.1234567901235;87.5;86.6666666666667;100;92.7184466019417;98.2300884955752;98.780487804878;81.3559322033898;75.7575757575758;95.3051643192488
"27184789";100;85.8974358974359;93.4426229508197;100;100;85.7142857142857;97.0149253731343;94.3820224719101;97.2527472527473;43.4042553191489;95.7081545064378;88.5057471264368;97.1774193548387;99.4117647058823;98.936170212766;100;98.0456026058632;92.2048997772828;95.5172413793103;100;100;88.6363636363636;97.2222222222222;98.5507246376812;95.2830188679245;99.0384615384615;98.9010989010989;95.7746478873239;92.2131147540984;100;100;94.4444444444444;96.6666666666667;100;94.1463414634146;98.1981981981982;100;96.551724137931;79.6875;98.5849056603774
"27184832";100;100;100;98.4126984126984;96.4285714285714;94.3262411347518;100;98.876404494382;98.8636363636364;100;94.4206008583691;100;99.5850622406639;100;100;98.6013986013986;94.314381270903;98.4090909090909;99.6466431095406;100;100;100;100;95.7746478873239;98.1132075471698;99.0196078431373;100;99.4334277620397;100;100;100;100;100;100;100;100;96.3414634146341;100;100;100
"27184887";95.9677419354839;94.8717948717949;95.9349593495935;100;100;100;95.5555555555556;100;96.7032967032967;99.5762711864407;96.1206896551724;100;95.9839357429719;100;100;86.8055555555556;99.344262295082;94.0265486725664;100;96.039603960396;100;98.8888888888889;84.5454545454545;100;100;100;91.2087912087912;96.927374301676;100;100;98.7341772151899;100;100;100;95.631067961165;100;100;100;80.3030303030303;98.0952380952381
"27184898";66.6666666666667;68.9189189189189;75.4237288135593;84.375;78.5714285714286;52.7777777777778;65.6716417910448;82.9545454545455;65.9217877094972;72.5738396624473;81.8181818181818;66.6666666666667;62.1513944223108;75.7575757575758;71.0526315789474;70.2127659574468;80.327868852459;72.7678571428571;79.5847750865052;92.9292929292929;68.4210526315789;73.0337078651685;63.8888888888889;73.5714285714286;40.5660377358491;45.1923076923077;55.5555555555556;80.1120448179272;80.9128630705394;74.468085106383;82.2784810126582;100;68.3333333333333;98.8888888888889;77.3399014778325;28.4403669724771;86.0759493670886;37.2881355932203;58.0645161290323;67.8048780487805
"27184912";60.655737704918;67.1232876712329;64.2276422764228;78.4615384615385;68.9655172413793;81.6326530612245;77.7777777777778;58.8888888888889;73.224043715847;71.063829787234;60.5150214592275;61.7977528089888;68.1274900398406;74.7058823529412;72.7748691099476;56.551724137931;78.8273615635179;59.5132743362832;68.7285223367698;21.2121212121212;69.4444444444444;40.9090909090909;42.0560747663551;66.1971830985916;47.6635514018692;73.3333333333333;65.5555555555556;82.7777777777778;67.479674796748;41.6666666666667;74.0740740740741;93.3333333333333;81.0344827586207;92.0454545454545;47.8048780487805;74.1071428571429;76.4705882352941;67.7966101694915;75.3846153846154;71.4285714285714
"27184924";100;100;100;100;100;38.0952380952381;100;100;100;99.5726495726496;100;100;100;100;100;100;99.672131147541;100;100;100;100;100;100;99.3006993006993;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
"27184928";79.2;79.4871794871795;69.9186991869919;72.3076923076923;89.4736842105263;80.1369863013699;87.8787878787879;80;70.6521739130435;83.1932773109244;78.8135593220339;76.1363636363636;78.2608695652174;86.4705882352941;83.8541666666667;67.5862068965517;81.5789473684211;72.2838137472284;80.8219178082192;78.4313725490196;92.3076923076923;58.8888888888889;84.2592592592593;90.9090909090909;80.188679245283;87.6190476190476;76.0869565217391;82.3204419889503;69.7959183673469;91.8367346938775;83.9506172839506;88.8888888888889;98.3333333333333;78.6516853932584;62.9268292682927;73.2142857142857;90.2439024390244;89.4736842105263;96.9230769230769;72.8971962616822
"27184937";81.4516129032258;47.4358974358974;80.4878048780488;81.5384615384615;72.4137931034483;81.9444444444444;74.6268656716418;81.1111111111111;83.4254143646409;73.3050847457627;70.2127659574468;80.8988764044944;58.1673306772908;95.2662721893491;88.9473684210526;82.7586206896552;81.3725490196078;77.6315789473684;59.1836734693878;86.1386138613861;58.974358974359;86.6666666666667;71.8181818181818;59.5744680851064;83.8095238095238;60;80.4347826086957;85.7938718662953;79.3388429752066;67.3469387755102;87.6543209876543;100;56.6666666666667;100;83.3333333333333;46.8468468468468;86.5853658536585;81.3559322033898;73.8461538461538;76.9230769230769
"28244987";13.1578947368421;35.2517985611511;17.4242424242424;37.007874015748;18.75;34.3333333333333;38.2978723404255;27.9620853080569;32.6530612244898;25.1428571428571;32.2033898305085;59.0163934426229;32.5657894736842;30.2631578947368;43.0976430976431;35.9550561797753;30.7692307692308;25.542570951586;42.9718875502008;38.4615384615385;15.3846153846154;40.0826446280992;29.7297297297297;34.6320346320346;30;57.2649572649573;39.3700787401575;19.2399049881235;22.5048923679061;11.3636363636364;27.3584905660377;80;59.6330275229358;26.7605633802817;24.5238095238095;28.5714285714286;25;72.6027397260274;33.7662337662338;25.9375
"28245019";87.5816993464052;100;96.2406015037594;88;100;87.1186440677966;95.6989247311828;93.4272300469484;95.2702702702703;95.6896551724138;97.4719101123596;100;93.7293729372937;91.7808219178082;98.3164983164983;93.6781609195402;94.19795221843;78.9297658862876;83.0645161290323;100;98.7179487179487;95.0207468879668;100;99.1304347826087;97.6744186046512;100;96.8503937007874;89.0736342042755;97.0817120622568;100;93.3333333333333;100;100;98.5645933014354;94.811320754717;100;98.0952380952381;100;84.4155844155844;88.0503144654088
"28245066";100;100;97.7272727272727;98.4126984126984;100;100;98.3695652173913;98.5507246376812;95.8333333333333;96.8023255813954;99.7150997150997;100;97.6430976430976;100;100;100;97.5778546712803;98.2993197278912;100;100;100;98.7179487179487;93.7931034482759;97.3214285714286;96.8253968253968;100;100;100;98.7975951903808;100;92.3809523809524;100;100;97.6190476190476;100;100;92.2330097087379;100;100;100
"28245125";67.5496688741722;72.463768115942;66.4179104477612;63.2;68.0851063829787;67.687074829932;54.1899441340782;66.6666666666667;60.2739726027397;69.7406340057637;67.8062678062678;75;67.7740863787375;65.3333333333333;70.0680272108844;60.4519774011299;67.6767676767677;60.8843537414966;77.5100401606426;100;65.3846153846154;71.8487394957983;77.3972602739726;74.1228070175439;64.8854961832061;74.3362831858407;79.5275590551181;75.5395683453237;62.4505928853755;75.609756097561;72.3809523809524;88.5714285714286;74.0740740740741;75.1196172248804;62.200956937799;100;73.7864077669903;62.5;85.1351351351351;64.0866873065015
"28245136";76;60.9375;62.3076923076923;80.8;77.0833333333333;64.1114982578397;72.4324324324324;59.7156398104265;48.9655172413793;62.5730994152047;69.0962099125364;58.3333333333333;76.2068965517241;89.041095890411;65.0684931506849;71.5116279069767;62.6760563380282;71.2041884816754;59.0163934426229;84.6153846153846;76.6233766233766;61.2068965517241;77.027027027027;73.6363636363636;51.219512195122;61.9469026548673;79.3650793650794;72.6829268292683;77.2455089820359;35;74.0384615384615;100;60.377358490566;77.7777777777778;69.9519230769231;52.3809523809524;57.843137254902;70.8333333333333;55.4054054054054;69.620253164557
"28245170";29.4117647058824;68.6131386861314;38.1679389312977;44.8818897637795;18.3673469387755;50;22.5806451612903;35.5450236966825;35.6164383561644;43.768115942029;21.0674157303371;55.7377049180328;28.0936454849498;89.3333333333333;53.2423208191126;60.7954545454545;57.2413793103448;47.7310924369748;38.8;38.4615384615385;19.2307692307692;34.1880341880342;17.0068027210884;50.8928571428571;52.34375;81.8965517241379;42.96875;32.8571428571429;33.7278106508876;32.5581395348837;61.9047619047619;64.7058823529412;70.7547169811321;30.952380952381;33.175355450237;57.8947368421053;65.0485436893204;73.6111111111111;22.0779220779221;26.3975155279503
"28245173";46.7105263157895;45.985401459854;51.1450381679389;25.78125;29.7872340425532;37.6271186440678;50.5434782608696;34.2857142857143;28.0821917808219;25.6484149855908;30.225988700565;67.2131147540984;46.6216216216216;50;30.3754266211604;40;46.2068965517241;31.5161839863714;40.2390438247012;7.69230769230769;24;40.3361344537815;23.6486486486486;26.457399103139;46.9230769230769;32.7586206896552;37.984496124031;36.4285714285714;31.237721021611;52.3809523809524;43.9252336448598;61.7647058823529;42.5925925925926;45.9715639810427;44.3127962085308;28.5714285714286;18.2692307692308;40.8450704225352;37.6623376623377;24.6153846153846
"28245203";59.4771241830065;63.5036496350365;63.9097744360902;72.8;95.8333333333333;80;69.7297297297297;78.5714285714286;71.0344827586207;58.9080459770115;67.2364672364672;61.0169491525424;66.6666666666667;74.6666666666667;62.1908127208481;74.7191011235955;64.2611683848797;70.2702702702703;58.9211618257261;100;83.7837837837838;60.4255319148936;81.5068493150685;71.689497716895;79.6875;64.9122807017544;63.2;72.9665071770335;70.0587084148728;61.3636363636364;69.2307692307692;75;76.6355140186916;73.7089201877934;71.1217183770883;100;90.5660377358491;69.8630136986301;82.6666666666667;82.3343848580442
"28245220";99.3377483443709;100;96.2121212121212;100;100;100;99.4623655913979;96.2085308056872;94.5945945945946;98.8571428571429;99.4397759103641;100;98.3552631578947;100;98.2993197278912;100;98.6440677966102;97.1524288107203;98.804780876494;38.4615384615385;100;100;93.8775510204082;100;98.4375;96.551724137931;95.3125;97.3621103117506;98.8326848249027;74.4186046511628;100;85.7142857142857;100;95.7547169811321;95.9523809523809;100;100;100;100;95.9752321981424
"28245224";89.4736842105263;92.0289855072464;90.9774436090226;93.6507936507936;100;97.6744186046512;95.1871657754011;90;100;88.8888888888889;91.5254237288136;100;92.7631578947368;82.8947368421053;93.5374149659864;87.0056497175141;88.2943143812709;92.462311557789;91.2350597609562;41.6666666666667;100;97.0588235294118;74.3243243243243;92.1397379912664;93.8461538461538;100;93.7007874015748;90.4076738609113;97.8599221789883;100;99.0384615384615;100;98.1651376146789;89.1509433962264;90.8450704225352;90.4761904761905;86.5384615384615;90.1408450704225;100;95.3846153846154
"30494753";100;100;100;100;100;100;100;100;91.4285714285714;100;89.5238095238095;100;98.5611510791367;100;100;100;100;100;97.1223021582734;100;100;87.9518072289157;100;86.25;89.9159663865546;100;100;100;100;NA;95.7446808510638;NA;100;100;97.4093264248705;100;100;100;100;100
