CHG;LD;Loading
59218634;LD1;9.31235870535957e-06
59218731;LD1;9.84518140069429e-05
59218742;LD1;7.20658603282374e-06
59218746;LD1;5.70724694964944e-07
59218789;LD1;2.34591318202666e-05
59218801;LD1;2.25657923982513e-05
59218819;LD1;7.92215925826858e-05
59218844;LD1;1.14384562770456e-05
59218849;LD1;3.67235207817457e-05
59677147;LD1;9.14297557567256e-07
59677158;LD1;5.9932852752914e-05
59677179;LD1;6.23159368656602e-06
59677233;LD1;0.000203267188548719
59677240;LD1;1.84171912150506e-05
59677284;LD1;8.52963651229412e-06
59677334;LD1;1.26822477512826e-05
59677351;LD1;6.15698081839528e-06
59677368;LD1;1.67609455697245e-06
59677400;LD1;5.06537008878935e-06
59942797;LD1;1.11290634042728e-05
60159727;LD1;5.71243973332882e-05
60159743;LD1;2.26353528047467e-06
60159760;LD1;2.022051186934e-05
60159810;LD1;0.000215934456993082
60159845;LD1;3.73170937059279e-06
60159864;LD1;9.44271014125394e-06
60159918;LD1;3.13515264867424e-06
60159939;LD1;4.50555541430555e-05
60159950;LD1;7.45446748833926e-05
60750379;LD1;3.55567186079835e-07
60750421;LD1;1.81308336359706e-06
60750427;LD1;0.000144789372417822
60750499;LD1;6.05267516208881e-05
60750507;LD1;5.72863719844181e-06
60995213;LD1;9.94406609837429e-05
60995288;LD1;0.000382277469426542
60995363;LD1;5.52401852123307e-06
60995393;LD1;0.00250524553967618
60995415;LD1;2.14459900857757e-05
60995429;LD1;2.90437253772092e-06
61029453;LD1;7.25933134194159e-07
61029478;LD1;1.21062162634434e-06
61029544;LD1;3.4143731268652e-05
61029653;LD1;2.70678333462079e-06
61029709;LD1;5.41717199989593e-07
61266039;LD1;1.40625149696286e-05
61266105;LD1;2.39725197250853e-08
61266168;LD1;7.44461028889412e-07
61266216;LD1;1.7060247326393e-05
61266238;LD1;2.78624327378022e-05
61417411;LD1;4.36891536137472e-05
61417446;LD1;1.9508014923681e-05
61417468;LD1;3.22889958537312e-05
61417471;LD1;2.3876302570397e-05
61417628;LD1;3.0297616377926e-05
61421465;LD1;2.22850100659387e-06
61421487;LD1;3.32872719376134e-05
61421490;LD1;7.43249988978453e-05
61421536;LD1;5.73326848087218e-07
61421597;LD1;3.01978352920398e-06
61421662;LD1;3.62414226604495e-05
61646016;LD1;1.68182204333828e-08
61646018;LD1;5.96319614661833e-06
61646082;LD1;3.65777797523644e-06
61646145;LD1;3.84361749190174e-06
61646169;LD1;1.66187860854259e-08
61646174;LD1;4.08735979923859e-05
61646190;LD1;1.02558825659927e-08
61646195;LD1;9.31618456558458e-05
61656081;LD1;1.25496938647317e-07
61656257;LD1;1.8002411012877e-10
61690871;LD1;8.29489015385119e-06
61690975;LD1;2.36470719946073e-06
61690996;LD1;3.0667490592001e-05
61691042;LD1;1.08112910630123e-08
61691063;LD1;1.26022055075189e-05
61691070;LD1;1.35544683254059e-06
61691122;LD1;6.79019768886423e-05
62568114;LD1;4.16206507667811e-05
62568128;LD1;0.000304525891015883
62568136;LD1;4.113128315463e-06
62568155;LD1;6.36512245733406e-07
62568302;LD1;0.000164477234831685
62568314;LD1;2.28722316906251e-08
62568320;LD1;1.66188723103161e-05
62568332;LD1;4.68477218659673e-05
62628749;LD1;4.59309442145463e-05
62628753;LD1;2.51702617135456e-06
62628803;LD1;1.27053585942817e-06
62628828;LD1;0.000112186219239589
62628846;LD1;1.91099410215722e-05
62628855;LD1;2.83928512575578e-07
62628865;LD1;8.11927501490216e-05
62628892;LD1;0.000107134457952634
62628910;LD1;2.13664106252998e-05
62628919;LD1;4.94891737643807e-07
62628929;LD1;8.51955530468398e-05
62628943;LD1;9.70799842863901e-06
62628953;LD1;3.91086993228289e-05
62628977;LD1;3.64444546999716e-05
62628999;LD1;5.67162257580797e-06
62854633;LD1;3.96614257770893e-05
62854658;LD1;3.35880778781334e-06
62854724;LD1;4.33068595589177e-06
62854832;LD1;1.02169372156073e-05
62854888;LD1;1.46748103993381e-05
63000508;LD1;4.45639257819163e-07
63000531;LD1;1.00200134626235e-05
63000540;LD1;4.92076570429423e-09
63000588;LD1;2.94975508109082e-05
63000595;LD1;0.000202343155786459
63000623;LD1;1.03656594568137e-07
63000696;LD1;1.92602927834689e-05
63000703;LD1;1.80343623697364e-05
63148252;LD1;3.95998156358098e-05
63148325;LD1;0.000119074451810845
63148368;LD1;2.66501688239565e-07
63148429;LD1;4.96730754724199e-05
63148438;LD1;0.000141060139405191
63148450;LD1;4.49014716627265e-07
63148459;LD1;1.38434150896182e-05
63148474;LD1;4.73630954538489e-07
63509802;LD1;1.98088518275258e-06
63509814;LD1;1.04013343246838e-05
63509856;LD1;3.30019968318898e-06
63509862;LD1;6.81360735090307e-06
63509922;LD1;8.50184524199892e-05
63981085;LD1;0.000363912910908681
63981278;LD1;9.37402714642361e-07
63981330;LD1;5.77797775553705e-06
63981344;LD1;5.41970410110523e-06
64114743;LD1;2.28230938777047e-06
64114764;LD1;1.24611389310531e-07
64114795;LD1;8.07291694898606e-06
64114850;LD1;2.34110587870175e-06
64114871;LD1;3.83712226100765e-07
64114902;LD1;3.39887401626591e-06
64114951;LD1;2.09491773283639e-06
64114960;LD1;7.75255927761457e-09
64219739;LD1;3.67879478069243e-08
64219751;LD1;7.33321127089578e-05
64219761;LD1;0.000323832689391751
64219794;LD1;8.60320405380011e-05
64219802;LD1;0.000161965157062688
64219805;LD1;3.05439169356889e-05
64219839;LD1;0.000144270520629939
64219880;LD1;5.32026397760451e-07
64219901;LD1;1.50086921161274e-10
64219922;LD1;1.17452528771741e-05
64219942;LD1;6.88249016840015e-05
64219963;LD1;1.34472819444589e-05
64219982;LD1;0.000165294075485399
64369186;LD1;0.000215873052705041
64369335;LD1;2.5642006169214e-05
64369402;LD1;8.79954690868274e-07
64673755;LD1;1.45797940963879e-05
64673765;LD1;5.99800327407612e-06
64673780;LD1;4.69151581406071e-07
64673820;LD1;1.95625838825921e-05
64673841;LD1;0.000161229533088649
64673856;LD1;1.56502820834753e-05
64673901;LD1;2.1536622961806e-06
64673907;LD1;5.40116816692261e-06
64673918;LD1;1.66447136001957e-05
64673929;LD1;1.98416168592071e-05
64673950;LD1;3.82378842637253e-07
64673995;LD1;3.1397027738057e-05
64674007;LD1;4.78329601245249e-05
65005143;LD1;1.15054479382007e-06
65005215;LD1;4.71133120444778e-05
65005220;LD1;0.00162146674165026
65005223;LD1;1.3371262939171e-05
65005263;LD1;0.00023306900051562
65005333;LD1;4.65572240177098e-05
65005380;LD1;5.08049316555489e-06
65159182;LD1;4.53944138749383e-07
65159198;LD1;1.63966047533168e-08
65159265;LD1;4.43287022972539e-06
65159308;LD1;2.12858281745573e-06
65159313;LD1;0.000121504386156068
65159329;LD1;5.33964281383916e-07
65159374;LD1;4.77555688750904e-07
65159406;LD1;1.44652173554257e-07
65160241;LD1;2.28476869267158e-06
65160249;LD1;8.36674299987678e-05
65160298;LD1;0.000297851731124094
65160348;LD1;4.06530581204505e-05
65160445;LD1;0.0001927164645345
65160468;LD1;6.72978893459143e-08
65685959;LD1;4.7870898602245e-08
65685995;LD1;0.000393614242028509
65686009;LD1;0.000144332844889433
65686045;LD1;0.000119254854268991
65686067;LD1;0.000327741223261427
65686220;LD1;0.000362590154892205
65686224;LD1;0.000251925320988136
66086227;LD1;4.36960562157968e-05
66086241;LD1;2.58839632781177e-05
66086260;LD1;0.000249245401812453
66086293;LD1;3.66018906741262e-05
66086317;LD1;0.000426562239206481
66086323;LD1;4.47050232710883e-06
66142301;LD1;5.15222449091468e-05
66350858;LD1;0.000190876904046662
66351111;LD1;1.27145125637332e-05
66588986;LD1;6.30729574245926e-07
66589077;LD1;3.84633250504954e-06
66589146;LD1;3.83503586059462e-05
66589185;LD1;1.23374340339406e-05
66589241;LD1;7.33986211731081e-06
66646133;LD1;2.93893447722536e-05
66646150;LD1;1.10577212996211e-06
66646155;LD1;2.10366427524285e-06
66646189;LD1;4.72854160078713e-06
66646204;LD1;6.3112753198369e-07
66646250;LD1;4.77916716123948e-06
66646265;LD1;7.28062267564466e-07
66646320;LD1;0.0001361394122016
66646362;LD1;5.65688204784942e-05
66646376;LD1;1.41397073075863e-06
66785730;LD1;1.53707348638412e-05
66872752;LD1;8.29331792792183e-08
66872808;LD1;7.91466163656059e-08
66872895;LD1;5.90336767969459e-05
66872910;LD1;0.000125882147230182
66872920;LD1;8.06482530110617e-06
66872956;LD1;0.000214524734669964
67106538;LD1;7.94854582785675e-05
67106548;LD1;5.53376130012022e-05
67106552;LD1;1.80617178751216e-05
67106671;LD1;1.50902820886929e-05
67106800;LD1;2.60661414130514e-07
67148440;LD1;7.71175840140432e-05
67148473;LD1;9.22942266024495e-05
67148499;LD1;9.79766672553232e-05
67148512;LD1;2.26650096357237e-05
67148517;LD1;2.44786367746772e-06
67148520;LD1;1.50875534324584e-05
67148567;LD1;0.000192885610311235
67148580;LD1;1.72243813469338e-05
67148585;LD1;6.02685123155582e-06
67148588;LD1;3.85527563908588e-06
67148635;LD1;0.000348844363714886
67148684;LD1;6.028015292038e-05
67148692;LD1;0.00106633033008799
67357613;LD1;9.55060663596157e-06
67357616;LD1;0.000913236189664617
67558542;LD1;0.000729038985657161
67558567;LD1;1.25198954917388e-05
67558633;LD1;3.41697109697414e-05
67558699;LD1;5.69409478033591e-05
67558738;LD1;1.70410305428044e-06
67558794;LD1;5.70816787805985e-05
67573502;LD1;0.000111289904564067
67573513;LD1;3.86968043721475e-05
67573534;LD1;3.12612422879008e-05
67573588;LD1;0.000598263084775313
67573595;LD1;3.5411780719878e-05
67573600;LD1;6.11798318174416e-05
67573608;LD1;2.95368401712513e-05
67573639;LD1;7.59193982360169e-06
67573706;LD1;1.55018846783397e-05
67573750;LD1;1.26085810159388e-06
67573755;LD1;5.69216761403238e-08
67636348;LD1;2.24131686780721e-05
67636378;LD1;3.06764254185973e-05
67636388;LD1;5.38824023410897e-06
67636452;LD1;8.32344446967365e-06
67636575;LD1;6.27891773854469e-06
67636603;LD1;4.40604250290448e-06
67636886;LD1;1.14604121957749e-05
67637032;LD1;6.70724701379629e-07
67637054;LD1;0.000522025053896772
67637089;LD1;8.00415238663291e-08
68107353;LD1;9.62877265967583e-06
68107374;LD1;2.29305203875073e-05
68107380;LD1;1.16885200655206e-06
68107390;LD1;1.00610770138275e-05
68107395;LD1;2.00782824137582e-06
68107401;LD1;3.18919208766215e-07
68107437;LD1;2.48236231842369e-09
68107440;LD1;4.71746582081404e-05
68107479;LD1;2.18968681506284e-06
68107539;LD1;0.000174424355047795
68107560;LD1;3.46095819888338e-05
68107585;LD1;3.47381769667407e-07
68171849;LD1;4.76432719641205e-05
68171996;LD1;3.39739971830567e-06
68172053;LD1;0.000482192048024105
68172105;LD1;7.44872510159939e-08
68174575;LD1;8.63537627327082e-05
68174582;LD1;6.52508262309201e-07
68174603;LD1;9.45990399808303e-06
68174615;LD1;5.10979581259042e-06
68174623;LD1;1.83699886397263e-05
68174636;LD1;3.90183505528233e-08
68174647;LD1;3.21880538064126e-08
68174690;LD1;2.06411016160595e-07
68174719;LD1;0.000212379659310693
68174769;LD1;3.10263375315162e-07
68174786;LD1;1.24929762940916e-06
68174803;LD1;6.21528698628746e-05
68174830;LD1;3.67769609721299e-06
68174835;LD1;1.83135725815073e-08
68411131;LD1;3.24680322181646e-06
68411145;LD1;3.46044601373308e-07
68411197;LD1;2.35313947155184e-05
68411241;LD1;1.31799903425885e-05
68411270;LD1;8.89514742856593e-07
68411378;LD1;0.000165497625354548
68514254;LD1;2.3477163749775e-05
68514279;LD1;8.06503252006222e-05
68514299;LD1;9.42718703537091e-08
68514331;LD1;6.20087551806922e-08
68514348;LD1;8.99908380323587e-06
68514389;LD1;7.68871574492778e-05
68514465;LD1;3.16687077109581e-06
68514480;LD1;3.69096939977349e-06
68514490;LD1;1.72879731690452e-05
69076207;LD1;4.94889551914508e-06
69076247;LD1;0.000150851317074761
69076322;LD1;9.67152475003562e-06
69076399;LD1;4.93866632949069e-09
69076429;LD1;1.11097946402572e-08
69076466;LD1;3.96356813445513e-06
69087687;LD1;1.38654390088485e-05
69087703;LD1;7.99763839506898e-06
69087720;LD1;6.92999186213275e-06
69087770;LD1;1.14192300248843e-08
69087814;LD1;2.12747262252779e-05
69087821;LD1;6.74654210856578e-06
69087875;LD1;2.24772858053459e-07
69087896;LD1;2.11803828659051e-07
69087907;LD1;0.00011411997047285
69822603;LD1;2.86202425307819e-06
69822625;LD1;1.25628062669231e-05
69822649;LD1;8.51711579898753e-05
69822666;LD1;3.58750406668618e-06
69822674;LD1;2.19753146562796e-06
69822710;LD1;4.869444293262e-05
69822730;LD1;4.16589944808051e-06
69822738;LD1;2.29144178129073e-06
69822774;LD1;5.1419748500139e-05
69914943;LD1;9.38619738585612e-06
69914954;LD1;1.61343935189144e-06
69914976;LD1;1.82753592885082e-05
69914995;LD1;0.000161758573063882
69915002;LD1;3.21435865694628e-05
69915015;LD1;9.75662373953563e-05
69915023;LD1;6.86025783971462e-05
69915070;LD1;7.20202960222478e-05
69915083;LD1;8.9006024205326e-05
69915091;LD1;5.82603803294605e-05
69915138;LD1;0.000295540509595619
69915187;LD1;0.000112037426505898
70064113;LD1;6.96300955374194e-06
70064117;LD1;4.65622749093707e-07
70064223;LD1;2.47002726598494e-05
70064273;LD1;1.83205872480875e-06
70064295;LD1;4.33468452459864e-06
70064301;LD1;1.46031516828659e-05
70064331;LD1;1.21344189992779e-07
70064345;LD1;1.31200652342613e-07
70345790;LD1;1.92509412381945e-05
70345838;LD1;6.13675660422796e-05
70345850;LD1;0.000579701181648337
70673870;LD1;1.80829881180471e-06
70673875;LD1;6.76535080536033e-05
70673900;LD1;1.39987573461921e-06
70673918;LD1;4.5224612209364e-05
70673930;LD1;1.62541670892299e-05
70673954;LD1;0.000237733083432777
70674004;LD1;0.000896817009496875
70674083;LD1;4.74782212270611e-05
70674131;LD1;7.33897823614892e-05
70914394;LD1;7.24920103349418e-05
71085391;LD1;6.31337854384167e-06
71085456;LD1;3.65563826656595e-07
71085516;LD1;5.24592428116529e-07
71085544;LD1;8.07635334113582e-05
71085565;LD1;7.93900033098612e-05
71085587;LD1;6.80211427158708e-05
71107394;LD1;4.82731329743328e-05
71107416;LD1;0.000558311453688487
71107419;LD1;0.000341817692238582
71107440;LD1;0.000305094329461921
71107465;LD1;5.25701017945955e-05
71107526;LD1;7.18677170143179e-05
71107591;LD1;5.63189003453734e-05
71136224;LD1;3.41264901042516e-08
71136268;LD1;1.39355886704809e-05
71136285;LD1;7.67160643402955e-05
71136335;LD1;2.61737006998155e-05
71136401;LD1;0.000292999032655923
71136407;LD1;3.28129004846322e-06
71136439;LD1;7.77467780838476e-05
71152301;LD1;1.683998931623e-05
71152416;LD1;1.75540093436568e-08
71152494;LD1;5.88868597403689e-05
71152524;LD1;7.17500477295333e-06
71152546;LD1;6.50901689663803e-05
71152561;LD1;4.51798257891859e-05
71287242;LD1;0.000134055322473265
71287290;LD1;0.000115748691616669
71287318;LD1;2.34312579937729e-06
71287462;LD1;0.000173017921219375
71287468;LD1;2.85023372670047e-05
71287479;LD1;0.000146426763819168
71287493;LD1;1.37311907662138e-05
71299763;LD1;3.33609835409165e-05
71299949;LD1;2.13565719030852e-05
71299979;LD1;7.67134007070582e-06
71300001;LD1;1.07023954427545e-05
71300015;LD1;5.88310834834728e-06
71649689;LD1;2.9818515300254e-05
71649944;LD1;0.00166551875114922
71886708;LD1;2.32070992167201e-05
71886856;LD1;5.08925784054364e-05
71886886;LD1;5.94688116243413e-07
71886922;LD1;4.2941459394532e-07
71984067;LD1;2.00818601004569e-05
71984107;LD1;0.000119553853015434
71984260;LD1;4.30055844756223e-07
71984290;LD1;2.43587876110348e-06
71984312;LD1;7.00974778750413e-06
71984326;LD1;8.88192301666501e-06
71995821;LD1;2.5663556115299e-06
71995871;LD1;2.61341375695157e-06
71995893;LD1;4.04530844423333e-05
71995896;LD1;4.85424193019485e-05
71996048;LD1;4.6920458738681e-05
72065705;LD1;3.05500808653583e-05
72065719;LD1;4.95849451448252e-06
72065733;LD1;1.22774826409075e-06
72065844;LD1;4.89003975493507e-05
72107093;LD1;1.38474091102356e-08
72107114;LD1;3.41964995244004e-05
72107122;LD1;0.000308046509776129
72107138;LD1;2.0392375239725e-05
72107152;LD1;2.45443239693159e-07
72107246;LD1;2.03573617906104e-05
72107259;LD1;9.89965427810943e-05
72107323;LD1;6.22171436566198e-06
72180635;LD1;5.35166863529595e-06
72270018;LD1;1.29672628306153e-05
72363362;LD1;4.38176423347223e-05
72363418;LD1;2.58426654010172e-07
72363505;LD1;8.35340818544488e-05
72363566;LD1;0.000134522443780665
72483410;LD1;0.000157696751321465
72483426;LD1;1.14124587618928e-05
72483493;LD1;0.00011630750790949
72483553;LD1;0.00023367049489151
72483598;LD1;1.99252189344878e-07
72483619;LD1;1.29953983825348e-05
72483630;LD1;3.39799019814679e-05
72514671;LD1;4.16593453648049e-05
72514675;LD1;9.48806341006235e-06
72514702;LD1;1.73731059615942e-05
72514762;LD1;9.03109170145803e-05
72514815;LD1;1.99269207155125e-06
72514819;LD1;4.09590839863524e-05
72514862;LD1;9.66524921401618e-06
72514869;LD1;7.16691151620671e-05
72514911;LD1;5.99498531271857e-06
72539987;LD1;4.5594501520548e-08
72652172;LD1;5.07742097307546e-06
72652180;LD1;4.32257784203358e-05
72652210;LD1;9.24304432268119e-05
72652279;LD1;1.11785238267009e-07
72652284;LD1;5.74966100842204e-05
72741108;LD1;0.000144392036416447
72741111;LD1;6.05154901351511e-06
72741132;LD1;5.42584754464016e-05
72741247;LD1;5.80174335239965e-08
72741334;LD1;2.72867881824172e-05
72741343;LD1;5.7132119827541e-05
72845339;LD1;1.22111115231048e-05
72845366;LD1;0.000140568336595354
72845390;LD1;1.91838313671454e-07
72845433;LD1;1.80701320049692e-05
72845517;LD1;1.41018093645079e-05
72863345;LD1;1.0025796853272e-09
72863397;LD1;1.78310728734317e-06
72863470;LD1;1.005618537949e-05
72887472;LD1;0.000414019469207454
72887528;LD1;8.60332141952749e-06
72887615;LD1;1.30556524171456e-05
72887637;LD1;1.55973267187207e-06
72887676;LD1;6.16970489188704e-05
72887728;LD1;6.17053733653826e-06
73390877;LD1;2.7004881165019e-07
73390888;LD1;2.54228739608906e-06
73390909;LD1;4.14264870575966e-08
73390970;LD1;2.88242942347012e-05
73390975;LD1;6.91949395009206e-05
73390983;LD1;9.12494660450676e-06
73391013;LD1;0.000128223238908178
73391063;LD1;0.000307717405053484
73391097;LD1;2.19430593312306e-06
73391124;LD1;5.43654842639965e-05
73391129;LD1;1.2087454858953e-05
73490503;LD1;0.000118676547366701
73490559;LD1;4.49283024090708e-05
73490645;LD1;0.000125245666435848
73490706;LD1;0.000341064429696441
73490733;LD1;1.70639725473048e-05
73882336;LD1;0.000257387942767708
73882341;LD1;8.71503454262433e-05
73882369;LD1;1.03548870910751e-05
73882385;LD1;9.5081465798134e-06
73882452;LD1;1.08515913555045e-05
73882503;LD1;9.07438609280607e-05
73882557;LD1;2.52425011770265e-06
73882578;LD1;4.89891099685627e-06
73882589;LD1;9.43301542950583e-06
73955543;LD1;6.83754470601114e-07
73955564;LD1;0.000214261309333581
73955584;LD1;4.95855896911161e-06
73955597;LD1;2.92113375926846e-05
73955675;LD1;3.27616774050995e-07
73955725;LD1;7.46011502679786e-07
73955742;LD1;1.46834313962209e-06
73955791;LD1;2.98392393570907e-06
73983008;LD1;8.40017698648771e-06
73983018;LD1;6.27830401051765e-05
73983073;LD1;5.76305231447274e-05
73983094;LD1;3.67316352496006e-05
73983103;LD1;0.000147207286181062
73983109;LD1;2.41751564852332e-06
73983149;LD1;2.3374375421739e-06
73983155;LD1;0.000278902350798409
73983166;LD1;3.21542922699964e-06
73983243;LD1;2.13121590385895e-05
74211567;LD1;3.58544872898274e-06
74211592;LD1;1.39633183221947e-05
74211673;LD1;0.0079394918449219
74211724;LD1;0.00404731438651986
74211763;LD1;4.16430948520234e-05
74211819;LD1;0.00575755775521974
74492536;LD1;7.77025518984232e-05
74492609;LD1;4.61664964999032e-05
74672243;LD1;0.000296810887711598
74672254;LD1;1.1031449183583e-05
74672345;LD1;2.22559224706365e-05
74672379;LD1;0.00031605289127681
74672399;LD1;0.000460407845022458
74672430;LD1;3.29498315718945e-06
74672438;LD1;7.73048584968933e-05
74672458;LD1;2.17667792103424e-05
74672461;LD1;0.000435980361649469
74786551;LD1;4.92640691384674e-05
74786607;LD1;2.83901449518052e-07
74786716;LD1;4.99138272953068e-05
74786752;LD1;0.000571508818160336
74934332;LD1;0.000125538611080073
74934422;LD1;1.34795543655248e-06
74934562;LD1;7.96245592697118e-06
74968867;LD1;8.9690070903242e-05
74968878;LD1;4.73142239951791e-05
74968899;LD1;1.25176516799731e-06
74968953;LD1;3.41640651773794e-05
74968960;LD1;0.00149485176356539
74968965;LD1;6.20748736406276e-06
74969016;LD1;8.56793301723721e-06
74969020;LD1;3.72888991483115e-05
74969042;LD1;1.29052007568607e-06
74969100;LD1;2.11059555252832e-06
75148072;LD1;0.000176311595645101
75148146;LD1;2.50603286519858e-05
75148176;LD1;8.15281676438438e-06
75148198;LD1;7.82262754297903e-05
75148212;LD1;3.28531939848625e-10
75440237;LD1;2.38588089028769e-05
75440451;LD1;8.35685877925521e-06
75591449;LD1;0.0003588439217493
75591468;LD1;1.19456647376371e-06
75591502;LD1;2.98320714542656e-07
75591528;LD1;4.39750544688586e-06
75591534;LD1;6.77364181604747e-06
75591565;LD1;1.8370918058937e-06
75591572;LD1;6.45185323200781e-06
75591592;LD1;4.95920683637328e-06
75591598;LD1;7.29605936598048e-06
75591629;LD1;4.06442215176996e-06
75591636;LD1;6.86361399632278e-06
