CpG;LD;Loading
273002;LD1;0.000437202461140148
273032;LD1;0.000871287501591375
291704;LD1;9.03129599529149e-08
291750;LD1;5.7837775987237e-06
291765;LD1;3.79054282464318e-05
291776;LD1;6.28943819702331e-08
296073;LD1;3.10476846501893e-06
296104;LD1;0.000177447636193329
296107;LD1;7.59188596195898e-05
296128;LD1;0.000277017368731211
296151;LD1;6.82136158417097e-05
296169;LD1;4.44147863808118e-05
311553;LD1;4.48454074016077e-10
311554;LD1;0.000394382441724388
312924;LD1;2.08853477958764e-06
312925;LD1;5.93557228003651e-06
312970;LD1;6.69577856673107e-05
312971;LD1;3.3700815078381e-06
312987;LD1;3.30838615837173e-06
312988;LD1;4.3282407509674e-06
312996;LD1;2.02212963804506e-06
312997;LD1;1.41579270599692e-06
313026;LD1;1.69072721193554e-06
313027;LD1;3.57931221528442e-05
327612;LD1;1.86896836395335e-05
327613;LD1;9.32523339582508e-06
327673;LD1;8.7632031095979e-07
327674;LD1;0.000175303998656653
327720;LD1;4.00213191910716e-06
327721;LD1;0.000223227589600565
339026;LD1;6.91847418736742e-07
339027;LD1;6.52599632743057e-08
339037;LD1;9.30998350722217e-05
339038;LD1;1.7820394340757e-05
339083;LD1;2.2254428050937e-06
339084;LD1;1.04641214321567e-06
339100;LD1;1.66507653258866e-09
339101;LD1;0.000794013562482019
339109;LD1;4.48368346766517e-07
339110;LD1;2.54965787527625e-05
339139;LD1;3.11915103404152e-05
339140;LD1;0.000247274311038468
339581;LD1;1.46031423141419e-06
339582;LD1;2.32060609940647e-06
339627;LD1;2.61530812426617e-07
339628;LD1;8.16697677519704e-05
339642;LD1;2.73638951518779e-06
339643;LD1;1.63751098611791e-05
339653;LD1;5.55791165444293e-06
339654;LD1;2.72835385784014e-05
339683;LD1;3.30513850866202e-07
339684;LD1;6.02531574488039e-05
341273;LD1;1.9371887583958e-05
341321;LD1;5.12560038295264e-06
341329;LD1;0.000373722846794968
345295;LD1;5.6434481450849e-06
345296;LD1;0.000133897076692839
345341;LD1;1.31387798157775e-05
345342;LD1;3.63828567677758e-05
345367;LD1;9.74922271845102e-06
345368;LD1;0.000131407590750408
345397;LD1;1.60425771024141e-05
345398;LD1;0.00198263644344712
352356;LD1;2.80477296965753e-07
352357;LD1;0.000150138278775197
352367;LD1;4.26810178277533e-06
352368;LD1;2.24697616632733e-05
352430;LD1;1.85053039383425e-07
352431;LD1;1.82295398537855e-07
352439;LD1;9.43429241287167e-09
352440;LD1;1.15257663380539e-06
352469;LD1;3.93301669601125e-05
352470;LD1;0.000208822065214543
358372;LD1;2.94785995295308e-05
358403;LD1;3.25929903635952e-07
358406;LD1;2.79297613217141e-06
358415;LD1;1.0147057932812e-06
358427;LD1;6.81878993927443e-08
358435;LD1;4.86277360935312e-07
358442;LD1;1.78031668889797e-07
358450;LD1;1.97739643556208e-07
362970;LD1;2.15542278884101e-09
362971;LD1;0.000159830236166653
362980;LD1;0.000199525982587781
362981;LD1;1.22284679234863e-05
362996;LD1;4.14821740945558e-06
362997;LD1;0.000181310502787047
363019;LD1;0.000206629369111663
363020;LD1;1.98996941118452e-06
363037;LD1;1.02443918761134e-05
363038;LD1;4.66899985036392e-05
363087;LD1;2.96435948994513e-05
363088;LD1;5.31873336864913e-06
363095;LD1;1.33813114438304e-05
363096;LD1;8.44956140052705e-07
367062;LD1;7.95912201957302e-05
367108;LD1;0.000170259376025326
367126;LD1;0.00164366362186303
367134;LD1;7.51529166315142e-05
367164;LD1;0.000126037872956011
368167;LD1;4.35585851022263e-05
368222;LD1;4.41404962780562e-05
368245;LD1;0.000116518871565493
376037;LD1;4.74423008235014e-06
376083;LD1;3.92447142101499e-06
376098;LD1;1.27300454801829e-06
376139;LD1;8.98070958536764e-05
384755;LD1;2.42290903700882e-05
384759;LD1;9.3278470377336e-05
384764;LD1;6.55529199286814e-06
384770;LD1;5.36480076406816e-06
384782;LD1;1.69905565713569e-05
384797;LD1;3.07553058290017e-06
384806;LD1;9.11423534550338e-08
384813;LD1;2.10850123334326e-05
384815;LD1;1.08177997371061e-05
384831;LD1;8.13719767715264e-08
384835;LD1;2.12144517652606e-05
384852;LD1;3.1981313983765e-06
388324;LD1;1.36539679688054e-05
388339;LD1;3.00676609454392e-06
388350;LD1;2.13414316808052e-05
388380;LD1;5.98364315880475e-06
391010;LD1;0.00194290363608671
391022;LD1;4.83156291752368e-05
391034;LD1;0.000304034529039616
391078;LD1;4.68462217977632e-05
393999;LD1;2.53848286436771e-06
394014;LD1;8.96663993823833e-05
394016;LD1;1.20435392095886e-06
394079;LD1;7.4997546626847e-06
394091;LD1;0.000110021381864609
395077;LD1;3.21036449749037e-06
395078;LD1;0.00015516045592247
395123;LD1;2.93457245542842e-05
395124;LD1;4.12281689796729e-08
395140;LD1;6.12304908611765e-07
395141;LD1;0.00114748501924119
395149;LD1;4.17068298009254e-07
395150;LD1;1.18606353000387e-07
395179;LD1;3.45100227497122e-06
395180;LD1;2.15771664000316e-05
405756;LD1;0.00581600037466911
405782;LD1;5.36508994786515e-06
405807;LD1;0.000129737284543809
408412;LD1;0.000369308008228385
408422;LD1;4.17104746027011e-06
408432;LD1;3.02746458992512e-09
408498;LD1;1.16137307302293e-07
408505;LD1;4.07714515936967e-11
408507;LD1;1.36877199218213e-06
408510;LD1;6.33238495796265e-07
408513;LD1;2.6869263215499e-05
408524;LD1;2.12843819267744e-05
409239;LD1;6.09039279938406e-07
409270;LD1;8.40553382172595e-09
409282;LD1;6.43799654826459e-07
409294;LD1;3.98025731273568e-05
409302;LD1;1.22095632988544e-05
409309;LD1;2.76569680069242e-09
409339;LD1;0.00012026285172239
411171;LD1;2.40289014522183e-08
411186;LD1;7.31727101797743e-06
411197;LD1;8.00977661101387e-08
411227;LD1;6.50445102401624e-08
429642;LD1;2.13543912521622e-07
439421;LD1;1.92305573708873e-05
439467;LD1;1.88905722349027e-06
439479;LD1;5.56025288515114e-05
439482;LD1;4.59770179146367e-06
439493;LD1;7.44633097914184e-06
439523;LD1;4.80758613289385e-05
444046;LD1;1.90846811109108e-05
444047;LD1;8.56116434668099e-06
444092;LD1;4.61508037324459e-07
444093;LD1;2.01111616693331e-07
444118;LD1;4.81462380980987e-05
444119;LD1;7.72482258583697e-06
444148;LD1;1.74567878620424e-05
444149;LD1;8.02890550835896e-05
454927;LD1;7.89577900955289e-07
454988;LD1;5.33110300393298e-06
455035;LD1;3.95955146184177e-05
462819;LD1;3.10360182929817e-07
462865;LD1;8.45491289073491e-07
462891;LD1;1.19641262677152e-05
462927;LD1;3.58015621005363e-08
470211;LD1;2.65821440855957e-07
470214;LD1;0.00553355803531718
470235;LD1;3.55988131763426e-06
470250;LD1;0.00254027713943445
470258;LD1;1.06709094366214e-05
470276;LD1;1.64744879037067e-05
475059;LD1;0.000196156448315531
475097;LD1;4.98266631920232e-05
475105;LD1;0.000274418264491108
475148;LD1;0.000382469464347135
475181;LD1;0.000372058928272464
475336;LD1;4.18332201093926e-06
475337;LD1;9.2155813092213e-05
475382;LD1;2.13694920714183e-05
475383;LD1;3.39401559452579e-05
475397;LD1;1.05087531337649e-05
475398;LD1;2.04320778409844e-07
475411;LD1;7.00605159989536e-06
475412;LD1;5.60839407794296e-05
475444;LD1;2.31728769057075e-05
475445;LD1;2.61719295083398e-05
491661;LD1;9.70537679064424e-06
491697;LD1;0.00115245882209356
491707;LD1;2.53278978739803e-07
491733;LD1;1.31543060898248e-05
491763;LD1;8.13144336774321e-05
503922;LD1;2.42417896373148e-06
503923;LD1;2.96090981263333e-05
503936;LD1;1.31935915095149e-06
503957;LD1;5.44000584982995e-06
503958;LD1;1.33700407138815e-05
503966;LD1;0.000104249232523398
503967;LD1;1.20184836945898e-05
503978;LD1;1.33085452730593e-06
503979;LD1;1.66512336137075e-05
503986;LD1;5.99859341362312e-07
503987;LD1;2.04317868169228e-05
503993;LD1;1.02187170070836e-07
503994;LD1;2.54916843148928e-05
504001;LD1;6.89320622542391e-09
504002;LD1;4.78478464682632e-06
504231;LD1;3.78710412572308e-05
504234;LD1;4.93747862701236e-05
504243;LD1;8.87825638848139e-05
504255;LD1;1.72752233900106e-05
504263;LD1;2.71887629699697e-06
504270;LD1;9.08429008807741e-05
524858;LD1;2.02275671125913e-05
524859;LD1;1.06033367370313e-05
524904;LD1;2.82469660374838e-05
524905;LD1;8.67736568354463e-06
524930;LD1;2.61338632076758e-07
524931;LD1;6.51176662839836e-06
524960;LD1;1.43859898077983e-05
524961;LD1;0.000147527532374343
544988;LD1;4.10805778742079e-06
544989;LD1;4.89841730777938e-06
545049;LD1;2.56060449590609e-08
545050;LD1;0.000252622748425691
545060;LD1;9.67184902984216e-06
545061;LD1;4.10364211727779e-05
549338;LD1;1.55304816224774e-05
549357;LD1;0.000295507004815953
549398;LD1;2.32274517151452e-06
552339;LD1;8.19694991318305e-05
552385;LD1;8.21524653669732e-06
552402;LD1;6.94879464696068e-08
552411;LD1;1.72958032197683e-07
552441;LD1;1.57423752803398e-06
553205;LD1;2.37781576741368e-05
553206;LD1;1.057001491885e-05
553222;LD1;8.05800202482557e-05
553223;LD1;0.000153991747764578
553231;LD1;7.99387144497774e-09
553232;LD1;4.9446260576995e-06
553261;LD1;8.7835948264633e-11
553262;LD1;0.000181588107355212
553288;LD1;0.000104964405773444
553466;LD1;6.78190295963015e-06
553500;LD1;2.88986787281183e-05
553536;LD1;4.13547079925356e-06
553562;LD1;4.9176562645967e-06
558344;LD1;4.7062337475451e-05
558371;LD1;4.20309593093756e-05
558402;LD1;3.40384945034807e-06
558405;LD1;4.82758573992892e-05
558437;LD1;9.56462803971191e-05
592079;LD1;0.000220141099211789
592121;LD1;4.25381233838666e-05
592186;LD1;8.12647377836708e-05
619818;LD1;7.44443351172493e-06
619879;LD1;0.000119253556658396
619908;LD1;1.32989956715292e-05
636161;LD1;6.29573596570984e-06
636192;LD1;0.00118169053901556
636195;LD1;7.7483750328997e-06
636204;LD1;2.16859673148479e-06
636216;LD1;4.59066021299974e-06
636224;LD1;2.49175334768202e-07
636231;LD1;8.47681980226898e-06
636236;LD1;0.000265258542471438
636239;LD1;4.7479300564345e-06
636716;LD1;5.00752247967239e-07
636729;LD1;2.62971048785783e-05
636739;LD1;2.76643254982141e-05
636750;LD1;6.60381017535246e-10
636755;LD1;1.24135888702907e-05
636779;LD1;1.34683481483103e-08
636821;LD1;9.39062705856673e-06
636834;LD1;1.94018183031353e-12
636844;LD1;0.000237872193392464
636860;LD1;1.59490354960233e-05
636884;LD1;1.29691776608866e-05
636924;LD1;3.73412924920083e-05
636935;LD1;0.000111422795920714
636943;LD1;1.61363681151689e-05
638590;LD1;0.000126270588046434
638591;LD1;0.000103521465170029
638636;LD1;4.56130711226855e-08
638637;LD1;5.00274496888064e-09
638651;LD1;1.48879160254743e-08
638652;LD1;4.12684365826598e-06
638662;LD1;2.41350490765705e-08
638663;LD1;6.57722839333177e-05
638692;LD1;1.43177434368305e-06
638693;LD1;3.90506065678565e-06
644047;LD1;4.92640505008742e-06
644048;LD1;1.34675049128862e-05
644081;LD1;4.013894973781e-06
644082;LD1;3.22627638121979e-05
644090;LD1;0.000230543505701421
644091;LD1;0.000250067464360222
644102;LD1;2.70019630519785e-07
644103;LD1;2.41887545427994e-05
644110;LD1;5.10192930742183e-10
644111;LD1;1.16808577284596e-07
644117;LD1;5.91716200111006e-07
644118;LD1;4.93101509697432e-05
644126;LD1;3.36002110799273e-07
655474;LD1;0.000731893106288582
655509;LD1;8.60095351436099e-05
655518;LD1;2.07180193572638e-05
655530;LD1;3.12085224098678e-05
655538;LD1;5.47949602211363e-05
655545;LD1;5.3022262426232e-06
655553;LD1;1.72217105671229e-05
666349;LD1;0.000175327235209581
666383;LD1;3.57675067349651e-07
666398;LD1;3.44562730016209e-05
666409;LD1;1.07523627944174e-05
671232;LD1;8.98004469440271e-06
671233;LD1;7.94657962362497e-06
671278;LD1;0.000338539982159994
671279;LD1;2.52796491519951e-05
671293;LD1;1.6327407756414e-06
671294;LD1;1.88406837760613e-06
671304;LD1;5.43255622687699e-05
671305;LD1;0.00013516651097044
676692;LD1;1.31272723682458e-07
676726;LD1;1.24781120309774e-08
676762;LD1;3.53883402631918e-05
676788;LD1;1.42659230352201e-06
686247;LD1;1.0026617845558e-06
686250;LD1;5.6436164814059e-06
686269;LD1;1.41484687715395e-05
687318;LD1;3.12910619638227e-05
687342;LD1;0.00115122162070121
696024;LD1;5.25724939878044e-07
696025;LD1;5.2054271783194e-06
696055;LD1;0.000146420875168775
696056;LD1;2.85130096963235e-06
696058;LD1;1.73768636690812e-05
696059;LD1;2.5486898711224e-06
696079;LD1;1.03153816049654e-05
696080;LD1;8.85317430487468e-07
696102;LD1;7.24761970838676e-05
696103;LD1;1.01704002004564e-05
696120;LD1;1.40396783695963e-06
696121;LD1;1.35463473103395e-07
696825;LD1;1.12546522701174e-05
696868;LD1;1.5427520071923e-06
696871;LD1;1.02028255407548e-07
696888;LD1;0.000112892045914848
696897;LD1;5.78344577172709e-05
696927;LD1;4.36485714470725e-05
700083;LD1;9.57913298963268e-05
700098;LD1;7.36906832305304e-07
700136;LD1;8.16924314301391e-07
704777;LD1;1.23343610638496e-06
713483;LD1;0.000157399146740123
727284;LD1;1.37741363657614e-06
727314;LD1;1.05734553809534e-05
727324;LD1;7.2266358463171e-06
727338;LD1;4.12866167575029e-05
727347;LD1;1.59435576151182e-06
727361;LD1;7.76579287278501e-06
727367;LD1;8.19266752581009e-07
727380;LD1;5.00840396761457e-05
727386;LD1;2.48709416608717e-07
727390;LD1;2.54097136692011e-05
727393;LD1;2.78660254594469e-07
727406;LD1;0.000657974424609131
727411;LD1;4.77923835193564e-05
731658;LD1;5.12106755989569e-05
731689;LD1;3.21076642822539e-08
731692;LD1;1.80059464543093e-06
731701;LD1;6.6172476305961e-05
731713;LD1;5.52180946126489e-06
731721;LD1;2.574055428649e-06
731728;LD1;6.21273955233957e-07
731736;LD1;7.62935071108403e-05
731754;LD1;1.45086310929834e-06
733595;LD1;1.05013484829739e-06
733598;LD1;4.70196706089442e-10
733607;LD1;0.000155106883956167
733619;LD1;6.64918612229125e-05
733627;LD1;0.000116607009902088
738188;LD1;2.83012531288207e-07
738260;LD1;0.00237868293760367
738290;LD1;1.26736988798834e-05
743627;LD1;1.6111395508507e-05
743628;LD1;0.000117420161642575
743673;LD1;3.29109311297234e-06
743674;LD1;1.35446299113375e-05
743685;LD1;9.07196893007634e-07
743686;LD1;1.96602189529464e-05
743688;LD1;2.86801555915256e-08
743689;LD1;7.26744034176665e-06
743699;LD1;9.65796584255486e-08
743700;LD1;4.61787669631877e-06
743729;LD1;6.29939787821195e-05
743730;LD1;9.68310561201792e-05
753466;LD1;0.000105998442274616
753492;LD1;0.00171461563497681
753522;LD1;0.00158003417374439
768727;LD1;0.000189801310381728
768757;LD1;5.6002634319567e-05
770564;LD1;0.00154207562518837
770605;LD1;1.02075563053942e-05
770609;LD1;1.5636490690882e-05
770614;LD1;0.000174373082595978
770636;LD1;1.44183719589049e-05
770648;LD1;2.79831107736882e-09
770673;LD1;4.64766552097613e-06
781168;LD1;0.0305132474507431
781214;LD1;1.41840470785139e-05
781229;LD1;0.0244790582153318
781240;LD1;3.87249048596155e-08
781270;LD1;1.8426477375206e-05
781291;LD1;0.0106397135468438
787702;LD1;8.05623146645876e-06
787712;LD1;1.24971817408553e-05
787722;LD1;9.33856546486983e-06
787762;LD1;2.92620154502251e-06
787789;LD1;6.84222999630925e-07
787794;LD1;1.92289387300625e-06
787796;LD1;1.60705199367816e-06
787799;LD1;7.68686757480468e-07
787802;LD1;4.50442619413032e-08
787813;LD1;0.00197821487843985
789600;LD1;0.000105431989210667
789646;LD1;4.50074768168788e-05
789661;LD1;7.59743036904572e-05
789672;LD1;7.71675223671115e-06
789702;LD1;1.95897217346064e-06
790960;LD1;5.58671594815204e-05
791006;LD1;0.00279791232652422
791032;LD1;1.6361697407207e-05
791062;LD1;7.17056088389108e-05
791521;LD1;8.78688123083727e-05
791552;LD1;2.21586233859283e-05
791555;LD1;5.77553508643288e-05
791564;LD1;2.63934470864048e-06
791576;LD1;3.68468040508836e-06
791584;LD1;1.24486732825437e-05
791599;LD1;8.52556348858955e-08
807282;LD1;5.03734004637266e-05
807367;LD1;0.000176214753456261
808381;LD1;0.000195653475998535
808392;LD1;0.000137567815068271
808431;LD1;0.000114428211370826
808455;LD1;5.00698120633278e-05
808460;LD1;0.000120191678776288
808481;LD1;2.27824536161958e-06
808494;LD1;1.12315567780281e-06
812995;LD1;1.14620541784819e-08
812996;LD1;3.54708919581096e-05
813073;LD1;8.9538135900105e-05
813074;LD1;4.88518430282747e-06
823399;LD1;9.32993112670442e-06
823428;LD1;6.25400371267609e-06
823446;LD1;0.000188967235635273
828505;LD1;7.18743539911592e-08
828506;LD1;0.00015126450544626
828551;LD1;1.07810015187695e-06
828552;LD1;0.000515297217308381
828566;LD1;2.22175705113759e-08
828567;LD1;2.32485189334214e-05
828577;LD1;4.16523662486473e-06
828578;LD1;1.45726288409489e-05
828607;LD1;6.58458692521068e-06
828608;LD1;0.000827481124624947
829071;LD1;7.43739393382234e-06
829102;LD1;0.000188219962638467
829105;LD1;0.000366199395997079
829114;LD1;5.49851069579895e-05
829126;LD1;5.00542363710561e-05
829134;LD1;6.88554968546527e-05
829141;LD1;2.82674931915624e-06
829146;LD1;0.0020497913340671
829149;LD1;0.000695251339736957
835586;LD1;0.000176794583900299
835658;LD1;4.37536269389505e-05
835688;LD1;1.70031471177125e-05
856262;LD1;4.85716916287365e-06
856308;LD1;1.28254778792005e-06
856325;LD1;0.00272551114077493
856334;LD1;3.1062851947226e-07
856364;LD1;0.000202107991081344
861977;LD1;6.52827015224441e-05
862023;LD1;9.73509395870988e-05
862038;LD1;6.49474502001279e-06
862049;LD1;8.32306890110938e-05
872065;LD1;4.11195005118406e-05
872091;LD1;9.03453368121226e-06
872127;LD1;0.000385471224959368
872153;LD1;3.70883408209708e-05
900071;LD1;2.52377498132295e-10
900096;LD1;2.52620410811897e-05
900127;LD1;4.5122045241874e-05
900130;LD1;1.40520130719964e-05
900139;LD1;3.2016349168817e-05
900151;LD1;0.00063771748911776
900159;LD1;2.38416371246239e-05
900166;LD1;0.00052223411023164
902526;LD1;2.40992753017655e-05
902532;LD1;5.80953151034873e-07
902546;LD1;0.000200963131478003
902558;LD1;0.000118160132236315
902617;LD1;2.77418742919153e-05
902635;LD1;0.000295026563762798
903090;LD1;8.7282789077855e-06
903121;LD1;1.50176088710801e-05
903124;LD1;0.00118821308237039
903145;LD1;0.000187625238028444
903153;LD1;0.000350170064586675
903160;LD1;2.65290936536704e-05
903168;LD1;0.0120199435339268
903183;LD1;0.00510099599765723
903186;LD1;0.000127027811269883
912104;LD1;5.46869918679322e-05
919141;LD1;5.52158747318288e-07
919142;LD1;2.25388321019627e-05
919175;LD1;9.48334629832748e-08
919176;LD1;1.64994984781732e-05
919184;LD1;0.000637481870203562
919185;LD1;1.51154215071574e-05
919196;LD1;1.20132598931293e-06
919197;LD1;0.000158550631523581
919204;LD1;8.83770809826544e-07
919205;LD1;6.90373918386538e-05
919211;LD1;8.52654996789935e-08
919212;LD1;3.35836413578784e-05
919219;LD1;1.51469468414337e-05
919220;LD1;5.06842268334282e-06
926205;LD1;1.79703799074633e-06
926206;LD1;3.9625074143519e-06
926251;LD1;8.00834460554503e-05
926252;LD1;2.12738389451226e-07
926268;LD1;5.10076423768212e-05
926269;LD1;0.000511217485612076
926277;LD1;5.92407755964957e-07
926278;LD1;3.03212726000856e-06
926307;LD1;8.23359063750074e-05
926308;LD1;8.32608106512767e-06
930612;LD1;2.92059163911554e-05
930631;LD1;8.97985622297798e-07
931102;LD1;6.34147811138848e-05
931148;LD1;0.00105967839554246
931163;LD1;1.90122453621098e-06
931177;LD1;0.000294474898365746
931210;LD1;1.34476102631286e-05
934093;LD1;0.000201474753898325
934094;LD1;0.000575154102649791
934165;LD1;4.97621649975781e-06
934166;LD1;3.82356411160147e-05
934195;LD1;9.16369851549374e-08
934196;LD1;4.30268653447782e-05
934916;LD1;2.18390753046174e-09
934917;LD1;3.01718779424998e-09
934932;LD1;5.64191064690574e-08
934933;LD1;5.04305781613713e-06
934937;LD1;2.26566021757611e-09
934938;LD1;3.81662860835776e-05
934959;LD1;1.34479182999808e-08
934960;LD1;1.19713395456143e-05
934965;LD1;1.03392133422883e-05
934966;LD1;2.07773659365521e-05
934977;LD1;1.43644940161755e-05
934978;LD1;5.06270551616638e-06
934995;LD1;2.82177884805116e-06
934996;LD1;4.67832908051378e-06
935029;LD1;0.000124354348006074
935030;LD1;1.01283309386666e-05
943391;LD1;0.00109409468720943
943394;LD1;1.73282531662393e-05
943430;LD1;0.000447940980811238
943438;LD1;8.60430344480966e-05
973281;LD1;3.04979974348915e-06
973312;LD1;2.36837939008472e-05
973315;LD1;1.19829878314419e-06
973336;LD1;1.93671014142861e-07
973344;LD1;2.87156826672629e-05
973351;LD1;5.69411079955861e-10
973359;LD1;3.42021699439577e-05
977887;LD1;0.000117294689898651
977933;LD1;1.94049064337239e-06
977948;LD1;0.000447335711448736
977959;LD1;1.14591176690726e-06
977989;LD1;1.04744858067138e-06
979654;LD1;0.00011315492954478
979665;LD1;6.88837392371775e-10
979668;LD1;1.05858202863696e-06
979671;LD1;4.66394605350176e-07
979673;LD1;1.86147100654916e-05
979678;LD1;0.000158785335263567
979707;LD1;6.02625972922319e-06
979747;LD1;1.0123313039342e-05
979757;LD1;1.0298643716364e-05
979767;LD1;2.66600081909136e-05
981696;LD1;6.62073701955378e-05
981698;LD1;7.36163985293627e-06
981701;LD1;9.42185552965231e-06
981719;LD1;0.000112433127553969
981721;LD1;7.53537604883699e-06
981725;LD1;2.9543746392018e-07
981739;LD1;8.60578409277665e-06
981745;LD1;0.00041224026927317
981747;LD1;0.000142699997290405
981749;LD1;9.3949405766672e-05
981786;LD1;0.000301163730236104
981819;LD1;7.99452760921669e-05
982261;LD1;1.71502062858354e-05
982292;LD1;1.04609768873559e-06
982295;LD1;1.54545753447991e-05
982304;LD1;1.19951777766443e-07
982316;LD1;7.33442348927069e-06
982324;LD1;4.04044861161841e-05
982331;LD1;2.5467945414455e-05
982336;LD1;0.000224620961864224
984167;LD1;9.52263681860343e-06
984168;LD1;2.19981514393399e-05
984198;LD1;3.67351410229744e-07
984199;LD1;3.04148003928163e-06
984201;LD1;5.55880887825738e-07
984202;LD1;1.85001935041835e-05
984210;LD1;2.31469351003852e-05
984211;LD1;8.98217844856729e-06
984222;LD1;3.31774285293948e-07
984223;LD1;2.25105738924524e-05
984230;LD1;8.06378403135829e-07
984231;LD1;1.27709799035469e-05
984237;LD1;7.62704624835656e-07
984238;LD1;2.58728389829303e-05
984245;LD1;2.74885672367628e-05
984246;LD1;9.28819401787441e-06
984565;LD1;2.7646963606614e-05
984583;LD1;0.00140234721663342
984591;LD1;0.000754665299638055
984606;LD1;0.00048420284071298
984630;LD1;6.87353905479168e-05
984661;LD1;0.00114159140625523
998342;LD1;1.64692069083722e-05
998368;LD1;9.20856482620252e-06
998398;LD1;8.52171284724597e-06
1002095;LD1;1.4474500110154e-06
1002096;LD1;7.99586322129204e-05
1002106;LD1;1.76561000465213e-06
1002107;LD1;1.74654922546737e-06
1002178;LD1;5.76532996450937e-07
1002179;LD1;2.34267606484232e-05
1006739;LD1;0.000106480864211041
1006742;LD1;0.000305711143974624
1006748;LD1;1.42099504234833e-05
1006755;LD1;4.02942538222475e-05
1006797;LD1;5.86631472376653e-05
1006809;LD1;1.22649911145391e-05
1006823;LD1;3.05063272966206e-05
1006833;LD1;7.5508662857588e-05
1015702;LD1;3.56860873271283e-05
1015715;LD1;6.07350071125962e-06
1015720;LD1;4.38678187979099e-05
1015777;LD1;4.42598718047392e-06
1015780;LD1;8.63810173602135e-05
1015783;LD1;4.90170686327202e-05
1015798;LD1;3.73910533296155e-06
1016933;LD1;5.75414511071235e-05
1016951;LD1;0.00049052968168828
1016954;LD1;0.00024845369146369
1016959;LD1;0.00100210313162445
1016974;LD1;0.00443500550624421
1016995;LD1;0.00207438425707087
1017029;LD1;2.11337544715448e-06
1025271;LD1;3.98302502592955e-05
1025274;LD1;9.71243411382765e-07
1025310;LD1;1.06347144022293e-05
1025318;LD1;8.44909678261711e-05
1044592;LD1;8.90024911951712e-05
1044604;LD1;0.000539573551499693
1044608;LD1;2.98558836538204e-07
1044646;LD1;7.82884691677463e-07
1046494;LD1;0.000191898451703928
1046513;LD1;1.87364966376747e-06
1046562;LD1;0.00037949154406965
1050030;LD1;2.43205738430329e-05
1050049;LD1;1.56868780782231e-05
1051335;LD1;1.47806319124079e-06
1051396;LD1;3.86989473163201e-06
1051443;LD1;0.000106372481223679
1054056;LD1;0.000502362729831809
1054102;LD1;1.55115632246903e-05
1054128;LD1;4.83856464745669e-05
1054158;LD1;2.52637344011791e-05
