start	chr	end	strand	pvalue	qvalue	meth.diff	contig_id	CTXT
102880865	Plantago_genome	102880865	-	8.84425303781946e-06	0.00175357178829212	36.6528626046931	Plantago_379273	CpG
121095843	Plantago_genome	121095843	-	0.000174599576398681	0.0112195514407666	-14.3982172044519	Plantago_446241	CpG
138439779	Plantago_genome	138439779	-	8.86964084785869e-05	0.00710313413263726	-20.1327149023134	Plantago_510005	CpG
190088590	Plantago_genome	190088590	-	0.000340322029827399	0.0175719738385366	-12.4694608813187	Plantago_700092	CpG
190489985	Plantago_genome	190489985	-	0.000717448114707379	0.0280988609667467	11.6832052388438	Plantago_701568	CpG
190551626	Plantago_genome	190551626	-	0.000843512216752674	0.0313856810675272	-55.9535596416785	Plantago_701794	CpG
191467329	Plantago_genome	191467329	-	0.00135237897095061	0.0427512356901972	14.2026107286121	Plantago_705161	CpG
192021081	Plantago_genome	192021081	-	0.000671505524770535	0.0271927102901074	16.9170003096537	Plantago_707197	CpG
193879033	Plantago_genome	193879033	-	1.64119048951073e-05	0.00240559439638746	-18.6960377270547	Plantago_714027	CpG
194170851	Plantago_genome	194170851	-	0.00101314202566775	0.0352620852901509	-50.564772380173	Plantago_715100	CpG
194926006	Plantago_genome	194926006	-	7.90683840272971e-05	0.00657751628742934	-26.5415366909961	Plantago_717877	CpG
196241304	Plantago_genome	196241304	-	1.592030534898e-06	0.000569480579114574	-10.2223412938445	Plantago_722712	CpG
197021629	Plantago_genome	197021629	-	3.18381978032442e-05	0.00371372232808395	17.8110779367808	Plantago_725581	CpG
197021713	Plantago_genome	197021713	-	6.85113182261867e-06	0.00145861631064601	17.6192709583216	Plantago_725581	CpG
197301665	Plantago_genome	197301665	-	4.19822370430033e-06	0.00105294826025419	-13.3281467781434	Plantago_726611	CpG
197301725	Plantago_genome	197301725	-	5.72475619983607e-06	0.001365190513837	-11.3222720553652	Plantago_726611	CpG
199245938	Plantago_genome	199245938	-	0.00135354559946725	0.0427512356901972	-36.3834821779727	Plantago_733759	CpG
199245975	Plantago_genome	199245975	-	0.00147445892445962	0.0447826560057179	-14.5820501769954	Plantago_733759	CpG
199468789	Plantago_genome	199468789	-	7.06798517230554e-06	0.00145861631064601	-16.5389013415768	Plantago_734578	CpG
199494966	Plantago_genome	199494966	-	0.000145264883079684	0.0098223549191963	-11.4994318652822	Plantago_734674	CpG
199733383	Plantago_genome	199733383	-	0.000323084011011135	0.0173354152756626	-51.9582582223234	Plantago_735551	CpG
200111090	Plantago_genome	200111090	-	0.000681972217675864	0.0275116570699538	29.7887323943662	Plantago_736939	CpG
200343075	Plantago_genome	200343075	-	0.000799642953783202	0.0302152752052118	-18.0559202367379	Plantago_737792	CpG
202039422	Plantago_genome	202039422	-	0.000400402038993217	0.0195999792679127	-10.1082303178281	Plantago_744029	CpG
202422692	Plantago_genome	202422692	-	0.000332169398886841	0.0175595087666513	-12.4813740098816	Plantago_745438	CpG
202895156	Plantago_genome	202895156	-	0.000315964383881606	0.0170385971164905	-16.252097818269	Plantago_747175	CpG
204782805	Plantago_genome	204782805	-	2.94887329387128e-05	0.00351610942612336	-19.4074057941819	Plantago_754115	CpG
205207614	Plantago_genome	205207614	-	1.75519301714559e-06	0.00060262077304959	-20.9139958931922	Plantago_755677	CpG
205757385	Plantago_genome	205757385	-	8.83652514426756e-07	0.000451555360655046	-19.4358116184557	Plantago_757698	CpG
206021235	Plantago_genome	206021235	-	1.79698849671129e-06	0.00060262077304959	-10.119412941672	Plantago_758668	CpG
207427154	Plantago_genome	207427154	-	0.000186011355310494	0.0113416324476765	-10.711672379755	Plantago_763837	CpG
209207011	Plantago_genome	209207011	-	0.00120335396627155	0.0398563168795122	14.7483377936359	Plantago_770380	CpG
209375609	Plantago_genome	209375609	-	0.00126200961052077	0.0405475833218762	12.2545482764648	Plantago_771000	CpG
209795183	Plantago_genome	209795183	-	1.3785313616232e-07	0.000164370138414688	-11.024594008705	Plantago_772543	CpG
210863157	Plantago_genome	210863157	-	8.70676548249599e-05	0.00704907963433454	58.7550081189087	Plantago_776469	CpG
211318607	Plantago_genome	211318607	-	0.000214490747078621	0.0125094875268366	20.2526281445736	Plantago_778143	CpG
211411084	Plantago_genome	211411084	-	0.000273254263166988	0.0152726534430754	16.725986040001	Plantago_778483	CpG
212083072	Plantago_genome	212083072	-	5.63595004564619e-09	1.20961150888769e-05	-14.7103782167465	Plantago_780954	CpG
213732432	Plantago_genome	213732432	-	0.00146325362007197	0.0447364244561933	-21.9718338893489	Plantago_787018	CpG
213845349	Plantago_genome	213845349	-	0.00147946670079628	0.0447826560057179	11.5157806536898	Plantago_787433	CpG
213845413	Plantago_genome	213845413	-	0.00144407890537986	0.0446519845354806	11.4209991789476	Plantago_787433	CpG
214473550	Plantago_genome	214473550	-	3.64787234195509e-09	9.78652297315572e-06	-10.0682479327039	Plantago_789742	CpG
216833471	Plantago_genome	216833471	-	0.00171610345557534	0.0479579953221981	22.2308021475384	Plantago_798419	CpG
216924821	Plantago_genome	216924821	-	4.17754819336301e-05	0.00435244231160824	-11.437941030273	Plantago_798754	CpG
216960847	Plantago_genome	216960847	-	0.000505341061889618	0.0225874139956447	-31.7673798329965	Plantago_798887	CpG
216960890	Plantago_genome	216960890	-	0.000180984849582948	0.0112874714428606	-39.0232743083169	Plantago_798887	CpG
217149991	Plantago_genome	217149991	-	0.000823517890662544	0.0307921434505677	12.220241208108	Plantago_799582	CpG
217606071	Plantago_genome	217606071	-	1.67460715600238e-05	0.00240559439638746	-19.1658450561182	Plantago_801259	CpG
218357913	Plantago_genome	218357913	-	0.0013217806602053	0.0423412198279965	-19.3405673064394	Plantago_804023	CpG
218357918	Plantago_genome	218357918	-	6.69779563689132e-07	0.000406311610291058	-32.3651032598106	Plantago_804023	CpG
218357936	Plantago_genome	218357936	-	0.000822090749529331	0.0307921434505677	-30.565852701775	Plantago_804023	CpG
218746030	Plantago_genome	218746030	-	9.35483631805067e-06	0.00176120584014422	-12.0013798863409	Plantago_805450	CpG
218982740	Plantago_genome	218982740	-	0.000337854741473778	0.0175719738385366	-15.6409420211044	Plantago_806320	CpG
219803779	Plantago_genome	219803779	-	1.05971599788462e-06	0.000488687718067065	40.179593760382	Plantago_809339	CpG
219803888	Plantago_genome	219803888	-	1.03476063514385e-05	0.00188207387634048	28.0163779386353	Plantago_809339	CpG
219803899	Plantago_genome	219803899	-	2.35004836585248e-05	0.00293242645454313	18.5116082795375	Plantago_809339	CpG
219803922	Plantago_genome	219803922	-	0.000226005771690096	0.0129696036183136	16.7653358421827	Plantago_809339	CpG
219930002	Plantago_genome	219930002	-	9.41151575705783e-05	0.00731862115732737	39.0526315789474	Plantago_809803	CpG
219930048	Plantago_genome	219930048	-	8.49295380922398e-05	0.00695722815743809	38.9637027491409	Plantago_809803	CpG
219930089	Plantago_genome	219930089	-	0.000611671940927667	0.0253435573231209	34.4141105595859	Plantago_809803	CpG
219930096	Plantago_genome	219930096	-	0.000301924662651956	0.0163637252502199	38.0996063958016	Plantago_809803	CpG
220758709	Plantago_genome	220758709	-	3.63215862926226e-06	0.000974436617712608	-14.3302242168987	Plantago_812850	CpG
221015151	Plantago_genome	221015151	-	0.00133546392002169	0.0425256575845051	26.8479819432889	Plantago_813792	CpG
221702090	Plantago_genome	221702090	-	9.09613607154306e-05	0.00717739453434835	10.8451245768906	Plantago_816318	CpG
222108192	Plantago_genome	222108192	-	3.80558217644703e-05	0.00404341679011456	-29.0068858594999	Plantago_817811	CpG
222320727	Plantago_genome	222320727	+	0.00160716101861049	0.0461144005445255	-15.8651354039704	Plantago_818592	CpG
23777820	Plantago_genome	23777820	-	1.19108126995213e-05	0.00198018491383972	54.4410947252683	Plantago_87428	CHG
23777825	Plantago_genome	23777825	-	1.36402940766861e-05	0.00198018491383972	53.9371256040808	Plantago_87428	CHG
23777944	Plantago_genome	23777944	-	1.19189588566026e-05	0.00198018491383972	54.3370707252385	Plantago_87428	CHG
23777949	Plantago_genome	23777949	-	1.30093269193083e-05	0.00198018491383972	54.4061011792508	Plantago_87428	CHG
23777975	Plantago_genome	23777975	-	1.17741823594299e-05	0.00198018491383972	54.1813216926034	Plantago_87428	CHG
23777981	Plantago_genome	23777981	-	9.74743713174319e-06	0.00198018491383972	54.6166904120887	Plantago_87428	CHG
24545041	Plantago_genome	24545041	-	0.00139328850417181	0.0361189436903989	21.1353489343233	Plantago_90250	CHG
24545049	Plantago_genome	24545049	-	0.00126706774539395	0.0341994049468191	22.3440688752947	Plantago_90250	CHG
24545068	Plantago_genome	24545068	-	0.00150331039927724	0.0377104199813349	21.4705398141802	Plantago_90250	CHG
24545127	Plantago_genome	24545127	-	0.00168539554302992	0.0400061181226443	20.2666567510678	Plantago_90250	CHG
24545137	Plantago_genome	24545137	-	0.00162111977808728	0.0390256484898793	19.8283145910018	Plantago_90250	CHG
24545162	Plantago_genome	24545162	-	0.00171851100472298	0.0400948703894134	19.4658966520267	Plantago_90250	CHG
24545184	Plantago_genome	24545184	-	0.00131812223299336	0.0351466655520974	21.047625090678	Plantago_90250	CHG
59092144	Plantago_genome	59092144	-	2.73867479461169e-05	0.0028535509998249	22.028788711009	Plantago_217336	CHG
59092171	Plantago_genome	59092171	-	1.34915230737377e-05	0.00198018491383972	21.8151185676242	Plantago_217336	CHG
61266216	Plantago_genome	61266216	-	0.00185845827392144	0.0415780857920281	21.6482585954988	Plantago_225335	CHG
61266238	Plantago_genome	61266238	-	0.000501324738354602	0.0200608207050897	14.7720263676043	Plantago_225335	CHG
61646195	Plantago_genome	61646195	-	0.0019663499495121	0.0431061340365891	12.2970010248409	Plantago_226735	CHG
66086227	Plantago_genome	66086227	-	0.000264017588928662	0.0131660679669768	11.2336144027661	Plantago_243113	CHG
66086241	Plantago_genome	66086241	-	1.35862747381158e-05	0.00198018491383972	20.4264010040302	Plantago_243113	CHG
70345850	Plantago_genome	70345850	-	0.00181724793442663	0.0413142911474944	-14.9475524475524	Plantago_258849	CHG
71107440	Plantago_genome	71107440	-	0.00127212648793275	0.0341994049468191	22.7119180103954	Plantago_261662	CHG
72107259	Plantago_genome	72107259	-	0.000200900888460671	0.0115125501154576	37.7347280692804	Plantago_265359	CHG
74968965	Plantago_genome	74968965	-	0.00202632855608865	0.0437487916768906	11.0570769334411	Plantago_275939	CHG
75942374	Plantago_genome	75942374	-	3.15399159849141e-05	0.00303002454903199	13.4208474366017	Plantago_279530	CHG
77243487	Plantago_genome	77243487	-	0.00154142381506896	0.0380692070244551	17.0562297734628	Plantago_284336	CHG
77793723	Plantago_genome	77793723	-	6.9167505407637e-05	0.00564815561203726	19.3481436655809	Plantago_286373	CHG
78439282	Plantago_genome	78439282	-	3.48252157759142e-07	0.000619083665725248	-18.323412481535	Plantago_288761	CHG
80814913	Plantago_genome	80814913	-	0.00245719013642422	0.0488243676359907	11.5020884741501	Plantago_297548	CHG
82677323	Plantago_genome	82677323	-	0.0016083539430892	0.0389145839563601	10.6212666793012	Plantago_304451	CHG
82677328	Plantago_genome	82677328	-	0.00210763870753309	0.0444149318250227	10.6651728324834	Plantago_304451	CHG
87314535	Plantago_genome	87314535	-	0.00113584209210175	0.0314412992058672	-14.4152863450519	Plantago_321617	CHG
88073186	Plantago_genome	88073186	+	4.56271718096439e-06	0.00165603580460197	30.2783663512156	Plantago_324424	CHG
90250353	Plantago_genome	90250353	-	5.0150623532048e-06	0.00167231055917256	18.016481610519	Plantago_332500	CHG
90250413	Plantago_genome	90250413	-	2.08897238617034e-06	0.00130270611572605	19.3331273233772	Plantago_332500	CHG
92315005	Plantago_genome	92315005	-	0.000255571767818346	0.0129685580171226	10.5711894549639	Plantago_340148	CHG
92315108	Plantago_genome	92315108	-	0.000179902603023462	0.0107821526716146	17.0372568096315	Plantago_340148	CHG
93847730	Plantago_genome	93847730	-	1.05680800287602e-05	0.00198018491383972	10.0800234086553	Plantago_345829	CHG
102592103	Plantago_genome	102592103	-	7.44297658704283e-05	0.00592962635859087	26.9793039749299	Plantago_378212	CHG
102592257	Plantago_genome	102592257	-	1.83211082251559e-06	0.00130270611572605	19.117883675383	Plantago_378212	CHG
102880687	Plantago_genome	102880687	-	1.92264324237596e-05	0.00224287570449896	36.6592247611712	Plantago_379273	CHG
102880752	Plantago_genome	102880752	-	1.51375918047101e-05	0.00199318211111467	37.0866237944881	Plantago_379273	CHG
102880798	Plantago_genome	102880798	-	1.35165150352826e-05	0.00198018491383972	36.1518099277691	Plantago_379273	CHG
102880818	Plantago_genome	102880818	-	1.00521400534896e-05	0.00198018491383972	36.6464963434904	Plantago_379273	CHG
114799676	Plantago_genome	114799676	-	4.6123134233742e-05	0.00424380080158347	-13.0539511636036	Plantago_423092	CHG
115347149	Plantago_genome	115347149	-	0.000553684650664321	0.0215301834397933	25.069692180917	Plantago_425105	CHG
117647888	Plantago_genome	117647888	-	0.000349410218110603	0.0160122769077454	28.6282388118216	Plantago_433564	CHG
117647909	Plantago_genome	117647909	-	0.000331799316127646	0.0154825317252809	24.5826692265045	Plantago_433564	CHG
135297032	Plantago_genome	135297032	-	0.00100857388205315	0.0299642988662847	44.7096350173071	Plantago_498451	CHG
135297137	Plantago_genome	135297137	-	0.000399793690102131	0.0174116209519631	48.5585521646558	Plantago_498451	CHG
135495065	Plantago_genome	135495065	-	0.000708209094419338	0.0245695428695533	37.3789379259785	Plantago_499179	CHG
135495126	Plantago_genome	135495126	-	0.000703822961761495	0.0245695428695533	37.9104642029235	Plantago_499179	CHG
135495143	Plantago_genome	135495143	-	0.00118389903684785	0.0323602072224749	13.0387541820153	Plantago_499179	CHG
135495169	Plantago_genome	135495169	-	7.90400658035074e-05	0.00593502521279	15.4525031430986	Plantago_499179	CHG
138439814	Plantago_genome	138439814	-	1.09174476261399e-06	0.00101886725508365	14.5554872228835	Plantago_510005	CHG
140336496	Plantago_genome	140336496	-	0.000141572349879435	0.00947114522872971	17.0304796449668	Plantago_516978	CHG
148991775	Plantago_genome	148991775	-	0.000737199656155107	0.0250829390583835	32.5834160964642	Plantago_548799	CHG
167835883	Plantago_genome	167835883	-	0.00151651965549347	0.0377104199813349	24.9839824219125	Plantago_618115	CHG
167835899	Plantago_genome	167835899	+	0.00109104959561614	0.0312005241809587	26.8645458364375	Plantago_618115	CHG
167835904	Plantago_genome	167835904	-	0.00135557902798799	0.035529398562411	21.9129686166725	Plantago_618115	CHG
167835953	Plantago_genome	167835953	+	0.000186577734276906	0.0108826915463786	35.5943958187969	Plantago_618115	CHG
167836017	Plantago_genome	167836017	+	0.00031185378525375	0.014762722666887	34.2893049677047	Plantago_618115	CHG
172193597	Plantago_genome	172193597	+	1.10871508395478e-05	0.00198018491383972	14.7546356193693	Plantago_634167	CHG
172193606	Plantago_genome	172193606	+	3.62162003898643e-05	0.00337986514287746	34.2039487005525	Plantago_634167	CHG
191313054	Plantago_genome	191313054	-	0.000344543508283481	0.0159631827886853	41.0546045509791	Plantago_704594	CHG
191313090	Plantago_genome	191313090	-	0.000111385054510205	0.0077409381209897	47.5523423041762	Plantago_704594	CHG
191362765	Plantago_genome	191362765	-	0.00221436677801262	0.0454901076809567	18.2523049115815	Plantago_704776	CHG
191467284	Plantago_genome	191467284	-	0.000291859325141468	0.0140193924496429	-11.9566538549143	Plantago_705161	CHG
192128990	Plantago_genome	192128990	-	4.06198656378873e-06	0.00165603580460197	25.1586025799609	Plantago_707593	CHG
192257476	Plantago_genome	192257476	-	0.00170245907624613	0.0400061181226443	18.2496476769548	Plantago_708066	CHG
192667301	Plantago_genome	192667301	-	0.00154427690615484	0.0380692070244551	13.5423400129282	Plantago_709572	CHG
194017542	Plantago_genome	194017542	-	1.0612344484296e-05	0.00198018491383972	-36.4172307400761	Plantago_714537	CHG
194017630	Plantago_genome	194017630	-	0.000632629400288437	0.0232643633164628	-26.9335034668721	Plantago_714537	CHG
194170830	Plantago_genome	194170830	-	0.000158091247181923	0.0102030171114405	15.1326242587189	Plantago_715100	CHG
194651017	Plantago_genome	194651017	-	0.000159724721947974	0.0102030171114405	22.8057396440224	Plantago_716866	CHG
194651240	Plantago_genome	194651240	-	5.39897457435158e-07	0.000619083665725248	29.102716974704	Plantago_716866	CHG
195630134	Plantago_genome	195630134	-	0.000571515736777394	0.0219620967084617	-10.1822591892051	Plantago_720465	CHG
196056207	Plantago_genome	196056207	-	0.00215499660790388	0.0449776521184934	26.6165370128614	Plantago_722032	CHG
196785503	Plantago_genome	196785503	-	1.17752220817238e-05	0.00198018491383972	11.3930970425387	Plantago_724713	CHG
197021639	Plantago_genome	197021639	-	6.48646803157041e-05	0.00536383881183716	46.3193131957917	Plantago_725581	CHG
197021668	Plantago_genome	197021668	-	7.85978761610085e-05	0.00593502521279	43.5243470872925	Plantago_725581	CHG
197651752	Plantago_genome	197651752	-	0.000240305588052875	0.0129632520462922	12.805552957747	Plantago_727898	CHG
197859905	Plantago_genome	197859905	-	6.15659379555141e-05	0.00528835348752353	12.9633354532412	Plantago_728663	CHG
198456541	Plantago_genome	198456541	-	0.00150570404114316	0.0377104199813349	13.7885107160253	Plantago_730856	CHG
198456544	Plantago_genome	198456544	-	0.000845004184649393	0.0273878143842715	17.1864618615521	Plantago_730856	CHG
198790138	Plantago_genome	198790138	-	0.000633894007426026	0.0232643633164628	10.8276176348394	Plantago_732083	CHG
198790201	Plantago_genome	198790201	-	0.000613624105191481	0.0229065081553557	10.8607546434416	Plantago_732083	CHG
198812931	Plantago_genome	198812931	-	0.00114811396275264	0.0316469004079034	27.3012088628497	Plantago_732167	CHG
198812952	Plantago_genome	198812952	-	0.000246678089697459	0.0129632520462922	25.0082875237322	Plantago_732167	CHG
199060097	Plantago_genome	199060097	-	0.0016721168991339	0.0398667287232122	21.4928289029008	Plantago_733075	CHG
199286483	Plantago_genome	199286483	-	0.00103123464418654	0.0302097519491417	27.3298277531306	Plantago_733908	CHG
199286504	Plantago_genome	199286504	-	0.00255625892404574	0.0497548854447482	23.1613149410523	Plantago_733908	CHG
199286529	Plantago_genome	199286529	-	0.00255906006963247	0.0497548854447482	15.6371647923875	Plantago_733908	CHG
199286592	Plantago_genome	199286592	-	0.00240611652995452	0.0482162671061158	15.6640967676631	Plantago_733908	CHG
199286657	Plantago_genome	199286657	-	5.35249960827692e-05	0.00472519191462873	16.3181890681339	Plantago_733908	CHG
200109259	Plantago_genome	200109259	-	2.69656727958536e-05	0.0028535509998249	-10.8148427006799	Plantago_736933	CHG
201571320	Plantago_genome	201571320	-	0.000480183065267472	0.0196056562898412	18.3743709324205	Plantago_742308	CHG
201571384	Plantago_genome	201571384	-	0.000385336141494963	0.0171244620456574	19.3724062065716	Plantago_742308	CHG
201571477	Plantago_genome	201571477	-	0.000751509954039204	0.02530623490968	20.5730416956638	Plantago_742308	CHG
202819475	Plantago_genome	202819475	-	1.03117935561934e-05	0.00198018491383972	-12.4978526120035	Plantago_746897	CHG
202912890	Plantago_genome	202912890	-	0.000225451271065969	0.0124814548064719	-16.2466856964199	Plantago_747240	CHG
203395811	Plantago_genome	203395811	-	0.00247383137437577	0.0488243676359907	-10.787538470239	Plantago_749015	CHG
203958905	Plantago_genome	203958905	-	0.000836047692240118	0.0273083578019885	28.6776453844118	Plantago_751086	CHG
204051966	Plantago_genome	204051966	-	2.7939295226756e-05	0.0028535509998249	-14.2187900004046	Plantago_751428	CHG
204777218	Plantago_genome	204777218	-	0.000142080358427089	0.00947114522872971	21.9812407717447	Plantago_754094	CHG
207016260	Plantago_genome	207016260	-	0.00159858859606113	0.0388220941240123	-19.5561014331797	Plantago_762326	CHG
207016307	Plantago_genome	207016307	-	0.000174406353589216	0.0106481228283101	-24.8248720540465	Plantago_762326	CHG
208592913	Plantago_genome	208592913	-	0.000456860744673422	0.0191317092728625	16.9091940922927	Plantago_768122	CHG
208637891	Plantago_genome	208637891	-	0.000680660021068675	0.024566664547461	28.0787427294337	Plantago_768288	CHG
208637908	Plantago_genome	208637908	-	0.000974772250590866	0.0298808328852622	18.5853860690969	Plantago_768288	CHG
208638000	Plantago_genome	208638000	-	0.000749734780420338	0.02530623490968	28.2929803761486	Plantago_768288	CHG
208638017	Plantago_genome	208638017	-	0.000992325013787108	0.0298808328852622	18.8138701125714	Plantago_768288	CHG
208669903	Plantago_genome	208669903	-	0.00181976157273326	0.0413142911474944	10.8471410750016	Plantago_768406	CHG
208669922	Plantago_genome	208669922	-	5.37578262133122e-06	0.00167231055917256	22.1254850266561	Plantago_768406	CHG
209279936	Plantago_genome	209279936	-	0.000475333595010693	0.0195297153444645	-12.3936727137079	Plantago_770648	CHG
209438014	Plantago_genome	209438014	-	0.00159007415313786	0.038759405917397	-18.7123112867844	Plantago_771229	CHG
209798232	Plantago_genome	209798232	-	0.00207310353840382	0.043995022150957	14.0065150219556	Plantago_772554	CHG
213107650	Plantago_genome	213107650	-	8.58811732916985e-05	0.00630380093232017	13.9717846471705	Plantago_784721	CHG
213226783	Plantago_genome	213226783	-	2.76020058276834e-05	0.0028535509998249	11.4919957252141	Plantago_785159	CHG
213732414	Plantago_genome	213732414	-	0.000895027804135789	0.0282902207742611	10.0876433326522	Plantago_787018	CHG
214473473	Plantago_genome	214473473	-	0.000214263445753411	0.0120665918588088	11.2181245230433	Plantago_789742	CHG
214517879	Plantago_genome	214517879	-	0.00109619749712919	0.0312005241809587	14.3298491261023	Plantago_789905	CHG
214746506	Plantago_genome	214746506	-	0.00151817763715561	0.0377104199813349	10.9627012403353	Plantago_790746	CHG
214816782	Plantago_genome	214816782	-	0.00035713820450895	0.0162019895050588	20.301969617582	Plantago_791004	CHG
215001843	Plantago_genome	215001843	-	1.48237286937117e-05	0.00199318211111467	10.8670256216568	Plantago_791685	CHG
215001846	Plantago_genome	215001846	-	0.000834168377761581	0.0273083578019885	27.8291899712405	Plantago_791685	CHG
215242808	Plantago_genome	215242808	-	0.00134042465359812	0.035529398562411	26.0057508966964	Plantago_792571	CHG
215242942	Plantago_genome	215242942	-	0.00150133259598561	0.0377104199813349	25.87308291171	Plantago_792571	CHG
215655221	Plantago_genome	215655221	-	5.34420844337545e-05	0.00472519191462873	-10.9801382475564	Plantago_794087	CHG
215670354	Plantago_genome	215670354	-	6.35271609948011e-05	0.00532058483576504	12.3366647940863	Plantago_794142	CHG
215922558	Plantago_genome	215922558	-	0.00187180637923626	0.0416104651779476	14.5252903389277	Plantago_795070	CHG
216278614	Plantago_genome	216278614	-	2.29821285123351e-06	0.00130270611572605	22.6434881530066	Plantago_796379	CHG
216833661	Plantago_genome	216833661	-	0.00192660637672187	0.0423770842458627	21.1230684802055	Plantago_798419	CHG
217830880	Plantago_genome	217830880	-	0.00080064594759903	0.0265502620186738	11.2006208286601	Plantago_802086	CHG
219653486	Plantago_genome	219653486	-	0.00185530883389696	0.0415780857920281	12.4438131755677	Plantago_808786	CHG
219948709	Plantago_genome	219948709	-	0.000581718142768649	0.0220942207924709	15.0148665378635	Plantago_809872	CHG
