CHG;LD;Loading
14737694;LD1;0.000491374195179523
14737724;LD1;3.04392488246909e-05
14737733;LD1;2.99449882812428e-06
14737763;LD1;5.23430843689204e-06
14737778;LD1;0.00107132448372885
14737869;LD1;9.11224937706261e-08
14737874;LD1;7.27265625991622e-05
14737896;LD1;0.000304284005666888
14737901;LD1;7.19733545024011e-05
17898513;LD1;3.56730517340605e-05
17898576;LD1;6.63846658923057e-06
17898585;LD1;1.85540230061859e-06
17898615;LD1;2.38671003606371e-06
17898630;LD1;8.61239613508752e-07
17898726;LD1;4.49612719716226e-06
17898735;LD1;3.80210819266435e-07
17898748;LD1;2.64351057508672e-05
17898753;LD1;8.57760703910751e-06
17898813;LD1;3.71717056060986e-06
20741307;LD1;3.93336025229836e-06
20741340;LD1;8.02606506020528e-05
20741370;LD1;6.29238222323233e-06
20741379;LD1;5.14091612093378e-05
20741409;LD1;3.97680542168263e-05
20741424;LD1;1.39649113552341e-05
20741520;LD1;8.25064578351079e-06
20741529;LD1;8.15245215231358e-06
20741542;LD1;8.66416718275091e-05
20741547;LD1;0.000219941430286512
20741607;LD1;1.97842459956088e-07
23451398;LD1;5.5226891875515e-05
23451431;LD1;2.33345262018654e-07
23451461;LD1;2.36814409571177e-05
23451470;LD1;0.000150888409654735
23451500;LD1;5.8898919212265e-05
23451611;LD1;8.49957213628687e-07
23451620;LD1;4.56365267186227e-06
23451633;LD1;0.000115412081878556
23451638;LD1;0.000194230686060337
23451698;LD1;6.34704255853533e-06
26414257;LD1;3.94065575137503e-05
26414288;LD1;2.65782195002027e-05
26414290;LD1;7.80243555339542e-07
26414320;LD1;3.57648313586008e-07
26414329;LD1;7.28460890205017e-05
26414359;LD1;9.764030777085e-06
26414372;LD1;2.97927597221154e-05
26414374;LD1;2.84698734187283e-06
26414468;LD1;4.64781423248369e-07
26414470;LD1;1.05050536525224e-08
26414477;LD1;6.88718455339808e-06
26414479;LD1;1.15356728349556e-06
26414489;LD1;1.30768983316868e-05
26414492;LD1;2.15518146044644e-05
26414495;LD1;5.32396334454285e-05
26414497;LD1;0.000133090155529816
26414555;LD1;8.43013057426039e-07
26414557;LD1;9.05898072463809e-07
28559088;LD1;1.08360765493486e-06
28559148;LD1;1.35163081712252e-05
28559154;LD1;1.30100442110031e-07
28559166;LD1;1.98863052943767e-05
28559175;LD1;1.03648029410195e-05
28559271;LD1;1.21002196373924e-06
28559355;LD1;6.34893456963786e-06
31283437;LD1;2.65192709844417e-05
31862384;LD1;2.86744451507046e-05
31862417;LD1;4.86610725582499e-08
31862447;LD1;2.86720465314778e-06
31862456;LD1;1.95914103566024e-05
31862486;LD1;1.85863422089218e-05
31862501;LD1;6.17344974997347e-08
31862597;LD1;8.51091567152872e-06
31862606;LD1;3.66890451493929e-06
31862619;LD1;8.69117792230497e-05
31862624;LD1;2.98833298617054e-05
31862684;LD1;1.30480492057628e-06
32570284;LD1;4.25369450828289e-05
32570344;LD1;0.000123900023016234
32570349;LD1;0.000420459846797847
32570371;LD1;0.00011533871130581
32570467;LD1;0.000539055641388365
32570482;LD1;9.39288168697854e-06
32570512;LD1;6.53785119364265e-06
32570521;LD1;2.95156024114633e-06
32570551;LD1;1.35135480416871e-05
32570584;LD1;2.36564607496145e-06
32646538;LD1;0.000148685908168021
32646598;LD1;3.66181014437865e-05
32646603;LD1;2.31334252520206e-05
32646616;LD1;6.50095366467067e-06
32646766;LD1;3.81892543818437e-07
32646775;LD1;4.32518627887401e-07
32646805;LD1;9.86933852590691e-07
32646838;LD1;3.33404136571822e-06
32681219;LD1;1.55289531610158e-06
32681279;LD1;3.27567372034677e-05
32681284;LD1;4.07828686464511e-05
32681297;LD1;1.64402028028968e-05
32681417;LD1;5.22594700221597e-05
32681447;LD1;9.72590649752894e-07
32681456;LD1;4.20989289563272e-06
32681486;LD1;3.2933829492063e-05
32681519;LD1;8.08348347684825e-06
33321234;LD1;5.56536823746204e-08
33321243;LD1;0.000545824968238156
33321261;LD1;0.000141161171051231
34056025;LD1;1.60950709284046e-05
34056109;LD1;9.57735071829265e-06
34056205;LD1;1.81788582477075e-06
34056214;LD1;3.06622692060412e-06
34056225;LD1;2.47733290584424e-05
34056231;LD1;9.06888494817512e-05
34056291;LD1;1.1712827542448e-05
49145846;LD1;2.40704015525117e-05
49145906;LD1;8.66127963338478e-05
49145924;LD1;2.85460825097586e-06
49145933;LD1;1.87560944871484e-07
49146044;LD1;5.62161254574307e-05
49146074;LD1;5.81861373728111e-05
49146083;LD1;8.00206115547475e-05
49146113;LD1;2.6943059537352e-08
49146146;LD1;7.28422071978205e-06
55677930;LD1;6.06060419141635e-09
55677932;LD1;5.90194708001503e-05
55677990;LD1;9.16298032034299e-05
55677992;LD1;3.58769349809749e-05
55677995;LD1;9.44983287171665e-05
55677998;LD1;6.94301011046814e-06
55678008;LD1;0.000646981017323985
55678010;LD1;6.65059680141926e-06
55678017;LD1;6.69995524434526e-07
55678019;LD1;6.90764952317189e-06
55678023;LD1;0.000262535752704097
55678025;LD1;0.000282627976185277
55678113;LD1;3.97418095896354e-06
55678115;LD1;3.31679418611685e-05
55678128;LD1;3.83065829565551e-05
55678158;LD1;3.51534584154433e-05
55678167;LD1;0.000696902213741506
55678169;LD1;2.99554803267567e-06
55678197;LD1;0.000100293339780853
55678199;LD1;5.53127883687183e-06
55678230;LD1;7.01301121650222e-06
61887382;LD1;4.93301064196582e-06
61887415;LD1;1.74123678413412e-08
61887445;LD1;2.05516104747873e-06
61887454;LD1;6.24837467315194e-05
61887484;LD1;1.27949675863422e-05
61887499;LD1;2.08302221080817e-05
61887589;LD1;9.75717819692555e-06
61887595;LD1;3.5253435454799e-07
61887604;LD1;4.47050473445427e-06
61887617;LD1;6.8345433744501e-05
61887622;LD1;0.000182241800446835
61887682;LD1;5.26754927124782e-05
62469829;LD1;1.68878012667291e-05
62469889;LD1;3.16957099028043e-06
62469895;LD1;0.000334032981192216
62469907;LD1;3.17252610292883e-05
62470012;LD1;7.51728178860828e-06
62470027;LD1;0.000212638055974209
62470057;LD1;0.000185221818353129
62470066;LD1;1.87480904720324e-05
62470096;LD1;0.00210540546087595
62470129;LD1;0.000443647366098711
64241082;LD1;1.03214283237274e-07
64241142;LD1;8.29556039981997e-06
64241147;LD1;2.19352939255812e-05
64241160;LD1;0.000148206157082679
64241169;LD1;4.09780528417318e-06
64241265;LD1;0.000888123548296262
64241280;LD1;3.07893067421326e-05
64241310;LD1;2.77216544526144e-05
64241319;LD1;0.000189076120529034
64241349;LD1;2.16652399855195e-06
64241382;LD1;1.79122160359308e-05
67096555;LD1;3.40719341443768e-07
67096588;LD1;6.46842468311109e-06
67096618;LD1;1.77210379542971e-06
67096627;LD1;5.62827178132393e-05
67096657;LD1;2.98274320706483e-05
67096672;LD1;1.24816688659994e-06
67096777;LD1;1.75517511408943e-05
67096790;LD1;2.0662853876636e-05
67096795;LD1;2.26804580759158e-05
67096855;LD1;2.38824731849598e-05
67379989;LD1;1.45204653415109e-07
67380007;LD1;5.85213437705024e-05
67380112;LD1;7.78025125789131e-05
67380166;LD1;5.71557656441145e-06
67380196;LD1;7.43529392828413e-05
73306445;LD1;1.28175824600137e-05
73306512;LD1;0.000158619267858628
73306542;LD1;0.000144487466517359
73306557;LD1;0.000634618059368611
73306653;LD1;1.9989599056636e-05
73306675;LD1;0.00036874978561573
73306688;LD1;8.22568971872768e-07
73306740;LD1;4.32994104514153e-05
82904106;LD1;5.99049915324937e-05
82904166;LD1;7.53376654523952e-05
82904184;LD1;1.23679414474843e-05
82904193;LD1;8.19004424412458e-06
82904289;LD1;6.71466582147564e-06
82904343;LD1;1.20815658291519e-06
82904373;LD1;2.80628316612541e-05
86542669;LD1;2.53094403740238e-06
86542729;LD1;7.11014928666438e-05
86542734;LD1;0.000110815447519936
86542747;LD1;0.000145690802441729
86542756;LD1;1.67878574693889e-07
86542852;LD1;1.16349583197711e-06
86542867;LD1;2.62656361156704e-05
86542897;LD1;2.21405539825214e-06
86542906;LD1;2.01436311802119e-05
86542936;LD1;9.08036459052455e-05
86542969;LD1;2.75752026063952e-05
90968589;LD1;4.11948771109416e-05
90968622;LD1;7.18298582354049e-07
90968652;LD1;7.92369806979053e-06
90968661;LD1;5.40330803841444e-05
90968691;LD1;1.79901845112533e-05
90968706;LD1;0.000105999036330575
90968796;LD1;2.15475729920802e-05
90968802;LD1;9.69901143256603e-06
90968811;LD1;6.91124358978912e-07
90968824;LD1;1.61412077436949e-05
90968829;LD1;3.26975771402892e-05
90968889;LD1;0.000112465726661026
91198968;LD1;2.33640741864128e-06
91198980;LD1;2.00975516532503e-05
91199084;LD1;1.24918167943983e-05
91199138;LD1;0.000158602148488854
91199168;LD1;2.38720350497639e-05
105877446;LD1;2.59900591105207e-05
105877465;LD1;0.00100094173052891
105877468;LD1;2.16112293806252e-06
105877474;LD1;6.9657654433196e-05
105877484;LD1;1.33859783371252e-05
105877492;LD1;2.36980656859595e-05
105877549;LD1;2.60901281559759e-06
105877576;LD1;2.36769435023214e-06
105877603;LD1;0.000181279049276788
105877688;LD1;2.60150007695121e-05
105934845;LD1;1.52377588501408e-05
105934929;LD1;5.30333826845279e-06
105935025;LD1;2.89660548396245e-06
105935034;LD1;1.9388925141032e-06
105935046;LD1;4.60569823218555e-07
105935052;LD1;5.40656112657194e-06
105935112;LD1;6.27176155259861e-05
118278710;LD1;6.9279213990857e-05
118278717;LD1;8.98642356429501e-06
126337642;LD1;0.000186406868748984
126337707;LD1;0.00018280150141323
126337720;LD1;1.26642103065507e-06
126337729;LD1;0.000193724268895708
126337825;LD1;0.000198710686485292
126337840;LD1;3.46354158406271e-07
126337870;LD1;4.60324235856999e-06
126337879;LD1;7.36669142418494e-05
126337909;LD1;0.000465333736256843
126337942;LD1;1.53281942497572e-07
133892292;LD1;9.01555926069317e-06
133892352;LD1;2.46590823730585e-05
133892358;LD1;0.000301451861015002
133892370;LD1;7.14339036934784e-05
133892379;LD1;1.85121668811947e-06
133892475;LD1;0.000243269738554281
133892559;LD1;5.2489500457263e-06
135543598;LD1;2.49593908045607e-09
135543625;LD1;0.000175030955807679
135543631;LD1;2.02776043355357e-07
135543661;LD1;2.4909287229568e-05
135543669;LD1;3.26597996768868e-07
135543688;LD1;1.71920824216149e-05
135543697;LD1;3.05290219680234e-06
135543715;LD1;0.000142355928602276
135543820;LD1;1.54520401122962e-05
135543832;LD1;3.63373465170226e-06
135543838;LD1;4.89935270810332e-07
142772872;LD1;3.16747763684976e-05
142772956;LD1;0.000144731679710879
142773052;LD1;5.46260049401262e-06
142773073;LD1;6.56318705174599e-05
142773079;LD1;7.1525348339738e-05
142773139;LD1;1.04858442331849e-06
153948322;LD1;1.75201022146566e-05
153948382;LD1;9.82734662555629e-05
153948387;LD1;2.88737036780822e-05
153948400;LD1;7.67793305173312e-07
153948409;LD1;4.45334502836087e-06
153948505;LD1;4.34510107730861e-05
153948520;LD1;5.00958224676328e-06
153948550;LD1;1.65215192797442e-05
153948559;LD1;2.53235148359322e-05
153948589;LD1;5.96087422511464e-07
153948622;LD1;3.01714777407901e-05
194088807;LD1;0.000343732797762963
194088936;LD1;3.75943533864479e-06
261020948;LD1;5.14023424606177e-06
261020956;LD1;0.000333279686178047
261020976;LD1;2.36104556401961e-05
261020985;LD1;4.25306429977467e-06
261021262;LD1;0.00160324936656146
261021269;LD1;4.75321369214064e-05
261021272;LD1;1.2105916471336e-05
261021275;LD1;0.000446759926103021
261021293;LD1;1.05252096245953e-05
261021317;LD1;4.74094233461752e-05
261021323;LD1;3.44443980192353e-05
261021329;LD1;0.000189796235893851
261021361;LD1;3.81384743181947e-06
261021365;LD1;1.35073925824069e-05
263022510;LD1;0.00012487809337994
263022570;LD1;6.5487172501131e-07
263022575;LD1;1.77830483372442e-06
263022588;LD1;5.44301779860369e-06
263022597;LD1;5.71608639396472e-05
263022693;LD1;7.39282340479628e-05
263022708;LD1;3.37373271628309e-05
263022738;LD1;0.000117393254823666
263022747;LD1;1.67096923911238e-05
263022810;LD1;5.33120132228537e-05
265753345;LD1;9.97420805193878e-06
265753376;LD1;3.20263987747894e-05
265753378;LD1;1.49154684644506e-07
265753408;LD1;5.20984763430441e-06
265753417;LD1;2.11951578215525e-05
265753447;LD1;1.58460890906922e-06
265753460;LD1;9.93659820460612e-06
265753462;LD1;7.48212177877587e-07
265753556;LD1;3.14900064304776e-07
265753558;LD1;5.65695159370921e-07
265753565;LD1;5.27915219773407e-06
265753567;LD1;3.19815430470061e-06
265753577;LD1;3.27297395444125e-05
265753580;LD1;1.11236875358085e-05
265753583;LD1;3.07116255849274e-05
265753585;LD1;0.000122183855639064
265753643;LD1;5.52260243320657e-06
265753645;LD1;3.40153554685909e-06
279013667;LD1;6.38995486957564e-05
279013684;LD1;1.64716103472918e-05
279013690;LD1;0.00050414517657166
279013702;LD1;1.63214000825387e-08
279013711;LD1;6.91174819351337e-05
279013807;LD1;0.000107413566534769
279013822;LD1;0.000529904579473693
279013861;LD1;9.31231613899687e-06
312005863;LD1;2.3578837116898e-06
312005926;LD1;1.08915395861395e-05
312005935;LD1;1.75771808264138e-05
312005965;LD1;0.000474332019674785
312005976;LD1;0.000133142122471986
312006098;LD1;0.000140924264500776
312006103;LD1;9.26629557447623e-05
312006163;LD1;1.80751022947076e-05
317253235;LD1;2.09756339215989e-05
317253268;LD1;3.44168527712309e-05
317253298;LD1;4.48119308827635e-06
317253307;LD1;0.000266472202360667
317253337;LD1;8.83730083637393e-08
317253352;LD1;7.23363060753986e-05
317253448;LD1;3.57454765593118e-05
317253457;LD1;5.1624318694347e-05
317253470;LD1;9.09436473998289e-05
317253475;LD1;0.000101160479573374
317253535;LD1;0.000263207744430065
318204219;LD1;6.91388931524053e-05
318204241;LD1;2.75759700203564e-06
318204337;LD1;1.8478122254882e-05
318204352;LD1;4.2139100986297e-05
318204382;LD1;4.09485538681973e-05
318204391;LD1;3.58302699248518e-06
318204421;LD1;2.76155876713724e-05
318204454;LD1;0.000110956988782629
320484081;LD1;5.43882109241148e-06
320484114;LD1;4.77839849238362e-05
320484144;LD1;1.28682801410066e-07
320484153;LD1;4.06937542754306e-05
320484183;LD1;8.18549045594072e-07
320484198;LD1;1.155772182921e-05
320484294;LD1;1.32820040918609e-05
320484303;LD1;2.53680949694571e-06
320484316;LD1;1.09758537821598e-05
320484321;LD1;0.000186479602144799
320484381;LD1;2.81524431179786e-06
321101983;LD1;0.000504348521052269
321102013;LD1;0.000146336366969255
321102067;LD1;4.32019439926475e-05
321102163;LD1;3.07995209820287e-05
321102172;LD1;1.00261463840398e-05
321102184;LD1;1.98029270872501e-06
321102190;LD1;3.67262404278823e-07
321102250;LD1;2.20017685219895e-05
325953810;LD1;4.23057366397973e-06
325953843;LD1;1.47051900106834e-05
325953873;LD1;0.000184617128281756
325953882;LD1;0.000278906967126514
325953912;LD1;3.42441812855364e-05
325953927;LD1;5.36193318796172e-06
325954023;LD1;2.88026304308934e-05
325954032;LD1;0.000920490369399542
325954045;LD1;0.000152161661808139
325954050;LD1;0.0001340933262206
325954110;LD1;3.77116174164574e-05
331948055;LD1;1.10679435084971e-05
331948088;LD1;0.000105870087075948
331948118;LD1;1.92079711020712e-05
331948127;LD1;9.08472612709096e-05
331948157;LD1;9.80846640150245e-05
331948172;LD1;5.45389596185758e-06
331948268;LD1;0.000192631968367254
331948290;LD1;0.000132076618544013
331948295;LD1;7.50616589014163e-05
331948355;LD1;0.00020567501001857
333493383;LD1;1.9733405328275e-05
333493416;LD1;7.24003392798521e-07
333493446;LD1;1.12358943430352e-07
333493455;LD1;1.60122706015063e-05
333493485;LD1;2.29476850084429e-05
333493500;LD1;3.49065391976742e-05
333493596;LD1;3.16467891336099e-06
333493618;LD1;7.62587038360343e-07
333493623;LD1;7.88231453999227e-05
333493683;LD1;3.79940737217747e-05
335322306;LD1;9.75001171446323e-05
335322336;LD1;2.03453686706329e-05
335322390;LD1;2.34369993780927e-05
335322486;LD1;3.80244583334563e-07
335322495;LD1;6.55866727565103e-05
335322507;LD1;9.83667104839521e-05
335322513;LD1;4.25012778844401e-05
335322525;LD1;0.000482504601733287
335322573;LD1;7.54158114227252e-05
339523048;LD1;4.57493982843014e-08
339523053;LD1;9.71402651935009e-09
339523066;LD1;2.51645486555344e-05
339523186;LD1;8.8636533580881e-05
339523216;LD1;5.04832334206763e-05
339523225;LD1;2.01930891690412e-05
339523255;LD1;0.000187042750591659
339523288;LD1;0.000162354047844974
339913995;LD1;6.37123802174453e-06
339914055;LD1;6.57162254516403e-05
339914060;LD1;5.58778573878612e-06
339914073;LD1;4.48322354081743e-08
339914082;LD1;1.91620558364148e-06
339914178;LD1;5.56235912396794e-08
339914193;LD1;1.99489736405025e-06
339914223;LD1;2.89535053925052e-05
339914232;LD1;5.47418987884818e-06
339914262;LD1;8.45901631305964e-06
339914295;LD1;3.35168640550501e-06
343899774;LD1;1.0204903618336e-07
343899805;LD1;3.14762537377317e-05
343899807;LD1;4.1313099561311e-06
343899835;LD1;1.50223193110677e-06
343899837;LD1;2.17974105975721e-06
343899846;LD1;6.43212616654371e-05
343899876;LD1;1.79042201362212e-07
343899889;LD1;2.68578261942682e-05
343899891;LD1;0.000427346727345984
343899985;LD1;3.53748734935725e-05
343899987;LD1;2.35307148295029e-05
343899994;LD1;3.34010913294201e-08
343899996;LD1;1.81572716953492e-05
343900006;LD1;2.61363993302764e-05
343900009;LD1;9.08546344065191e-06
343900012;LD1;0.000128744363217343
343900014;LD1;6.56851810957267e-05
344020126;LD1;2.20312800627696e-06
344020186;LD1;9.12558495887494e-05
344020191;LD1;0.000139550216312197
344020204;LD1;8.39444876252876e-06
344020213;LD1;1.6992428498374e-06
344020309;LD1;4.30361842939789e-06
344020324;LD1;3.42724914374317e-05
344020354;LD1;0.000189562591596951
344020363;LD1;0.000360274484661533
344020393;LD1;3.38318678861489e-05
344020426;LD1;5.19063887106166e-07
345378088;LD1;1.33830101680597e-06
345378148;LD1;0.000186998061197226
345378153;LD1;8.45992156113759e-05
345378166;LD1;4.8094313183976e-08
345378175;LD1;1.81077586722773e-05
345378181;LD1;1.67263378955573e-05
345378271;LD1;2.12200577078718e-05
345378286;LD1;8.19085829926999e-05
345378316;LD1;0.000144695343416147
345378325;LD1;6.19404330075573e-05
345378355;LD1;4.88650228284247e-05
345378388;LD1;2.18559430822244e-05
345780725;LD1;1.7032201638685e-05
345780785;LD1;1.20450829443532e-05
345780791;LD1;1.86955669606392e-06
345780803;LD1;1.04360603001114e-08
345780908;LD1;3.06560985246598e-06
345780962;LD1;3.69107032639348e-06
345780992;LD1;1.77678607050601e-05
348043370;LD1;5.80478494160012e-05
348043396;LD1;1.78334844763287e-05
348043416;LD1;7.27107467063882e-05
348043448;LD1;0.00014365452054482
348043457;LD1;1.95655139674852e-05
348043586;LD1;0.000486971418816654
348043597;LD1;0.000964923214613219
348043641;LD1;1.62352502179878e-05
348043682;LD1;2.71709132809366e-05
348043695;LD1;4.68922306709449e-05
348318574;LD1;3.4240934335483e-05
348318757;LD1;4.37344350118653e-06
348318802;LD1;0.000111113427845272
348318811;LD1;1.28804810083055e-06
348318841;LD1;6.52708099778043e-06
348318874;LD1;4.56488529430375e-05
348938842;LD1;6.88651133942999e-05
348938905;LD1;3.50160483293889e-06
348938914;LD1;6.91957217482383e-05
348938944;LD1;2.02210408229599e-05
348938959;LD1;4.27263391583572e-06
348939055;LD1;1.29400745454006e-05
348939064;LD1;1.90521055118069e-05
348939077;LD1;0.000106114339749219
348939082;LD1;0.000159744846688111
348939142;LD1;7.4874889379589e-05
351021415;LD1;2.65319259109018e-05
351021499;LD1;6.31581485373949e-05
351021595;LD1;1.0180659969934e-06
351021604;LD1;6.12942743772279e-08
351021616;LD1;2.28659371502381e-05
351021622;LD1;1.62801045754541e-05
351021682;LD1;5.34012800871596e-06
354873254;LD1;4.61259039702713e-05
354873287;LD1;8.99536793158775e-06
354873317;LD1;7.88687251878614e-07
354873326;LD1;1.05584738834601e-09
354873356;LD1;0.000113080377627133
354873371;LD1;1.16883274802242e-06
354873467;LD1;3.83067518206518e-06
355142090;LD1;1.43701389276635e-05
355142150;LD1;8.97595498363755e-05
355142156;LD1;1.46130992423261e-07
355142168;LD1;2.05151751354147e-05
355142177;LD1;3.22133289606289e-06
355142183;LD1;5.71173641298894e-06
355142273;LD1;0.000200115495537057
355142327;LD1;3.26053267739955e-06
355142357;LD1;6.07509839712921e-06
355235862;LD1;4.80098334884679e-06
355235927;LD1;3.28700839067906e-07
355236045;LD1;4.72739387503128e-07
355236090;LD1;2.66445273047362e-07
355236099;LD1;4.20357870204133e-07
355236129;LD1;4.43411682858875e-05
355236162;LD1;2.63442519755575e-05
355356389;LD1;4.38368989604170e-09
355356419;LD1;3.05487080941013e-06
355356428;LD1;1.56513376682297e-06
355356458;LD1;0.000154659310818847
355356473;LD1;1.75042344626125e-06
355356569;LD1;9.71691635646829e-06
355356578;LD1;7.3808822056134e-05
355356591;LD1;3.42062111046781e-06
355356596;LD1;5.36932770334806e-05
355356656;LD1;6.12067412083355e-07
355619287;LD1;2.67403210662779e-07
355619317;LD1;5.32133890766528e-07
355619371;LD1;1.56412070908174e-07
355619467;LD1;1.51234979839877e-07
355619476;LD1;6.19342977217104e-05
355619488;LD1;0.000109396865531689
355619494;LD1;4.96976333865824e-06
355619554;LD1;1.65565460216634e-07
361697919;LD1;5.20808842808832e-05
361697979;LD1;1.23218676402098e-05
361697984;LD1;5.44651539173934e-06
361697997;LD1;4.67991875964791e-06
361698006;LD1;5.62530437619719e-06
361698102;LD1;1.94580500720494e-05
361698117;LD1;1.34941149554168e-05
361698147;LD1;0.000106553665369166
361698156;LD1;5.80202536008508e-05
361698186;LD1;7.31521231704524e-05
364421613;LD1;8.72113679924274e-07
364421678;LD1;0.000257330879604959
364421691;LD1;2.58048235757484e-05
364421700;LD1;1.5254835036537e-05
364421796;LD1;0.000161655188377147
364421811;LD1;1.09649566509341e-06
364421841;LD1;3.44291276452407e-05
364421850;LD1;0.000184639875039087
364421880;LD1;2.04855214182902e-09
364421913;LD1;6.36009750616957e-06
367007729;LD1;2.09660150889165e-05
367007750;LD1;4.14546850554733e-06
367007807;LD1;1.25661806003584e-05
367264078;LD1;5.62011479814605e-05
367264138;LD1;9.51234097622292e-05
367264143;LD1;1.49963687777149e-05
367264156;LD1;2.91788311462219e-06
367264165;LD1;2.15438983306723e-05
367264261;LD1;2.62273505718788e-05
367264276;LD1;2.40573596762645e-06
367264306;LD1;2.57243200336113e-05
367264315;LD1;5.94463626732716e-05
367264345;LD1;2.09904003203239e-05
367264378;LD1;1.01897199489604e-06
372096322;LD1;3.34194912591282e-05
372096355;LD1;3.75638295353561e-05
372096385;LD1;8.96253530065062e-08
372096394;LD1;3.45978499620358e-05
372096424;LD1;6.79796262796127e-06
372096439;LD1;6.29307620341449e-05
372096535;LD1;7.51317455387631e-06
372096544;LD1;4.80265585496364e-07
372096562;LD1;1.03042872486995e-05
372096622;LD1;4.31893327310528e-05
376173818;LD1;1.2505909560369e-05
376173878;LD1;6.56757572911325e-05
376173883;LD1;7.64864952317195e-05
376173896;LD1;3.01109163593848e-06
376173905;LD1;1.54916594187326e-06
376174001;LD1;4.82821630275834e-06
376174016;LD1;1.86756885687481e-05
376174046;LD1;2.61566122343217e-05
376174055;LD1;7.22680278491331e-06
376174085;LD1;7.33224844306631e-07
376174118;LD1;2.51832078129123e-05
386295187;LD1;5.14332594015505e-06
386295220;LD1;3.13568481919141e-06
386295250;LD1;1.13485905457716e-05
386295259;LD1;0.000168426610620727
386295289;LD1;5.57356282021213e-05
386295394;LD1;9.03017581951935e-06
386295400;LD1;2.64057713307609e-06
386295409;LD1;3.29227150621205e-06
386295422;LD1;1.81339332764844e-05
386295427;LD1;0.000182997697698581
386295487;LD1;8.18655760635553e-06
