CHH;LD;Loading
89964;LD1;1.04517256620461e-05
28479;LD1;9.17737370424591e-10
28494;LD1;3.4854813721646e-08
28592;LD1;3.44638238915602e-07
28643;LD1;3.32137895442559e-06
77633;LD1;5.72771739565412e-06
77660;LD1;1.09954347343976e-05
77685;LD1;1.8117574826526e-06
77694;LD1;2.20232807870477e-08
77750;LD1;2.07845932211083e-10
77758;LD1;8.66649203440965e-07
77769;LD1;4.37059586670914e-08
77773;LD1;6.46279696101054e-08
77789;LD1;4.64562778136574e-07
77823;LD1;2.09097420461249e-06
77848;LD1;4.3203011387424e-07
20686;LD1;7.83970328639538e-08
20734;LD1;3.67160161164187e-06
20752;LD1;1.37393412584057e-07
20780;LD1;7.00404683730674e-07
20803;LD1;5.5095808505075e-08
20807;LD1;7.15117231283786e-09
20809;LD1;3.71028576727734e-07
20810;LD1;1.30372823471059e-06
20894;LD1;5.883965470814e-06
20895;LD1;9.04251186693874e-07
20897;LD1;8.03059771863602e-06
20915;LD1;2.35683083126797e-06
20916;LD1;9.54206531467073e-06
20940;LD1;5.12575554032164e-05
20943;LD1;5.1412075445254e-07
20952;LD1;2.86292452990776e-05
20960;LD1;4.75877833351163e-07
20982;LD1;2.45740845071022e-06
20991;LD1;9.56280305112471e-07
21001;LD1;2.21161283052294e-07
21008;LD1;1.72529354632274e-06
21009;LD1;3.04559619964926e-08
38385;LD1;5.80175628052736e-07
38415;LD1;4.87030545964807e-06
38445;LD1;4.37254387565469e-07
38452;LD1;1.36575838507492e-06
38462;LD1;1.71857904927294e-07
38521;LD1;5.79686864639392e-08
38535;LD1;1.08937100134191e-06
38552;LD1;5.18823866464431e-07
38576;LD1;4.77502953974331e-07
10786;LD1;1.69287587461206e-07
10812;LD1;3.13893101684626e-07
10837;LD1;4.0242376165932e-06
10846;LD1;1.92965591874378e-08
10921;LD1;4.09674021636026e-06
10925;LD1;3.4939017228275e-06
10929;LD1;5.65057363275077e-07
10941;LD1;3.12012117940432e-07
10975;LD1;2.23143575627888e-07
10994;LD1;1.27716205628188e-09
11000;LD1;9.35541363288038e-10
17079;LD1;1.7479519395455e-10
17090;LD1;3.86864992649609e-06
17100;LD1;1.88474897094727e-08
17148;LD1;1.70442997518658e-07
17405;LD1;2.68485166041303e-07
17415;LD1;2.49022608763183e-07
17444;LD1;5.87902564485581e-07
17481;LD1;5.9916397086514e-08
42945;LD1;1.04184359654663e-06
42954;LD1;8.22158510488534e-07
42963;LD1;1.75627728760191e-07
42977;LD1;2.31986603986568e-07
43004;LD1;3.14528654589236e-07
43011;LD1;5.88869164003692e-07
43019;LD1;8.77914099839824e-06
43095;LD1;4.32836278909302e-07
43119;LD1;4.32018363199833e-05
43144;LD1;1.75986608169581e-05
639;LD1;1.75416628325731e-06
641;LD1;5.87557133888125e-07
661;LD1;2.67305807881971e-06
671;LD1;3.8687997400637e-07
691;LD1;1.36410474701961e-06
701;LD1;1.04754892919857e-05
795;LD1;1.95010492236147e-05
800;LD1;7.33285816957253e-07
804;LD1;7.89298594822799e-06
825;LD1;1.08843258828887e-06
842;LD1;1.83775141415589e-06
849;LD1;5.25644979435388e-10
894;LD1;9.93395965957698e-06
32490;LD1;3.25440895926852e-07
32491;LD1;7.44898498838986e-06
32499;LD1;1.31446417702454e-07
12940;LD1;8.35865143147168e-09
12950;LD1;2.72012227164388e-06
11937;LD1;1.8009693753877e-05
11983;LD1;3.570690826847e-06
12061;LD1;6.60975478516416e-06
12069;LD1;1.15257401704893e-06
12076;LD1;2.14074664486775e-07
12103;LD1;2.55988689448855e-05
12117;LD1;9.98602355561657e-08
12126;LD1;2.66890211442583e-06
5008;LD1;1.8078061073692e-08
5019;LD1;1.70479077902569e-06
5079;LD1;6.13072004775886e-08
5107;LD1;2.33489915045408e-07
5134;LD1;6.08110230256156e-06
1367;LD1;2.515839887598e-06
1407;LD1;6.20977056669204e-08
1415;LD1;2.44844816997055e-05
1425;LD1;2.69162247573069e-07
1440;LD1;5.40636485424923e-07
1461;LD1;3.9586875615594e-07
1463;LD1;1.8086197750585e-06
1467;LD1;1.40007869039909e-07
1487;LD1;5.74783795722827e-08
1491;LD1;1.0316052434885e-05
1502;LD1;3.49692371149059e-06
1512;LD1;3.55504066799839e-06
344;LD1;4.86943133009185e-07
353;LD1;1.30095360042215e-05
413;LD1;1.26523541142914e-06
420;LD1;3.26126452867313e-06
430;LD1;2.94481724164609e-06
489;LD1;1.88452085919142e-06
503;LD1;2.19860554606978e-06
520;LD1;1.7970278589928e-07
544;LD1;4.61123034489741e-07
1343;LD1;5.19407403338373e-06
1394;LD1;1.97003465708805e-06
1492;LD1;1.59470146217699e-06
1507;LD1;9.41940591719026e-09
2049;LD1;1.45900339954517e-05
2052;LD1;1.6310148221345e-05
2062;LD1;3.74038650114082e-06
2070;LD1;1.73198183081048e-05
2071;LD1;5.18682172554102e-06
2080;LD1;1.13165847038205e-05
2105;LD1;1.70612609676368e-05
2108;LD1;1.73120515436125e-05
2111;LD1;2.07235546451121e-05
2119;LD1;1.48299631969692e-05
2140;LD1;2.86547598832917e-05
2141;LD1;2.00363068606507e-05
2142;LD1;2.02011244040618e-06
2161;LD1;1.06824888441546e-05
2162;LD1;1.57838548004917e-05
2168;LD1;1.48571127703966e-05
2379;LD1;1.95590414345604e-07
2381;LD1;8.51482650592183e-08
2385;LD1;2.0279037672478e-06
2387;LD1;1.02451192528992e-06
2402;LD1;3.64116946383648e-08
2411;LD1;9.52583374095532e-09
2417;LD1;9.84558552820426e-08
2418;LD1;2.20160925416954e-08
2445;LD1;1.42451074531276e-09
2469;LD1;2.40743572594821e-08
2471;LD1;2.44670420658331e-07
2484;LD1;2.24604838555293e-08
2487;LD1;1.6684331062663e-06
2495;LD1;1.99502184425893e-07
2499;LD1;1.77223526301502e-07
2507;LD1;9.0947128189143e-08
1473905;LD1;5.85221484624449e-06
1473953;LD1;1.91339170658201e-07
1473971;LD1;3.20608188324965e-06
1473975;LD1;5.00315414762426e-06
1473999;LD1;3.22878091908218e-05
1474013;LD1;2.10478788124251e-06
1474022;LD1;8.13964300134244e-06
1474026;LD1;2.62194351276158e-05
1474028;LD1;2.21287990116142e-07
1474029;LD1;4.41411184047733e-05
1474113;LD1;6.29012705876235e-06
1474114;LD1;1.40544265075894e-06
1474116;LD1;1.31213751012538e-05
1474118;LD1;2.5218221065016e-06
1474133;LD1;1.80498799866253e-06
1474147;LD1;5.99143470586852e-06
1474159;LD1;0.000197497489890631
1474162;LD1;6.40197954780292e-06
1474171;LD1;8.31406399976316e-06
1474172;LD1;1.43627278268211e-06
1474179;LD1;1.6398816598505e-06
1474201;LD1;1.10275696699533e-06
1474202;LD1;2.11853456029962e-07
1474209;LD1;2.64080673598001e-06
1474210;LD1;3.28651480917043e-06
1474220;LD1;1.41505414673502e-07
1474227;LD1;3.90864094766605e-07
1474228;LD1;1.98530156777376e-06
1601912;LD1;2.4957779194206e-07
1601960;LD1;5.92537936549406e-06
1601978;LD1;1.89387913131074e-06
1601982;LD1;8.79391676035126e-07
1601994;LD1;1.69553758702216e-06
1602006;LD1;7.6388497318899e-07
1602029;LD1;1.19220688755463e-08
1602033;LD1;7.39546311829544e-07
1602035;LD1;1.03958500275538e-05
1602036;LD1;1.38202044745572e-05
1602120;LD1;6.51466818769743e-08
1602121;LD1;1.46339843437673e-06
1602123;LD1;2.96276336946078e-08
1602154;LD1;2.59141085176659e-08
1602166;LD1;9.23262231081836e-05
1602169;LD1;2.10485195560972e-06
1602178;LD1;6.11829869168329e-07
1602198;LD1;5.28647405150949e-05
1602208;LD1;7.87488661162821e-06
1602209;LD1;2.94322808283668e-06
1602216;LD1;1.54282523645633e-06
1602217;LD1;4.45378668690187e-06
1602227;LD1;3.10553664633571e-06
1602234;LD1;1.11897841410468e-06
2536425;LD1;3.56850326277755e-06
2536473;LD1;1.39316001526742e-07
2536491;LD1;3.26578780664191e-08
2536492;LD1;1.65994044270973e-07
2536495;LD1;3.33308106678461e-07
2536497;LD1;6.62924318214066e-07
2536519;LD1;3.45236967643138e-05
2536533;LD1;2.25495893146834e-06
2536542;LD1;7.45404071254253e-08
2536546;LD1;2.91628267740563e-05
2536548;LD1;3.7419273084331e-06
2536549;LD1;5.3018310912009e-06
2536633;LD1;4.02162630196778e-06
2536634;LD1;2.88236520299725e-07
2536636;LD1;3.7706330150371e-05
2536638;LD1;1.84011464287827e-07
2536653;LD1;3.48940614338165e-07
2536667;LD1;8.8093254967903e-07
2536679;LD1;0.000145837139027736
2536682;LD1;1.32982346521561e-06
2536691;LD1;2.08995357296761e-06
2536699;LD1;2.08938170312921e-06
2536721;LD1;7.91740740724197e-06
2536722;LD1;1.26713458340254e-06
2536729;LD1;6.02090815019036e-07
2536730;LD1;9.61049321427897e-07
2536740;LD1;6.71074062605992e-06
2536747;LD1;4.27629351185246e-07
2536748;LD1;2.12649159208415e-06
7491165;LD1;0.000174788430505457
7491172;LD1;2.10313286014406e-06
7491185;LD1;1.77823868526968e-06
7491187;LD1;8.64862978737685e-07
7491190;LD1;6.75896232213664e-07
7491191;LD1;2.66026620696754e-06
7491201;LD1;6.05384783736393e-09
7491204;LD1;2.12171917058877e-06
7491211;LD1;3.91029021143299e-06
7491216;LD1;2.44853376656243e-06
7491224;LD1;3.59579859053875e-06
7491226;LD1;2.70922273363678e-06
7491231;LD1;4.56752156369657e-06
7491237;LD1;1.02457599351984e-05
7491238;LD1;2.59894684610985e-06
7491243;LD1;2.3094796012532e-05
7491250;LD1;5.01143646573953e-06
7491265;LD1;5.56357871313661e-06
7491268;LD1;9.53516375325506e-06
7491272;LD1;7.1813810591885e-07
7491276;LD1;1.51295799429346e-06
7491277;LD1;3.86400315538784e-06
7491282;LD1;3.13330268584248e-06
7491288;LD1;9.9423538931814e-06
7491289;LD1;3.6564303987187e-06
7491291;LD1;4.24773676527651e-07
7491293;LD1;8.93062649742879e-05
7491294;LD1;4.16645125208132e-06
7491301;LD1;9.33769481373312e-06
7491319;LD1;2.7225437992422e-06
7491321;LD1;3.7497870837977e-06
7491327;LD1;1.13050357641059e-05
7491328;LD1;5.33415111965196e-06
7491330;LD1;3.86383529711655e-07
7491332;LD1;1.21847164751373e-05
14737670;LD1;7.17594229478783e-06
14737677;LD1;9.3146724228682e-06
14737687;LD1;1.46982232954487e-06
14737695;LD1;3.3443143602154e-05
14737696;LD1;3.44652212598432e-06
14737718;LD1;2.03143420369675e-05
14737726;LD1;6.74545156018705e-05
14737735;LD1;1.53165450540508e-06
14737738;LD1;7.38087413655184e-05
14737750;LD1;1.22319845009251e-06
14737779;LD1;0.000615105141914433
14737781;LD1;1.24759190895176e-07
14737783;LD1;1.6797502237858e-06
14737784;LD1;3.07530976519928e-05
14737871;LD1;9.09035895257407e-07
14737875;LD1;2.20871744951983e-05
14737926;LD1;5.90752097437228e-06
14737944;LD1;8.28674277471269e-06
14737992;LD1;4.10355619851156e-07
17898522;LD1;1.59379783617261e-06
17898529;LD1;1.6204137899034e-06
17898539;LD1;9.81680216972541e-07
17898548;LD1;1.00347882346616e-06
17898570;LD1;3.59898555814909e-07
17898578;LD1;2.61328937727716e-07
17898587;LD1;2.82267430799091e-07
17898590;LD1;8.88734696350179e-05
17898633;LD1;2.67115965370264e-06
17898635;LD1;2.19711266970511e-06
17898636;LD1;2.61803330789163e-08
17898720;LD1;1.25464340048067e-05
17898721;LD1;2.5261311059156e-06
17898723;LD1;3.8149086428846e-07
17898727;LD1;4.30365820765239e-08
17898750;LD1;3.60696055327666e-06
17898755;LD1;6.98677314447956e-06
17898778;LD1;7.8966261158304e-08
17898796;LD1;1.82340800467718e-07
17898844;LD1;4.43113656373579e-07
20741316;LD1;1.57986342954031e-07
20741323;LD1;1.252240257476e-07
20741333;LD1;2.34935038053654e-07
20741334;LD1;3.33059990105317e-05
20741342;LD1;3.80913777719733e-06
20741352;LD1;4.42941289100025e-08
20741364;LD1;5.28525049113677e-08
20741372;LD1;4.4580724928153e-07
20741381;LD1;2.11083616544629e-06
20741384;LD1;0.000225110477625153
20741396;LD1;4.38167303861276e-06
20741425;LD1;3.9997376798947e-06
20741427;LD1;1.82678494277133e-05
20741429;LD1;6.34006716564926e-06
20741430;LD1;9.90171683714764e-08
20741514;LD1;6.35037397493384e-08
20741515;LD1;5.00039044495244e-06
20741517;LD1;6.9932077449602e-06
20741521;LD1;3.4426380967521e-05
20741530;LD1;5.10295453710679e-06
20741544;LD1;7.06963085990013e-07
20741564;LD1;9.85316077232017e-06
20741568;LD1;1.94964250949764e-06
20741572;LD1;1.49973881200511e-06
20741590;LD1;7.20314915564525e-08
20741638;LD1;1.76276097777166e-05
23451407;LD1;9.74382767697615e-07
23451414;LD1;5.64135089576058e-09
23451424;LD1;1.35593122577397e-08
23451433;LD1;5.56555137599494e-06
23451463;LD1;4.31025146225974e-06
23451472;LD1;7.2062803372292e-07
23451475;LD1;7.44360988504475e-05
23451520;LD1;1.9047199365337e-06
23451521;LD1;7.60453470493112e-07
23451605;LD1;2.48857175824762e-08
23451608;LD1;6.83673563458114e-06
23451612;LD1;1.13004508254575e-07
23451659;LD1;5.87831564468504e-09
23451663;LD1;4.08813860499695e-06
23451681;LD1;6.75083451591683e-06
23451729;LD1;1.76803288197729e-05
26414266;LD1;1.73284183687498e-07
26414267;LD1;3.04943718501196e-07
26414273;LD1;5.07061163941099e-07
26414274;LD1;5.13644510022643e-06
26414283;LD1;1.07576080954182e-06
26414292;LD1;3.17398770743076e-06
26414293;LD1;1.07019309989253e-06
26414295;LD1;2.02707182311495e-06
26414298;LD1;5.95966874329626e-07
26414306;LD1;1.57829951410119e-06
26414309;LD1;3.75861735339958e-07
26414322;LD1;3.94166615252185e-06
26414331;LD1;8.3724527801427e-07
26414334;LD1;0.000218350410386266
26414336;LD1;3.634489054563e-07
26414337;LD1;8.87471453376644e-08
26414339;LD1;1.93847150724577e-05
26414340;LD1;1.40512675616813e-05
26414348;LD1;1.70867118403278e-08
26414363;LD1;2.22756713149015e-07
26414367;LD1;8.48816865838756e-09
26414368;LD1;9.04516085063013e-05
26414377;LD1;3.61639018957817e-07
26414379;LD1;3.08269956097358e-07
26414464;LD1;5.15824230711528e-06
26414465;LD1;2.97623029664725e-06
26414467;LD1;5.23320533250704e-06
26414471;LD1;2.05057077818021e-06
26414472;LD1;3.23794079071407e-06
26414483;LD1;5.08214725599433e-07
26414494;LD1;6.71668835592128e-07
26414500;LD1;3.11910946011301e-07
26414507;LD1;7.3512379537684e-06
26414522;LD1;3.40107916110903e-06
26414528;LD1;0.00054920010371503
26414531;LD1;3.24705394183354e-05
26414540;LD1;1.18569327281452e-05
26414543;LD1;1.02295993151284e-07
26414546;LD1;1.22479746408524e-06
26414554;LD1;6.35984482853964e-06
26414559;LD1;8.17435198454302e-09
26414561;LD1;1.47733710133937e-06
26414564;LD1;7.7060483558337e-07
26414583;LD1;9.52898693042396e-07
26414585;LD1;2.70432365361178e-07
26414588;LD1;4.1008421606452e-07
28559058;LD1;9.37934337981254e-09
28559082;LD1;1.54068860758494e-07
28559097;LD1;1.74197733800403e-10
28559100;LD1;3.70701422633281e-06
28559112;LD1;9.5948937812848e-08
28559115;LD1;0.000388534316263222
28559136;LD1;9.90506990282284e-06
28559160;LD1;9.66074335764114e-07
28559169;LD1;1.36966256316261e-06
28559171;LD1;1.2776634986429e-06
28559275;LD1;3.35100971689595e-05
28559276;LD1;4.79020612209712e-07
28559303;LD1;2.80418310646446e-06
28559304;LD1;5.23325256274061e-06
28559306;LD1;3.62850219980546e-06
28559307;LD1;3.95927030749306e-07
28559334;LD1;5.54606881125067e-07
28559337;LD1;4.80966879238897e-09
28559345;LD1;2.22529691908549e-06
28559348;LD1;5.5469230103217e-08
28559350;LD1;2.6194665118703e-06
28559376;LD1;2.11816914830274e-08
31862392;LD1;1.40605014880005e-06
31862393;LD1;9.25087971875275e-08
31862400;LD1;3.68100727674046e-06
31862410;LD1;7.31945812248494e-07
31862411;LD1;3.0876582666036e-07
31862418;LD1;6.38990965568504e-07
31862441;LD1;1.37308915708741e-06
31862448;LD1;3.34334910065231e-07
31862449;LD1;1.123543999666e-07
31862458;LD1;9.78441616278622e-07
31862461;LD1;0.000151563976876447
31862487;LD1;5.0392808602516e-07
31862502;LD1;1.38117329435306e-06
31862504;LD1;4.77271310024049e-06
31862506;LD1;1.87142259803839e-07
31862507;LD1;3.59499186232167e-08
31862591;LD1;1.04562899024273e-07
31862592;LD1;7.44753315538853e-06
31862594;LD1;1.17827478748093e-05
31862598;LD1;9.71024613732907e-07
31862607;LD1;1.93244174117522e-07
31862621;LD1;2.71906119249821e-06
31862643;LD1;4.90603199724222e-09
31862645;LD1;3.12651371203633e-06
31862648;LD1;1.67878726417085e-08
31862649;LD1;2.31425236094807e-06
31862667;LD1;4.55666421380571e-06
31862698;LD1;4.54977718804538e-07
31862700;LD1;6.07500102804448e-07
31862715;LD1;9.99800262466565e-11
32570253;LD1;8.35954673915006e-09
32570301;LD1;5.2277032025761e-06
32570319;LD1;3.58278212656041e-06
32570323;LD1;7.44289185326191e-07
32570342;LD1;2.02326655593113e-06
32570370;LD1;2.42332214644974e-07
32570374;LD1;4.43886964942624e-07
32570376;LD1;2.37952706470745e-07
32570377;LD1;8.79951041698478e-06
32570461;LD1;1.10551513929165e-05
32570462;LD1;2.52616787367267e-07
32570464;LD1;5.6144974556329e-08
32570507;LD1;0.000120862909762243
32570510;LD1;3.08165093823396e-08
32570519;LD1;2.12439248278422e-06
32570527;LD1;5.42298686291294e-06
32570549;LD1;3.94269708210737e-06
32570558;LD1;0.000235197799274705
32570568;LD1;1.86652734126795e-05
32570575;LD1;4.45404124958678e-07
32570576;LD1;3.89316606994129e-06
32646507;LD1;1.39162574764049e-05
32646555;LD1;5.40444680933285e-06
32646573;LD1;1.00569508545003e-06
32646601;LD1;4.17543472767525e-06
32646624;LD1;5.27125062032264e-07
32646628;LD1;2.85896117062279e-06
32646630;LD1;3.07551317454829e-07
32646631;LD1;1.07749116475386e-05
32646716;LD1;1.72586298155806e-06
32646718;LD1;7.62219313031587e-07
32646749;LD1;1.38505909741914e-08
32646761;LD1;0.000220724230722444
32646773;LD1;2.68044138742049e-06
32646774;LD1;1.3345190764271e-06
32646803;LD1;4.32051041690448e-08
32646812;LD1;5.60889306595424e-06
32646822;LD1;6.88926365532792e-08
32646829;LD1;4.94304457968623e-07
32646830;LD1;1.03016065497071e-07
32681188;LD1;1.17527095565842e-08
32681203;LD1;6.26901109676124e-06
32681236;LD1;1.03088024126542e-05
32681254;LD1;5.50849172792773e-06
32681258;LD1;9.30114797699723e-07
32681266;LD1;2.26613350961998e-06
32681282;LD1;1.09439003982683e-05
32681305;LD1;4.05970655850586e-08
32681306;LD1;7.08527776835944e-05
32681309;LD1;1.7169907606001e-07
32681311;LD1;3.18504278708737e-06
32681312;LD1;1.14676559402783e-06
32681396;LD1;1.47079264250558e-07
32681397;LD1;4.32215725387841e-08
32681399;LD1;2.71336810249362e-06
32681402;LD1;1.76396996199319e-05
32681442;LD1;0.000520893656682757
32681455;LD1;5.25641667528745e-06
32681462;LD1;6.11885653501613e-06
32681484;LD1;1.45089276282594e-06
32681492;LD1;7.02991252023946e-06
32681493;LD1;2.34103374572206e-10
32681503;LD1;1.80092360017176e-06
32681510;LD1;2.52007482207252e-07
32681511;LD1;5.37146121817719e-07
33321110;LD1;1.50378389552595e-07
33321231;LD1;1.731638796695e-06
34055990;LD1;7.79155652479451e-09
34055999;LD1;4.39329315624576e-08
34056004;LD1;5.73816599768711e-06
34056007;LD1;1.84230156532702e-06
34056011;LD1;1.78923961566959e-08
34056012;LD1;3.28227044011245e-09
34056030;LD1;9.11284444469775e-06
34056032;LD1;1.22226936344187e-06
34056035;LD1;1.89662001952469e-08
34056040;LD1;8.54518294897729e-08
34056043;LD1;5.88179979135581e-07
34056044;LD1;1.11271374597260e-09
34056046;LD1;1.00938023106809e-06
34056053;LD1;7.59088740012612e-07
34056061;LD1;9.22684834234789e-10
34056073;LD1;2.52523476439431e-06
34056074;LD1;2.49748285646527e-06
34056076;LD1;1.48392219153914e-05
34056077;LD1;9.18696477932703e-06
34056080;LD1;2.21040990152315e-07
34056085;LD1;2.92876599004909e-06
34056089;LD1;1.35294550246079e-08
34056100;LD1;2.34680795142901e-06
34056104;LD1;4.41045993506501e-08
34056105;LD1;4.20558369244619e-05
34056209;LD1;7.85012145872168e-07
34056211;LD1;1.02449832087243e-05
34056212;LD1;3.65635578851695e-08
34056220;LD1;7.41468701120069e-07
34056236;LD1;2.77902492733701e-06
34056239;LD1;8.83087088848479e-07
34056243;LD1;6.71524629702894e-08
34056264;LD1;0.000287183052445703
34056267;LD1;1.14106346861806e-05
34056279;LD1;1.23111749051171e-05
34056282;LD1;2.42793372326149e-07
34056286;LD1;1.39115760356668e-07
34056287;LD1;4.40168499313372e-07
34056290;LD1;5.46150242648772e-10
34056295;LD1;4.09770188400589e-06
34056297;LD1;6.35324371610939e-07
34056300;LD1;9.80449850511385e-08
34056315;LD1;4.41451055916966e-09
34056316;LD1;5.78723191116735e-10
34056319;LD1;5.78012625359578e-08
34056321;LD1;7.39572520531033e-07
45200607;LD1;6.14187481957576e-08
45200609;LD1;6.0291839903147e-07
45200610;LD1;1.31502400452332e-06
45200694;LD1;6.32831296026064e-08
49145815;LD1;1.87469005801216e-07
49145863;LD1;4.10487757548146e-07
49145881;LD1;3.39980858773933e-07
49145885;LD1;1.9506322831817e-06
49145909;LD1;5.6591487113095e-06
49145932;LD1;1.4698055382054e-06
49145936;LD1;5.32798886357915e-06
49145938;LD1;3.48465108804962e-06
49146024;LD1;1.68965451922253e-07
49146026;LD1;1.08186416853074e-06
49146028;LD1;3.30090731542566e-07
49146043;LD1;5.67074198754318e-08
49146057;LD1;7.29283428565887e-08
49146069;LD1;0.000284984045450911
49146072;LD1;3.10225884745297e-06
49146081;LD1;1.23268214970898e-05
49146082;LD1;6.05562807336892e-06
49146089;LD1;2.30715757553732e-08
49146101;LD1;5.84756679222036e-05
49146111;LD1;1.58780391003805e-06
49146120;LD1;3.38444846805513e-08
49146130;LD1;1.89495644623687e-06
49146138;LD1;2.46497655354695e-07
55677899;LD1;1.19978645802259e-06
55677902;LD1;2.69290148761509e-06
55677923;LD1;3.34683274164092e-08
55677926;LD1;1.04840936192612e-06
55677928;LD1;4.50800344124975e-08
55677936;LD1;1.25242901157425e-07
55677937;LD1;6.47379038120343e-07
55677941;LD1;3.69348457868228e-08
55677944;LD1;2.82875301935577e-07
55677947;LD1;3.23472386400513e-06
55677956;LD1;2.31060184460332e-06
55677959;LD1;0.000444785329231611
55677965;LD1;9.34179166115206e-06
55677969;LD1;2.92284677465191e-08
55677980;LD1;6.1661502571725e-07
55677984;LD1;2.14026044144661e-05
55677987;LD1;1.08233483072898e-06
55677993;LD1;1.28138110928653e-05
55678004;LD1;7.64687486557552e-06
55678007;LD1;6.61042467700554e-07
55678012;LD1;5.45495169990366e-06
55678016;LD1;1.10191322359863e-06
55678020;LD1;4.79513395317367e-07
55678022;LD1;3.94388148009393e-06
55678107;LD1;0.000106775808849691
55678108;LD1;0.000397948005295439
55678110;LD1;1.92080031994973e-05
55678112;LD1;7.41063871404956e-06
55678119;LD1;1.60033647424987e-05
55678120;LD1;3.57581039352971e-07
55678124;LD1;1.24502595303153e-06
55678135;LD1;1.9702055163604e-06
55678137;LD1;1.3458180008455e-06
55678139;LD1;2.08141188365984e-08
55678141;LD1;1.35880319983645e-06
55678144;LD1;1.84972603703548e-07
55678147;LD1;2.51087299135622e-05
55678148;LD1;1.63491189748218e-05
55678150;LD1;4.54691695934444e-07
