CpG;LD;Loading
14989;LD1;2.64338362052734e-07
11879;LD1;6.70738408782073e-05
11901;LD1;5.86642358098522e-05
25748;LD1;2.94126239825395e-05
25813;LD1;3.47657573087426e-05
25835;LD1;3.57261503425526e-05
45;LD1;0.000503912207126326
96;LD1;0.000365204546938642
133;LD1;0.000401657496066904
136;LD1;2.71449899638357e-05
165;LD1;0.000217850436979957
319;LD1;2.20156749188229e-06
346;LD1;1.75047205453164e-06
348;LD1;1.50989273735364e-06
357;LD1;1.31242638336922e-06
388;LD1;6.94174033835193e-06
406;LD1;2.19932115040388e-06
417;LD1;1.41305461702831e-06
2947323;LD1;0.000844288084007734
2947354;LD1;0.00087088243596499
2947357;LD1;8.20519485932927e-06
2947366;LD1;0.000568671810238062
2947378;LD1;2.39800076096894e-05
2947386;LD1;3.41093209786809e-06
2947393;LD1;0.000924357089420681
2947401;LD1;5.50403444804132e-05
7664963;LD1;1.28692768211414e-06
7664969;LD1;4.51758119279149e-06
7664983;LD1;2.05136426926534e-08
7665005;LD1;4.76400432170168e-09
7665037;LD1;1.8914827293713e-06
7665052;LD1;2.33119242046622e-05
17692455;LD1;1.40712325113188e-05
17692457;LD1;2.32758136402541e-05
17692461;LD1;5.64052157458619e-06
17692471;LD1;1.95956891771748e-06
17692528;LD1;2.01195418713314e-07
17692552;LD1;5.51021829723866e-05
17692558;LD1;0.000263384859278733
17692570;LD1;1.40303325128499e-05
32646737;LD1;1.15905030217582e-05
32646767;LD1;1.58897733181033e-06
32646776;LD1;3.815274739166e-07
32646793;LD1;9.10038899965543e-09
32646839;LD1;1.20092618180573e-06
35280849;LD1;5.64396334469906e-07
38264386;LD1;8.13397527578997e-06
38264420;LD1;3.0214792350081e-06
38264429;LD1;8.84901014464833e-08
38264441;LD1;8.09302383181835e-05
38264449;LD1;3.58145670382691e-08
52914311;LD1;1.89236379424569e-09
52914319;LD1;5.16545554049606e-06
52914326;LD1;6.44199740227413e-05
52914334;LD1;7.4437616418054e-06
52914346;LD1;8.11024904495964e-07
52914355;LD1;3.3872569780932e-07
52914358;LD1;2.73347672279608e-05
52914389;LD1;9.99466768546711e-06
61868784;LD1;3.90679162310322e-08
61868792;LD1;2.44313830418659e-08
61868807;LD1;3.41156948197124e-06
61868819;LD1;5.02992150732272e-06
61868828;LD1;4.05729726108378e-06
61868831;LD1;5.07689608604046e-05
61868862;LD1;3.55569563876303e-07
62506014;LD1;1.11885071262204e-06
62506028;LD1;7.06585879558844e-05
62506126;LD1;4.02992232915913e-06
66399349;LD1;5.59803818759517e-07
66399412;LD1;0.000961845417808596
66399451;LD1;9.75828858246256e-05
72655153;LD1;8.22303049804988e-06
72655186;LD1;3.80866689166358e-06
76456324;LD1;4.51063667215284e-06
76456339;LD1;8.49719469788901e-08
76456360;LD1;2.5182647852122e-05
76456363;LD1;0.000104864932324217
76456393;LD1;2.06383873392651e-06
88337369;LD1;1.4219774847809e-06
88337371;LD1;4.10795264596991e-05
88337374;LD1;2.42916328973468e-05
88337376;LD1;6.49249960196777e-06
88337409;LD1;1.71004499833991e-05
88337427;LD1;4.62431586115214e-05
88337439;LD1;3.95062056774236e-05
91171167;LD1;0.00745525349626439
91171197;LD1;3.12617991343015e-06
91171223;LD1;0.00675890266497626
91171269;LD1;2.26843503234804e-05
106359837;LD1;1.17003153414422e-05
106359867;LD1;1.46845126790351e-09
106359939;LD1;3.70311278859465e-06
107247292;LD1;0.000238096193425558
107247322;LD1;5.33198836130707e-06
107247348;LD1;6.86778642681616e-08
107247394;LD1;0.000199653976506025
120746427;LD1;2.18041422560595e-05
120746435;LD1;2.90203517790612e-06
120746442;LD1;1.35903838342691e-06
120746450;LD1;0.000118883575670654
120746462;LD1;0.000507833840652449
120746471;LD1;1.20833780295276e-08
132775216;LD1;5.56450722689635e-05
132775224;LD1;3.74116217960523e-05
132775230;LD1;3.54408078993067e-06
132775265;LD1;2.8022999955559e-09
132775268;LD1;2.19113747520428e-05
132775283;LD1;0.000237146310005937
132775286;LD1;0.000452542201790368
132775289;LD1;6.20176692514359e-05
132775299;LD1;0.00021313814921971
132775312;LD1;5.16224554874748e-05
132775343;LD1;0.0004673200569508
132775345;LD1;2.174303349647e-05
152683737;LD1;2.07955437993415e-08
155329657;LD1;0.000205297230983393
160905314;LD1;0.0016309751661308
160905324;LD1;2.34122145205583e-05
160905380;LD1;1.89870340331802e-06
160905389;LD1;1.16281920379642e-05
160905431;LD1;6.48785737850368e-05
163184591;LD1;0.000100838644103509
163184637;LD1;3.89515926219265e-05
163184652;LD1;1.4122056640669e-05
163184663;LD1;4.25757983487458e-07
163184693;LD1;8.57429575410059e-06
203332548;LD1;4.34345753563561e-10
207051269;LD1;2.88543604667517e-05
207051274;LD1;2.29922170884112e-06
207051284;LD1;6.04605765517882e-07
207051292;LD1;1.44403291788643e-06
207051298;LD1;6.80401431966072e-07
207051306;LD1;1.57742011037955e-05
207051318;LD1;1.21821436415437e-06
207051320;LD1;7.67625681051784e-08
207051355;LD1;5.56535473423926e-07
207051359;LD1;5.83352252199082e-06
207051378;LD1;1.07899812623557e-05
207051392;LD1;2.43769849537747e-07
207051395;LD1;2.8722653635848e-06
225585592;LD1;6.27571725236646e-06
225585635;LD1;8.26233196251171e-08
225585662;LD1;3.00601662191442e-07
241041264;LD1;0.000156492564386285
241041266;LD1;4.0184466927946e-06
241041314;LD1;1.45380023270558e-05
241041322;LD1;0.000622013004253841
241041343;LD1;4.93751956108364e-06
241041348;LD1;5.82723016693661e-05
241041374;LD1;9.66564267909269e-05
261967524;LD1;6.25308173610203e-05
261967527;LD1;3.99046241345653e-05
261967548;LD1;4.34865050449985e-05
261967556;LD1;8.22608235287694e-06
261967563;LD1;2.85578185149655e-05
261967571;LD1;1.11884385051156e-06
261967589;LD1;5.55629707482723e-05
281715145;LD1;3.25253083031184e-07
281715148;LD1;6.22449691583018e-06
281715162;LD1;0.000135746466814566
281715181;LD1;1.15045775209284e-05
281715185;LD1;1.28830027812159e-05
281715220;LD1;1.04135501439278e-05
281715222;LD1;2.40168041450579e-05
281715234;LD1;9.04268821735877e-07
281715242;LD1;5.36936279962704e-07
281715248;LD1;1.50522161364569e-05
281715256;LD1;5.14251955306368e-07
281715271;LD1;4.99040911990351e-07
311894016;LD1;9.30206620703375e-06
311894047;LD1;6.39840030716266e-06
311894050;LD1;1.18975095912567e-05
311894059;LD1;3.66695881310944e-05
311894086;LD1;3.00480200913662e-06
311894094;LD1;6.07123476449311e-10
316793180;LD1;1.97413688133515e-06
316793210;LD1;9.75834379966293e-08
316793219;LD1;5.86317834855111e-07
316793236;LD1;2.64233150750923e-07
316793282;LD1;2.51570485582082e-06
324703362;LD1;9.79806041402827e-05
324703384;LD1;1.42840387206287e-07
324703392;LD1;2.72177490919333e-06
324703399;LD1;1.16082854216733e-05
324703407;LD1;0.000657884173032392
324703419;LD1;0.000636776185648942
324703428;LD1;2.09872626666976e-08
324703462;LD1;1.38392749794737e-06
337998549;LD1;3.90315268185201e-05
337998561;LD1;0.00130098537329513
337998579;LD1;0.00301233681818481
337998582;LD1;0.0134567266149109
337998605;LD1;1.0570924308304e-05
337998651;LD1;1.61408103822535e-06
340850407;LD1;1.22073163905805e-07
340850468;LD1;8.32357152239968e-05
340850479;LD1;0.000184987128548091
340850509;LD1;0.000256342660588554
344020325;LD1;1.64868896710561e-05
344020355;LD1;2.47002557902523e-06
344020381;LD1;5.08572395978241e-05
344020427;LD1;1.74404339087487e-06
349934253;LD1;6.17629874532919e-07
349934284;LD1;1.58605997298147e-05
349934287;LD1;0.000142874381735816
349934308;LD1;0.000610577614736802
349934316;LD1;0.000276744224532411
349934323;LD1;0.00112289270026914
349934331;LD1;0.000135988863019232
349934349;LD1;0.000312395229944604
355009258;LD1;5.75584353552705e-06
355009293;LD1;3.00571819564094e-05
360822586;LD1;1.78398731761714e-05
360822617;LD1;3.45030996739602e-05
360822620;LD1;2.27708876999169e-05
360822629;LD1;1.66880169234148e-05
360822641;LD1;1.66281861283682e-06
360822664;LD1;1.49001786768034e-06
363079650;LD1;1.83287523418004e-06
363079716;LD1;1.76103131258907e-06
363079725;LD1;0.000400825932728766
363079767;LD1;0.00150775110365605
366478571;LD1;3.02927411730904e-05
366478617;LD1;1.51797912518482e-06
366478634;LD1;1.02546605608508e-06
366478643;LD1;2.72808979345019e-06
366478673;LD1;2.78444185383012e-05
371956681;LD1;3.41075107086986e-08
371956745;LD1;2.54556468756043e-05
371956751;LD1;3.40441476268682e-07
371956784;LD1;5.78471400627498e-05
374850305;LD1;2.5395903665459e-05
374850350;LD1;3.26123945469141e-06
374850376;LD1;8.48236206860848e-07
374850406;LD1;0.00248831309829783
384670203;LD1;3.1515169281089e-05
384670233;LD1;2.55801521773853e-06
384670242;LD1;2.39539734083593e-06
384670259;LD1;4.72592225830605e-08
384670305;LD1;4.45554699048995e-07
385891339;LD1;1.94040136129074e-06
385891369;LD1;6.25390451343638e-07
385891380;LD1;6.47813569486213e-06
385891383;LD1;1.0440347523142e-06
385891395;LD1;2.4527459644894e-05
385891441;LD1;7.11953641253195e-06
394410983;LD1;1.16661443085401e-05
394411014;LD1;0.000105840372764531
394411017;LD1;0.00143268929197953
394411026;LD1;1.33158183402003e-05
394411038;LD1;5.27755448592513e-05
394411046;LD1;0.000111833002937699
394411053;LD1;0.000569870839215179
394411061;LD1;2.44019930421443e-05
399651530;LD1;2.47485285289343e-06
399651561;LD1;6.98551552102032e-06
399651564;LD1;9.44230239962004e-05
399651585;LD1;1.57797643106061e-05
399651593;LD1;9.24370087524486e-06
399651608;LD1;0.00205763800272489
400688023;LD1;0.000207125468342515
400688069;LD1;5.54584774065514e-05
400688084;LD1;0.000358706815810402
400688095;LD1;0.000174483988981538
400688125;LD1;1.02986466575277e-07
401334348;LD1;2.18173687906838e-07
401334355;LD1;4.08374821249072e-06
401334384;LD1;0.00628984186262816
401334387;LD1;0.000669992549318716
401334418;LD1;1.48718446066788e-05
406157521;LD1;1.02110347201219e-06
406157551;LD1;1.76280328193498e-06
406157623;LD1;1.66883293845169e-05
421263162;LD1;6.89335058376285e-06
421263193;LD1;3.1442194727211e-06
421263196;LD1;8.83725757194014e-07
421263205;LD1;5.18137385994139e-06
421263217;LD1;2.75566690828486e-05
421263225;LD1;9.56607315983219e-06
421263232;LD1;8.51569588375955e-07
421263240;LD1;2.60290762565405e-06
421263253;LD1;2.24494335739399e-06
424520947;LD1;0.0018620152225442
424521037;LD1;0.00454949990660141
424521055;LD1;7.4804562882845e-05
427860806;LD1;5.57849667002769e-06
427860823;LD1;1.01945564337189e-05
427860852;LD1;9.8913114006643e-05
427860864;LD1;2.8561124934412e-07
427860867;LD1;6.45412092380403e-07
427860878;LD1;4.56837749581747e-05
427860908;LD1;3.31159511017627e-05
428140339;LD1;8.70685650869033e-05
428140369;LD1;2.04205624700096e-06
428140378;LD1;0.00148142518450353
428140395;LD1;5.01145552083301e-05
428140441;LD1;7.67644565986094e-06
440148368;LD1;0.000628272410330599
440148392;LD1;1.85157224113365e-05
440148400;LD1;2.76564151178065e-05
440148415;LD1;1.45105612809232e-06
440148427;LD1;3.79837621652043e-05
440148436;LD1;2.08752491575006e-05
440148439;LD1;6.44171508104528e-06
440148470;LD1;3.76740154646751e-07
440715455;LD1;6.30528939351425e-09
440715463;LD1;1.79686862681683e-05
440715470;LD1;0.000531257837718043
440715533;LD1;0.000566619787859216
450764802;LD1;4.80525849856959e-05
450764848;LD1;0.00172114244937959
450764874;LD1;2.96707462421065e-06
450764904;LD1;0.000508475805856105
453642150;LD1;6.80938297554954e-05
453642176;LD1;5.12859233171049e-05
453642191;LD1;2.76229203501398e-06
453642212;LD1;1.52841406511093e-06
453642247;LD1;8.62476395857443e-09
461941219;LD1;1.33046385435692e-05
461941227;LD1;1.23150260149755e-06
461941234;LD1;2.19982270439671e-05
461941242;LD1;8.60251836830456e-06
461941254;LD1;8.02656335350665e-06
461941263;LD1;1.4959873220449e-06
461941266;LD1;7.07508834177249e-07
461941297;LD1;7.22065124456436e-06
466605652;LD1;4.12847984292826e-07
466605658;LD1;1.65221612366147e-05
466605688;LD1;7.60003451094118e-08
466605697;LD1;8.18760834887725e-07
466605714;LD1;1.65122167446006e-07
466605760;LD1;2.809852761937e-06
466709949;LD1;0.000117912734113877
466710021;LD1;3.7142382096793e-08
466710051;LD1;4.86883138140501e-07
469039444;LD1;0.000187976817818183
469039490;LD1;0.000664359334832322
469039505;LD1;2.62159472317888e-05
469039516;LD1;2.4386556560163e-06
469039546;LD1;1.89835511903999e-06
475342893;LD1;2.83145506745025e-05
475342927;LD1;2.9679033843675e-08
475342936;LD1;2.20629653628577e-06
475342956;LD1;2.03297405736477e-05
492182295;LD1;9.19383160748577e-06
492182303;LD1;1.44674495205689e-05
492182310;LD1;3.36939801578594e-06
492182318;LD1;1.12992643129453e-05
492182339;LD1;6.52565860578706e-06
492182342;LD1;0.000228521931418427
492182373;LD1;0.000394595053515137
492750371;LD1;3.16012742866881e-05
492750402;LD1;4.04692584436246e-05
492750405;LD1;1.00457814765628e-06
492750414;LD1;2.24858691094221e-07
492750426;LD1;5.45676178138705e-06
492750434;LD1;6.1654312816598e-07
492750441;LD1;3.0459999770338e-06
492750449;LD1;3.360921565081e-06
497568296;LD1;5.64312507135396e-06
497568342;LD1;1.80135570271034e-06
497568354;LD1;0.00372382565645302
497568359;LD1;3.11039241982217e-07
497568368;LD1;5.05042336816535e-07
497568398;LD1;8.01301210172694e-07
498606034;LD1;1.779967504884e-05
498606043;LD1;2.73935502988646e-05
498606060;LD1;4.1571008870591e-06
498606106;LD1;4.99638963171499e-05
515344378;LD1;7.63540393053034e-05
515344412;LD1;2.33933236198585e-06
515344430;LD1;2.84258481238319e-05
515344442;LD1;5.2918400843822e-05
515344448;LD1;0.000243146296899428
515344470;LD1;6.48280929200139e-05
515344475;LD1;8.95830981473005e-06
518575097;LD1;7.6523715333754e-06
518575112;LD1;4.40594537722473e-08
518575175;LD1;2.58530731484518e-05
521828290;LD1;5.59773205562243e-05
521828316;LD1;3.76346941531015e-05
521828352;LD1;0.000109327509606727
521828386;LD1;5.07173047076733e-06
526541860;LD1;3.12635591873554e-06
526541868;LD1;7.50261647433071e-09
526541874;LD1;5.74117577023368e-09
526541909;LD1;1.56250840162675e-06
526541912;LD1;1.04891451476886e-06
526541918;LD1;2.0569034569826e-06
526541927;LD1;7.08677891176788e-06
526541930;LD1;2.13496494276641e-06
526541933;LD1;4.73510314321833e-06
526541943;LD1;1.69073204460636e-08
526541987;LD1;8.38301368345616e-07
526541989;LD1;2.23195721117477e-07
6863122;LD1;0.000108823283602131
6863200;LD1;3.06363921875652e-06
32139837;LD1;0.000399930335671467
32139855;LD1;0.000162624264528107
32139863;LD1;5.42272112046909e-05
32139870;LD1;6.36578476885972e-05
32139878;LD1;7.3170597261688e-06
32139899;LD1;3.97467699513742e-05
32139902;LD1;0.000199570405338532
33282733;LD1;4.1834456195811e-05
33282745;LD1;7.08368863767956e-07
33282748;LD1;0.00141229355531819
33282753;LD1;0.000283446968039053
33282760;LD1;1.74184285026153e-06
33282795;LD1;0.00106509441313803
33282809;LD1;2.06013606428694e-06
33282826;LD1;0.000121915072548855
33282828;LD1;3.17412095604406e-08
39042994;LD1;2.24915643030265e-06
39043009;LD1;1.90384686976603e-06
39043029;LD1;1.11280364673866e-06
39043072;LD1;0.000570863254774582
54934123;LD1;8.20139473366087e-06
54934157;LD1;3.87743591172697e-07
54934178;LD1;6.44135393514499e-05
54934186;LD1;1.59466725111535e-05
54934193;LD1;5.57766707724955e-05
54934201;LD1;9.6797890962144e-05
54934219;LD1;2.17413190557248e-06
58337159;LD1;0.000120102537460871
58337189;LD1;2.68255696310981e-06
58337200;LD1;0.000143725080454003
62493281;LD1;0.000387122491337301
62493311;LD1;0.00140748818867445
62493337;LD1;4.91013671674337e-09
62493383;LD1;0.000144339743895962
65930042;LD1;8.89242303999289e-06
65930073;LD1;7.12969423767661e-06
65930076;LD1;2.49284980331432e-05
65930097;LD1;8.93480032607787e-05
65930105;LD1;0.000145172560620028
65930112;LD1;7.88557483291819e-05
65930120;LD1;7.62843156895283e-05
65930138;LD1;4.85480701468622e-05
69855609;LD1;0.000435401535121753
69855642;LD1;9.44819440954041e-07
69855657;LD1;6.43689361214084e-05
69855660;LD1;4.28026345955424e-05
69855663;LD1;0.000179959242118198
69855711;LD1;9.75456479844302e-06
69855716;LD1;7.1648017517687e-05
69855729;LD1;4.86965595135358e-06
73042644;LD1;4.89089682002958e-05
73042678;LD1;1.8862338811377e-07
73042696;LD1;1.04180924717225e-05
73042708;LD1;8.49127452886455e-05
73042714;LD1;0.000114350107159566
73042741;LD1;5.35392810556759e-06
73042757;LD1;0.000158462273470942
77749709;LD1;6.99531367776875e-05
77749740;LD1;8.32436342988838e-06
77749743;LD1;8.23307345424676e-06
77749764;LD1;3.51737427231025e-05
77749772;LD1;2.73698577027368e-05
77749779;LD1;5.96574517285957e-05
77749787;LD1;0.000192384403062236
77749805;LD1;3.07384475071402e-07
90024446;LD1;1.58970300844246e-05
90024464;LD1;4.15016215921516e-05
90024470;LD1;4.60843780084743e-05
90024478;LD1;0.000163537422600084
90024481;LD1;8.57833345813527e-05
90024485;LD1;0.000717436700080223
90024508;LD1;0.000338115497236552
90024514;LD1;9.86558680773426e-05
90024520;LD1;2.80093110976743e-06
90024523;LD1;0.000138389483545218
90024527;LD1;9.63379302035092e-05
107685264;LD1;2.2178542254407e-09
107685310;LD1;0.000202346820947982
107685325;LD1;6.1320325922798e-06
107685336;LD1;5.4803686366999e-06
107685366;LD1;1.89421768009433e-05
125885834;LD1;7.90671316735561e-06
125885842;LD1;5.056329074508e-07
125885849;LD1;8.50852945445523e-08
125885857;LD1;2.25321108541808e-09
125885869;LD1;8.16030996874859e-06
125885878;LD1;2.24143592902518e-06
125885881;LD1;5.98967400717375e-06
125885912;LD1;2.51386286824101e-08
125977931;LD1;4.4373977858975e-06
125977964;LD1;2.81412795207382e-06
125977985;LD1;3.0420570408882e-07
125978000;LD1;1.39345243470066e-05
125978026;LD1;1.00672583159205e-05
132753823;LD1;1.71533505183524e-07
132753869;LD1;8.89139764861128e-05
132753881;LD1;2.06712996678029e-05
132753895;LD1;9.80594021627544e-07
132753925;LD1;0.000136451991744093
138114649;LD1;5.52626605702496e-06
138114664;LD1;8.42303423494628e-05
138114675;LD1;8.66810110165369e-05
138254822;LD1;3.50284517688862e-06
138254829;LD1;0.003562381152852
138254837;LD1;2.15437671128646e-05
138254849;LD1;1.80947842937019e-05
138254858;LD1;7.39088857059541e-07
138254892;LD1;8.0071654335069e-05
143809634;LD1;1.77952639626693e-06
143809665;LD1;5.75751128444028e-05
143809668;LD1;7.46597784041474e-06
143809677;LD1;1.20033018224226e-05
143809689;LD1;5.21251894781517e-06
143809697;LD1;5.8506438020633e-05
143809704;LD1;2.36527406075853e-05
143809709;LD1;2.27391442691174e-05
144816344;LD1;7.35744905973645e-06
144816365;LD1;2.14208935923986e-05
144816370;LD1;8.99552910193831e-08
144816385;LD1;1.19450153329124e-05
144816406;LD1;5.24749189336041e-06
162959888;LD1;1.49419227593878e-05
162959919;LD1;3.12563853739887e-05
162959922;LD1;0.000213045461738815
162959931;LD1;1.6509314586957e-07
162959943;LD1;5.16860710207179e-06
162959951;LD1;2.17666553797593e-06
162959958;LD1;2.89150037989573e-05
162959966;LD1;4.17527493120722e-06
162959984;LD1;4.04025517596414e-05
169500279;LD1;8.18128172558482e-07
169500287;LD1;3.46467977778627e-05
169500294;LD1;0.000606337673524542
169500323;LD1;4.00382797636892e-05
169500357;LD1;0.00104382471803009
170844619;LD1;0.000893196743023934
170844666;LD1;2.30754706041839e-07
170844727;LD1;7.75717518420452e-05
203679759;LD1;2.60402485299996e-06
203679785;LD1;6.9874407104466e-10
203679800;LD1;6.62004312059838e-06
203679821;LD1;2.75718543546971e-05
203679824;LD1;3.80745823149836e-07
203679855;LD1;7.93549336199562e-08
242728097;LD1;5.43957358651893e-06
242728135;LD1;3.25808802760212e-05
242728141;LD1;3.30713267136064e-05
242728148;LD1;9.58119246484664e-07
243861025;LD1;5.69704727056981e-07
243861031;LD1;2.39372618412084e-06
243861041;LD1;0.00011094406781323
243861064;LD1;5.48290101876105e-05
243861140;LD1;0.000383016290627233
267469899;LD1;1.43689275162369e-05
267469930;LD1;0.00022545663929337
267469933;LD1;3.41643122068457e-05
267469954;LD1;0.000408474566390913
267469969;LD1;0.000667011888181077
267469977;LD1;0.000643103737345559
267469995;LD1;0.000604534643554207
275420866;LD1;5.2601574065962e-05
275420912;LD1;0.000610127809905434
275420938;LD1;8.29648858385022e-06
305908726;LD1;3.69119880835287e-06
305908763;LD1;4.95342571389507e-07
305908769;LD1;8.46208099898645e-06
305908776;LD1;3.00828708001837e-06
305908817;LD1;2.81095238615164e-06
324109404;LD1;7.67388618483915e-08
324109419;LD1;0.000401278150997945
324109430;LD1;0.000470200239686492
324109460;LD1;0.000231847496499106
327901575;LD1;4.83348854207632e-05
327901585;LD1;5.30737068011984e-07
327901641;LD1;2.83347823989918e-06
327901650;LD1;2.51745420712489e-08
336189200;LD1;0.000109344673643834
336189230;LD1;1.97998977971999e-05
336189256;LD1;1.00943681497902e-05
336189302;LD1;0.000211599445814275
337107971;LD1;5.29146760575185e-06
337107988;LD1;1.11207136246064e-08
337108003;LD1;8.27021182145295e-07
337108073;LD1;1.37584227822493e-05
340753324;LD1;0.000140368625909598
340753354;LD1;1.40479363499775e-05
340753380;LD1;7.81280726333333e-06
340753426;LD1;0.000355531650943186
357802290;LD1;3.72213919494973e-07
357802321;LD1;7.46646549100786e-06
357802324;LD1;7.57581190565352e-05
357802345;LD1;2.87970846355719e-05
357802353;LD1;9.10168841201798e-05
357802368;LD1;1.14890923051079e-05
357802386;LD1;3.3697299540387e-05
365255831;LD1;2.73215805353944e-05
365255862;LD1;1.72525920828371e-06
365255865;LD1;0.000235529448724892
365255886;LD1;0.000920717234607152
365255894;LD1;0.000531950516458882
365255901;LD1;9.36737268438924e-06
365255909;LD1;4.12286548282549e-06
365255927;LD1;3.48775076981795e-06
382102444;LD1;5.35273123118889e-06
382102455;LD1;0.000133418910601522
382102516;LD1;6.25877497328421e-06
387043048;LD1;0.0014323833545087
387043066;LD1;0.00196455760446954
387043072;LD1;1.08047558274158e-05
387043122;LD1;0.000183505646554946
387043127;LD1;0.00235451669462247
387043135;LD1;0.000642268051070313
387043146;LD1;0.000267762729303931
387043153;LD1;0.000284036552948992
387043160;LD1;3.45577742937665e-06
405840317;LD1;7.27099283516092e-05
405840325;LD1;7.87746885168252e-06
405840332;LD1;4.19194737269451e-06
405840340;LD1;1.27281170801749e-05
405840364;LD1;8.51987347025579e-06
405840394;LD1;3.40674343765691e-05
412840749;LD1;0.00020755394843347
412840757;LD1;3.37943584668944e-05
412840764;LD1;0.000437590570713665
412840772;LD1;8.7446151673569e-07
412840793;LD1;0.000359107646883534
412840796;LD1;2.42438816538248e-06
412840827;LD1;0.000356590990582306
417028402;LD1;2.36941191197969e-05
417028433;LD1;2.23421682148587e-05
417028436;LD1;0.0001777039059773
417028457;LD1;1.89471848176965e-06
417028472;LD1;9.93702274820335e-07
417028480;LD1;1.0459615714997e-05
417028498;LD1;5.74493777009934e-05
8884547;LD1;1.88781233863562e-05
8884590;LD1;0.00605377806879843
8884593;LD1;3.15613173798082e-05
8884608;LD1;0.0050690108539593
8884619;LD1;6.4405725264828e-05
11602703;LD1;9.33075203431596e-07
11602706;LD1;3.9947334004518e-07
11602713;LD1;8.01455270965397e-06
11602739;LD1;0.000592562434170183
11602745;LD1;2.44869687102339e-07
11602777;LD1;5.00856433596288e-05
11602789;LD1;2.19922037899404e-05
11602821;LD1;1.45911176365498e-05
16552455;LD1;1.90809981087849e-06
16552485;LD1;6.3966886999669e-05
16552494;LD1;0.00265952219217537
16552557;LD1;1.27881832567159e-05
28170632;LD1;4.36538547892607e-07
28170635;LD1;0.000288636351549555
35179870;LD1;0.000471816684690897
35179900;LD1;0.000225872621567943
35179909;LD1;3.58770649962673e-08
35179911;LD1;0.00155952963802426
35179972;LD1;0.000252486882168231
35424117;LD1;1.55684111129852e-07
35424125;LD1;1.13137522621669e-05
35424132;LD1;3.84008973803073e-06
35424140;LD1;4.24490358498373e-05
35424152;LD1;7.27921978618286e-06
35424161;LD1;8.28716194284133e-06
35424164;LD1;8.33884531230815e-06
35424195;LD1;8.33544047965687e-06
47902204;LD1;1.39693048398818e-05
47902212;LD1;6.9016851582833e-07
47902219;LD1;4.97654266430568e-06
47902227;LD1;1.68348827001216e-05
47902239;LD1;2.18874549884988e-06
47902248;LD1;5.43698007936051e-06
47902251;LD1;1.3197293440423e-05
47902282;LD1;2.88320112529527e-08
55051260;LD1;2.02652587815694e-06
64280402;LD1;1.52022070012652e-06
64280448;LD1;1.68424151422351e-07
64280456;LD1;0.000166142230122962
64280474;LD1;1.43738981936236e-06
66738805;LD1;0.000103197207373718
66738866;LD1;0.000159995748385295
66738877;LD1;1.24610326027727e-06
66738907;LD1;0.00200244122047079
68999418;LD1;1.75326726713115e-06
68999464;LD1;4.67079388647729e-05
68999479;LD1;3.04440095504682e-07
68999490;LD1;1.68645756114664e-05
68999520;LD1;0.000994706288007771
78325001;LD1;1.31414203562703e-05
79722151;LD1;0.000363265829447172
79722168;LD1;1.44409649104134e-05
