"AV241";"AV243";"AV244";"AV246";"AV249";"AV250";"AV251";"AV252";"AV253";"AV254";"AV256";"AV259";"AV260";"AV261";"AV262";"AV263A";"AV263B";"AV264B";"AV265";"AV266";"AV272";"AV273";"AV276";"AV278";"AV279";"AV280";"AV281";"AV282";"AV283";"AV284";"AV286";"AV287";"AV288";"AV289";"AV290";"AV291";"AV292";"AV293";"AV296";"AV297";"AV298";"AV299"
"298194";79.1666666666667;82.7586206896552;94.2857142857143;83.4285714285714;99.21875;91.3978494623656;94.3396226415094;97.9166666666667;88;98.2456140350877;91.8367346938775;100;93.5064935064935;89.6;97.3684210526316;73.6111111111111;86.1313868613139;93.6708860759494;89.5833333333333;83;95.1219512195122;91.6666666666667;82.6086956521739;90.4477611940299;94.4444444444444;88.2075471698113;91.5094339622642;88.2352941176471;82.7004219409283;97.5369458128079;84.5;87.0967741935484;91.7491749174917;92.2077922077922;84.6153846153846;92.6470588235294;90.7849829351536;95.2830188679245;88.695652173913;83.9285714285714;83.0188679245283;89.0243902439024
"298224";93.6170212765958;100;100;93.6781609195402;91.1290322580645;93.5483870967742;96.1538461538462;91.4893617021277;80.8080808080808;92.1052631578947;89.7959183673469;95.7446808510638;94.6666666666667;93.4959349593496;97.1428571428571;93.006993006993;94.4;89.873417721519;100;89.7959183673469;97.5;95.8333333333333;94.6428571428571;93.3534743202417;83.75;91.4691943127962;92.0792079207921;91.9191919191919;89.2857142857143;91.1330049261084;92.9292929292929;96.1538461538462;95.7654723127036;94.2028985507246;65.3846153846154;88.0597014925373;93.1034482758621;86.9158878504673;88.5106382978723;96.3963963963964;89.937106918239;90.1234567901235
"298227";97.9166666666667;100;81.4285714285714;86.9822485207101;88.1889763779528;94.4444444444444;86.7924528301887;84.4444444444444;90.0990099009901;91.1504424778761;80;78.7234042553192;100;95.9016393442623;100;95.0354609929078;90.9090909090909;97.4683544303797;95.8333333333333;91.8367346938775;94.8717948717949;94.6666666666667;92.1052631578947;86.322188449848;88.5350318471338;96.6981132075472;94.2307692307692;91.6256157635468;90.6382978723404;89.5;80.2030456852792;94.1935483870968;92.5925925925926;98.6486486486486;100;88.2352941176471;90.3780068728522;96.1904761904762;96.5065502183406;100;83.125;90
"298248";87.2340425531915;96.4285714285714;92.8571428571429;94.2857142857143;90.4;86.8131868131868;81.1320754716981;57.7777777777778;90;85.2173913043478;94.1176470588235;82.6086956521739;98.6842105263158;90.1639344262295;100;83.2167832167832;94.1176470588235;93.6708860759494;93.3333333333333;96.9387755102041;67.5;97.3333333333333;89.4736842105263;88.2530120481928;91.0828025477707;94.7867298578199;94.3396226415094;91.5841584158416;93.5897435897436;88.0597014925373;92.9292929292929;96.1538461538462;96.1165048543689;89.6103896103896;92.3076923076923;91.1764705882353;90.0343642611684;89.7196261682243;88.2608695652174;88.8888888888889;95.625;86.4197530864197
"298256";82.9787234042553;93.3333333333333;85.7142857142857;92.485549132948;88.8;96.7032967032967;78.8461538461538;72.9166666666667;92;86.9565217391304;83.3333333333333;93.75;94.7368421052632;90.3225806451613;77.1428571428571;89.5833333333333;89.3939393939394;97.4025974025974;93.75;95.8333333333333;89.7435897435897;75.6756756756757;89.2857142857143;89.0243902439024;91.875;85.7142857142857;87.378640776699;92.4242424242424;91.4893617021277;93.9698492462311;87.8172588832487;80.794701986755;89.4389438943894;89.6103896103896;92.3076923076923;87.6923076923077;87.3720136518771;95.1923076923077;90.0862068965517;97.1698113207547;87.3417721518987;82.2784810126582
"298263";79.1666666666667;93.1034482758621;86.7647058823529;95.8333333333333;92.1259842519685;87.0967741935484;90.3846153846154;86.9565217391304;94.8453608247423;92.0353982300885;98;97.8260869565217;76.6233766233766;82.1138211382114;94.7368421052632;86.6197183098592;91.1111111111111;94.9367088607595;87.2340425531915;89.5833333333333;87.8048780487805;76.3888888888889;90.9090909090909;87.5757575757576;89.937106918239;88.8888888888889;89.5238095238095;83.743842364532;85.2173913043478;89.9497487437186;92.8934010152284;86.5384615384615;90.4290429042904;88.1578947368421;92.3076923076923;78.7878787878788;91.6666666666667;87.6190476190476;83.3333333333333;93.6936936936937;89.937106918239;89.0243902439024
"298271";91.4893617021277;96.4285714285714;91.4285714285714;89.0173410404624;84.9206349206349;97.8260869565217;100;97.8723404255319;93.8775510204082;95.5357142857143;93.8775510204082;80;90.7894736842105;95.7627118644068;97.3684210526316;93.006993006993;88.4615384615385;93.5897435897436;95.7446808510638;87.7551020408163;100;97.3333333333333;90.0900900900901;95.0769230769231;85;82.3809523809524;92.3076923076923;81.7258883248731;95.2991452991453;82.2335025380711;81;92.1052631578947;81.7589576547231;84;96.1538461538462;80.3030303030303;90.0684931506849;87.8504672897196;89.0829694323144;98.1651376146789;81.7610062893082;84.4155844155844
"298289";75;89.6551724137931;91.044776119403;92;91.2;85.8695652173913;90.3846153846154;89.1304347826087;91;90.990990990991;81.6326530612245;91.4893617021277;69.3333333333333;82.7868852459016;97.1428571428571;87.9432624113475;85.7142857142857;91.025641025641;86.9565217391304;86.5979381443299;73.1707317073171;81.3333333333333;85.8407079646018;87.0090634441088;92.3566878980892;86.9565217391304;77.8846153846154;80.3030303030303;88.3116883116883;86.5671641791045;85.4166666666667;89.4736842105263;89.1447368421053;76.7123287671233;96.1538461538462;83.0769230769231;91.2891986062718;88.6792452830189;87.6651982378855;91.0891089108911;89.3081761006289;80.2631578947368
"298378";90.6976744186046;76.9230769230769;96.7741935483871;90.5882352941177;93.1623931623932;72.9411764705882;80.4347826086957;97.8260869565217;86.046511627907;88.3495145631068;91.4893617021277;91.1111111111111;94.3661971830986;99.1071428571429;91.1764705882353;83.3333333333333;89.344262295082;95.6521739130435;72.0930232558139;97.7777777777778;92.3076923076923;92;87.6288659793814;85.4838709677419;91.3907284768212;85.8536585365854;79.3478260869565;82.7956989247312;74.7572815533981;86.3874345549738;88.5869565217391;70.2127659574468;85.6655290102389;95.5223880597015;66.6666666666667;78.125;90.8045977011494;93.2692307692308;88.4792626728111;82.6923076923077;78.3783783783784;86.0759493670886
"298434";97.8723404255319;96.4285714285714;94.1176470588235;94.7058823529412;95.3125;91.1111111111111;98.0769230769231;95.8333333333333;96.039603960396;93.9130434782609;96;100;96.0526315789474;92.5619834710744;97.1428571428571;97.9020979020979;97.037037037037;97.4358974358974;95.7446808510638;97.979797979798;100;94.5205479452055;93.0434782608696;96.6767371601209;94.8717948717949;95.6730769230769;99.0384615384615;97.9899497487437;98.7068965517241;96.9849246231156;97.8723404255319;99.3464052287582;94.4262295081967;96.1038961038961;100;88.7096774193548;93.1034482758621;95.2380952380952;96.3302752293578;100;97.4842767295598;100
"298445";75;96.6666666666667;75.3623188405797;86.2068965517241;85.9375;92.5531914893617;84.3137254901961;87.5;91.0891089108911;91.3793103448276;78.4313725490196;68.75;83.1168831168831;93.4426229508197;73.6842105263158;88.7323943661972;95.5555555555556;88.4615384615385;87.2340425531915;91.9191919191919;82.9268292682927;86.3013698630137;76.3157894736842;85.7566765578635;74.5341614906832;79.7169811320755;72.3809523809524;82.5242718446602;80.8510638297872;79.6116504854369;77;81.6993464052288;83.3333333333333;79.2207792207792;100;86.5671641791045;82.9861111111111;59.8130841121495;81.6239316239316;82.8828828828829;89.0322580645161;86.25
"298506";93.75;93.3333333333333;94.2028985507246;90.9090909090909;93.75;94.6236559139785;98.1132075471698;91.6666666666667;87.1287128712871;97.3913043478261;94.1176470588235;91.6666666666667;96.1038961038961;95.1219512195122;97.3684210526316;91.7241379310345;92.0289855072464;82.2784810126582;81.25;95;90;90.9090909090909;96.4912280701754;91.8918918918919;92.5;96.2085308056872;90.4761904761905;93.5643564356436;97.0588235294118;94.2307692307692;91.5841584158416;94.2675159235669;89.2156862745098;97.4025974025974;96.1538461538462;92.6470588235294;84.9829351535836;96.3302752293578;94.4444444444444;93.8053097345133;86.3354037267081;92.5
"219258";100;100;100;100;99.0825688073395;95.4545454545455;100;100;100;95.8333333333333;100;94.7368421052632;100;100;92.5925925925926;92.3076923076923;81.5384615384615;94.4444444444444;100;97.9166666666667;100;100;100;100;100;100;100;93.75;94.4444444444444;100;100;58.3333333333333;100;100;100;100;86.046511627907;100;94.1176470588235;100;100;100
"219304";92.8571428571429;100;96;95.8333333333333;99.0740740740741;85;100;100;100;91.304347826087;96;94.1176470588235;85.7142857142857;100;100;98.4126984126984;96.9230769230769;100;100;95.7446808510638;100;100;94.7368421052632;85.7142857142857;95.4545454545455;100;100;86.6666666666667;94.1176470588235;80;100;91.6666666666667;100;95.4545454545455;83.3333333333333;90;93.1818181818182;95.2380952380952;90.1960784313726;100;100;85.7142857142857
"219360";100;100;100;90.4109589041096;97.2477064220184;95.2380952380952;100;100;97.7272727272727;91.304347826087;84;88.8888888888889;83.3333333333333;100;100;96.875;98.3870967741936;94.1176470588235;100;93.75;100;100;82.3529411764706;96;100;100;100;100;100;100;100;100;94.1176470588235;100;100;100;97.7272727272727;100;96;100;100;100
"219493";100;100;100;100;100;95.2380952380952;100;100;100;95.8333333333333;100;94.7368421052632;100;100;100;93.3333333333333;100;100;100;97.7777777777778;100;100;100;100;100;100;100;100;93.75;100;85.7142857142857;100;100;100;100;100;93.0232558139535;100;95.8333333333333;100;100;100
"219501";100;100;90;98.6301369863014;93.3333333333333;94.4444444444444;92.3076923076923;82.3529411764706;65.9090909090909;95.2380952380952;100;93.75;100;100;100;100;80.327868852459;93.75;100;100;100;100;70.5882352941177;100;100;100;100;100;93.3333333333333;100;80;91.6666666666667;100;100;100;100;89.1891891891892;85.7142857142857;95.7446808510638;80;100;100
"219508";86.6666666666667;0;96;98.5915492957746;62.6168224299065;90.9090909090909;100;47.0588235294118;65.2173913043478;100;100;88.8888888888889;100;100;92;86.6666666666667;67.2413793103448;100;100;97.7777777777778;100;80;68.75;78.5714285714286;50;80;40;80;58.8235294117647;80;85.7142857142857;83.3333333333333;44.4444444444444;68.1818181818182;100;77.7777777777778;75.609756097561;95;75;60;61.1111111111111;100
"219516";100;100;88.4615384615385;97.2602739726027;99.0825688073395;100;100;100;100;95.4545454545455;96;100;100;100;100;100;98.4375;100;100;100;100;100;100;100;100;100;100;93.75;100;100;100;91.6666666666667;100;100;100;100;97.7272727272727;100;100;100;100;100
"219528";86.6666666666667;100;100;100;76.8518518518518;90;96.2962962962963;94.1176470588235;65.2173913043478;100;76;100;100;100;73.0769230769231;76.5625;71.4285714285714;100;100;100;83.3333333333333;100;100;100;100;100;100;100;94.1176470588235;83.3333333333333;85.7142857142857;91.6666666666667;100;100;100;100;100;95.2380952380952;98;100;90;100
"219571";100;100;100;100;99.0654205607477;95.4545454545455;100;100;100;100;100;100;100;100;96;100;98.1818181818182;100;100;100;100;100;100;100;100;100;100;93.75;94.4444444444444;100;100;91.6666666666667;94.7368421052632;95.4545454545455;100;90;100;100;93.8775510204082;100;100;100
"83034";0;1.69491525423729;0;1.4792899408284;0;0.645161290322581;0;1.20481927710843;0.234192037470726;0;0;1.31578947368421;0;0;0.598802395209581;0.657894736842105;3.75;0.492610837438424;3.7037037037037;0.794912559618442;3.41880341880342;2.12765957446809;0;0;0;1.08695652173913;1.14942528735632;3.79746835443038;0.763358778625954;5.40540540540541;3.24074074074074;2.22222222222222;0.8;8.33333333333333;8.33333333333333;6.25;0.72463768115942;0.943396226415094;3.57142857142857;2.17391304347826;8.57142857142857;2.63157894736842
"83062";0;0;0;1.47492625368732;0;0.641025641025641;0;1.20481927710843;0.235849056603774;0;0;1.33333333333333;0;0;0.602409638554217;1.66112956810631;3.84615384615385;0.493827160493827;1.81818181818182;0.805152979066023;2.58620689655172;2.12765957446809;0;0;0;1.0989010989011;1.16279069767442;3.79746835443038;0;5.40540540540541;3.24074074074074;1.13636363636364;0.8;8.33333333333333;8.33333333333333;6.25;0.72992700729927;0.952380952380952;3.54609929078014;2.12765957446809;8.57142857142857;2.56410256410256
"83064";3.7037037037037;1.75438596491228;0;1.76470588235294;0;0.649350649350649;0;1.20481927710843;0.234192037470726;0;0;2.5974025974026;0;0;0.606060606060606;0.662251655629139;3.7037037037037;0.985221674876847;0;0.810372771474878;6.95652173913043;2.12765957446809;0;0;0;1.08695652173913;1.14942528735632;3.79746835443038;0;5.40540540540541;1.86915887850467;2.22222222222222;0.8;8.82352941176471;8.33333333333333;6.34920634920635;0.72992700729927;1.9047619047619;3.59712230215827;2.12765957446809;8.82352941176471;2.56410256410256
"83073";2.5;6.77966101694915;0;1.4792899408284;0.305810397553517;0.649350649350649;0;1.19047619047619;0.472813238770686;0;0;2.66666666666667;0;0;1.19760479041916;1.32890365448505;3.84615384615385;0.746268656716418;0;1.28;4.27350427350427;2.17391304347826;0;0;0;1.08695652173913;3.48837209302326;3.79746835443038;0;5.40540540540541;2.33644859813084;2.22222222222222;1.6;8.33333333333333;9.09090909090909;6.34920634920635;0;2.85714285714286;4.34782608695652;4.16666666666667;8.57142857142857;2.63157894736842
"83104";0;2.7027027027027;0;2.5531914893617;0;1.72413793103448;2.56410256410256;1.63934426229508;0.348432055749129;0;0;1.81818181818182;3.57142857142857;0;0;0.938967136150235;7.40740740740741;0.738007380073801;4.76190476190476;1.25628140703518;5.33333333333333;5.71428571428571;0;0;0;1.42857142857143;1.92307692307692;6;1.05263157894737;7.69230769230769;4.48717948717949;1.72413793103448;1.36986301369863;11.5384615384615;14.2857142857143;6.52173913043478;2.06185567010309;3.44827586206897;5.15463917525773;2.94117647058824;8.33333333333333;4
"83122";0;3.2258064516129;0;0.925925925925926;0;1.02040816326531;0;0;0;0;0;2.12765957446809;0;0;2.88461538461538;2.67379679144385;3.38983050847458;1.51515151515152;0;1.3550135501355;5.71428571428571;3.7037037037037;0;0;0;1.61290322580645;1.78571428571429;8.33333333333333;0;10;5.6;3.44827586206897;1.19047619047619;15;16.6666666666667;8.33333333333333;1.14942528735632;2.98507462686567;5.74712643678161;3.33333333333333;15;4.54545454545455
"16352";3.125;14.2857142857143;0.591715976331361;9.38628158844765;1.92307692307692;0.510204081632653;5.26315789473684;1.68067226890756;9.12863070539419;1.2987012987013;2.65486725663717;4.12371134020619;2.65486725663717;1.26582278481013;5.6;2.34192037470726;4.71976401179941;4.34782608695652;5.63380281690141;3.03867403314917;1.17647058823529;14;3.07692307692308;6.81818181818182;63.6363636363636;5.64516129032258;12.5;5.69620253164557;54.140127388535;1.80722891566265;4.48430493273543;5.12820512820513;1.5625;38.0434782608696;4.65116279069767;11.3636363636364;3.46820809248555;7.5;3.44827586206897;5.26315789473684;1.40845070422535;8.33333333333333
"16395";3.2258064516129;14.8936170212766;1.19047619047619;9.35251798561151;1.41643059490085;0.520833333333333;5.19480519480519;0;9.4017094017094;0.884955752212389;2.80373831775701;4.25531914893617;2.67857142857143;1.29449838187702;5.51181102362205;1.90930787589499;5.08982035928144;3.96039603960396;5.55555555555556;3.36134453781513;1.23456790123457;16.3265306122449;3.125;13.6363636363636;67.2727272727273;25.4237288135593;23.6363636363636;31.2101910828025;30.5732484076433;10.1190476190476;19.7247706422018;5.26315789473684;21.5189873417722;63.4408602150538;4.8780487804878;11.1111111111111;16.8604651162791;27.5;5.71428571428571;5.26315789473684;71.4285714285714;25.2336448598131
"16434";4.149377593361;0;2.19435736677116;10.4046242774566;2.80649926144756;1.69491525423729;5.22388059701493;1.80995475113122;9.0293453724605;1.86480186480186;3.96039603960396;5.11363636363636;4.39024390243902;1.89655172413793;5.67685589519651;1.63111668757842;5.80645161290323;3.71352785145889;2.5;3.70919881305638;1.28205128205128;13.4146341463415;1.69491525423729;13.8211382113821;10.2564102564103;23.5807860262009;17.5257731958763;19.4444444444444;29.375;10.7142857142857;20.4819277108434;1.37931034482759;22.9342327150084;45.9459459459459;5.06329113924051;2.4390243902439;16.1094224924012;6.12244897959184;5.22388059701493;1.36986301369863;38.9705882352941;23.4042553191489
"16474";11.4285714285714;50;22.0338983050847;10.5263157894737;30.4761904761905;10.2941176470588;26.6666666666667;17.6470588235294;18;25.3164556962025;13.8888888888889;3.125;11.7647058823529;23.4042553191489;1.63934426229508;11.9402985074627;29.0697674418605;5.76923076923077;8.33333333333333;20.9677419354839;31.25;47.8260869565217;28.5714285714286;20;33.3333333333333;0;9.375;34.7826086956522;26.8292682926829;47.0588235294118;50;34.8837209302326;24.0506329113924;42.8571428571429;75;0;22.2222222222222;0;6.30630630630631;6.25;65.5172413793103;48.7179487179487
"16475";2.94117647058824;14.7368421052632;1.85185185185185;8.16326530612245;2.9535864978903;1.03626943005181;5;1.72413793103448;11.0151187904968;1.09170305676856;2.69058295964126;4.3956043956044;2.26244343891403;1.92616372391653;4.81927710843374;2.37247924080664;3.87481371087928;7.28155339805825;7.9136690647482;3.80673499267936;0.645161290322581;14.9425287356322;4;11.8320610687023;66.6666666666667;23.9669421487603;26.027397260274;30.03300330033;58.1168831168831;11.0778443113772;18.7782805429864;4.54545454545455;21.939586645469;62.1468926553672;4.8780487804878;10.4651162790698;15.1702786377709;23.2258064516129;4.28571428571429;5.33333333333333;68.5714285714286;29.7560975609756
"16540";2.34375;14.2857142857143;0.584795321637427;3.584229390681;1.36239782016349;0;0;0;8.36820083682008;1.29310344827586;2.65486725663717;4.12371134020619;2.65486725663717;1.25391849529781;3.1496062992126;2.33644859813084;3.1700288184438;4.32692307692308;4.16666666666667;3.03030303030303;0;13.7254901960784;1.53846153846154;11.9402985074627;34.5454545454545;24.1935483870968;22.1238938053097;29.2993630573248;57.9617834394904;9.94152046783626;19.0265486725664;3.84615384615385;13.7931034482759;62.7659574468085;4.76190476190476;2.22222222222222;16.1849710982659;25.9259259259259;5.17241379310345;5.26315789473684;70;23.1481481481481
"16562";3.10077519379845;14.2857142857143;0.595238095238095;3.21428571428571;1.35869565217391;0;0;0.854700854700855;8.71369294605809;2.57510729613734;2.63157894736842;4.12371134020619;2.65486725663717;1.25391849529781;3.125;2.09302325581395;2.88184438040346;4.30622009569378;0;2.73224043715847;0;13.7254901960784;1.53846153846154;11.9402985074627;5.45454545454545;24.1935483870968;13.2743362831858;16.3522012578616;13.2911392405063;9.94152046783626;18.942731277533;1.28205128205128;21.5625;26.5957446808511;4.65116279069767;11.1111111111111;15.5172413793103;6.17283950617284;2.42214532871972;5.12820512820513;70.4225352112676;23.1481481481481
"60122";3.47826086956522;0;0.892857142857143;1.5695067264574;1.3986013986014;0;5;0;2.6378896882494;0;1.31578947368421;0;3.2258064516129;0.826446280991736;2.48756218905473;0.84985835694051;0;0.896860986547085;0;0.430416068866571;2.4390243902439;1.5625;1.88679245283019;0.588235294117647;5.88235294117647;0;2.5974025974026;1.21951219512195;2.36220472440945;0;3.47490347490348;1.17647058823529;5.67375886524823;24;5.88235294117647;3.84615384615385;1.06951871657754;0.847457627118644;0.763358778625954;12.5;22.8571428571429;2.56410256410256
"60150";3.50877192982456;0;1.34529147982063;1.34831460674157;1.3840830449827;0;4.93827160493827;0;2.63157894736842;0;1.28205128205128;0;3.2258064516129;0.819672131147541;2.48756218905473;0.845070422535211;0;0.898876404494382;0;0.433526011560694;3.17460317460317;1.61290322580645;1.88679245283019;0.595238095238095;5.88235294117647;0;2.63157894736842;1.25;2.34375;0;3.47490347490348;1.19047619047619;5.59440559440559;24;5.88235294117647;3.84615384615385;1.08108108108108;0.840336134453782;0.769230769230769;12.5;22.8571428571429;2.5974025974026
"60152";3.50877192982456;0;0.892857142857143;1.34831460674157;1.40350877192982;0;4.93827160493827;0;2.85714285714286;0;1.2987012987013;0;3.2258064516129;0.826446280991736;2.51256281407035;0.840336134453782;0;0.900900900900901;0;0.434153400868307;3.2258064516129;3.125;1.92307692307692;0.591715976331361;5.88235294117647;1;2.5974025974026;1.20481927710843;2.36220472440945;0;3.46153846153846;1.17647058823529;5.59440559440559;25;6.25;3.84615384615385;1.0752688172043;0.840336134453782;0.769230769230769;12.5;23.5294117647059;2.5974025974026
"60161";3.50877192982456;0;2.71493212669683;1.58013544018059;1.75438596491228;0;4.93827160493827;0;3.87409200968523;0;1.2987012987013;0;3.2258064516129;0.819672131147541;2.97029702970297;1.13636363636364;0;1.13122171945701;0;1.15440115440115;5.69105691056911;3.17460317460317;1.88679245283019;0.598802395209581;5.88235294117647;1.01010101010101;2.63157894736842;1.20481927710843;2.34375;0;3.47490347490348;2.35294117647059;5.63380281690141;20.8333333333333;5.88235294117647;5.88235294117647;2.67379679144385;1.70940170940171;0.763358778625954;13.1578947368421;23.5294117647059;2.63157894736842
"60192";4.49438202247191;0;1.25786163522013;1.93548387096774;1.99004975124378;2.67857142857143;8.33333333333333;0;6.57439446366782;1.21951219512195;1.88679245283019;0;4.65116279069767;1.25;2.96296296296296;1.56862745098039;0;1.98019801980198;0;0.662251655629139;2.35294117647059;2.4390243902439;2.63157894736842;0.934579439252336;8.33333333333333;3.07692307692308;4.76190476190476;2.27272727272727;4.59770114942529;0;3.33333333333333;1.53846153846154;9.18367346938776;33.3333333333333;14.2857142857143;5.26315789473684;1.55038759689922;2.77777777777778;2.24719101123596;17.2413793103448;26.0869565217391;5
"60210";6.45161290322581;0;1.35135135135135;2.29007633587786;1.76470588235294;0;6.12244897959184;0;4.21455938697318;0;4.34782608695652;1.42857142857143;4.76190476190476;1.28205128205128;0;1.82648401826484;0;1.12781954887218;0;0.738916256157635;6.45161290322581;5.55555555555556;2.56410256410256;0.970873786407767;8.33333333333333;3.27868852459016;4.16666666666667;1.85185185185185;5.47945205479452;0;6.2111801242236;1.96078431372549;9.27835051546392;35.2941176470588;0;6.25;4.13223140495868;1.40845070422535;1.19047619047619;20;30.7692307692308;3.7037037037037
"60249";3.50877192982456;0;0;1.37614678899083;0.709219858156028;0;5.06329113924051;0;1.72413793103448;0;0;0;3.27868852459016;0;0.5;0.578034682080925;1.05263157894737;0.453514739229025;0;0.441826215022091;3.2258064516129;3.17460317460317;1.92307692307692;1.19047619047619;5.88235294117647;2.02020202020202;2.63157894736842;0;4.0983606557377;4.34782608695652;3.98406374501992;1.19047619047619;2.14285714285714;22.7272727272727;0;3.84615384615385;1.0989010989011;0.87719298245614;1.55038759689922;12.5;20;1.31578947368421
"60261";3.47826086956522;0;0;0.892857142857143;0.350877192982456;0.602409638554217;5.12820512820513;0;1.45985401459854;0;1.33333333333333;0;0;0;0;1.12994350282486;0;0.900900900900901;0;0.29673590504451;3.2520325203252;1.63934426229508;1.88679245283019;0;3.03030303030303;1.01010101010101;2.63157894736842;0;2.41935483870968;0;3.55731225296443;0;2.8169014084507;24;0;3.84615384615385;0.543478260869565;0.862068965517241;0.769230769230769;12.5;20.5882352941176;1.31578947368421
"60287";3.50877192982456;0;0;0.446428571428571;0.343642611683849;0.595238095238095;5;0;0.954653937947494;0;1.28205128205128;0;0;0;0;0.835654596100279;0;0.896860986547085;0;0.429184549356223;3.2258064516129;3.17460317460317;1.92307692307692;0;5.88235294117647;0.99009900990099;2.5974025974026;1.19047619047619;1.5748031496063;0;2.69230769230769;0;2.7972027972028;20;0;3.84615384615385;1.06382978723404;0;0.763358778625954;12.5;20;1.2987012987013
"27514";0;0;1.53846153846154;0;0;2.08333333333333;0;1.92307692307692;5;3.07692307692308;6.25;0;0;2.56410256410256;0;1.0989010989011;2.02020202020202;1.69491525423729;0;0;0;0;0;0;0;0;7.14285714285714;0;0;0;0;6.89655172413793;0;0;0;0;3.125;0;0;0;0;0
"27555";2.32558139534884;0;0;1.23456790123457;0;1.78571428571429;0;1.72413793103448;4.12371134020619;0;2.63157894736842;0;0;2.7027027027027;1.88679245283019;1.03092783505155;0;1.69491525423729;0;0.892857142857143;0;0;0;5.33333333333333;0;0;3.57142857142857;0;0;0;0;9.67741935483871;0;0;0;0;9.375;0;1.58730158730159;0;11.1111111111111;5
"28448";0;0;0;1.36054421768707;0.483091787439614;0;4.25531914893617;0;0.671140939597315;0;0;0;2.5;1.01010101010101;0.666666666666667;0;0.769230769230769;0;2.12765957446809;0.531914893617021;0;3.57142857142857;2.94117647058824;3.55029585798817;3.33333333333333;1.44927536231884;3.26086956521739;3.7037037037037;5.35714285714286;2;0;2.27272727272727;2.97029702970297;5;0;0;4.58715596330275;4.16666666666667;4.95049504950495;6.38297872340426;3.84615384615385;0
