"AV241";"AV243";"AV244";"AV246";"AV249";"AV250";"AV251";"AV252";"AV253";"AV254";"AV256";"AV259";"AV260";"AV261";"AV262";"AV263A";"AV263B";"AV264B";"AV265";"AV266";"AV272";"AV273";"AV276";"AV278";"AV279";"AV280";"AV281";"AV282";"AV283";"AV284";"AV286";"AV287";"AV288";"AV289";"AV290";"AV291";"AV292";"AV293";"AV296";"AV297";"AV298";"AV299"
"298218";10.8695652173913;10;2.89855072463768;0;0.78125;6.45161290322581;5.76923076923077;4.16666666666667;2;1.73913043478261;6;4.34782608695652;3.8961038961039;0;0;4.16666666666667;8.82352941176471;10.2564102564103;2.12765957446809;3.06122448979592;0;4;4.42477876106195;6.21301775147929;1.85185185185185;1.88679245283019;3.80952380952381;2.46305418719212;2.94117647058824;2.92682926829268;0;2.54777070063694;1.29449838187702;2.56410256410256;0;12.3076923076923;0.680272108843537;0.943396226415094;4.3859649122807;8.03571428571429;0;2.46913580246914
"298230";2.08333333333333;3.33333333333333;7.2463768115942;1.76470588235294;6.25;6.52173913043478;3.77358490566038;12.7659574468085;3.09278350515464;9.00900900900901;10.2040816326531;7.89473684210526;13.1578947368421;5.98290598290598;5.26315789473684;8.45070422535211;8.75912408759124;0;10.4166666666667;3.2967032967033;14.6341463414634;1.36986301369863;3.2967032967033;4.22960725075529;13.3333333333333;6.25;2.88461538461538;7.5;13.5371179039301;5.91133004926108;9.09090909090909;10.738255033557;7.33333333333333;8;4.16666666666667;0;4.82758620689655;3.84615384615385;5.96330275229358;3.88349514563107;10.9677419354839;0
"298233";12.5;18.5185185185185;26.0869565217391;20.2312138728324;29.0322580645161;19.7802197802198;21.1538461538462;14.8936170212766;16.1616161616162;13.7614678899083;10.2040816326531;17.0212765957447;10.5263157894737;9.91735537190083;28.9473684210526;34.2657342657343;24.812030075188;19.4805194805195;15.2173913043478;27.6595744680851;0;6.94444444444444;19.6428571428571;15.3153153153153;9.61538461538461;1.9047619047619;1;17.7664974619289;12.5;8.76288659793815;3.64583333333333;1.93548387096774;1.97368421052632;11.8421052631579;24;11.7647058823529;17.7083333333333;21.4953271028037;19.1304347826087;10;0;4.93827160493827
"298236";10.8695652173913;17.2413793103448;24.2857142857143;24.1379310344828;15.4471544715447;17.5824175824176;34.6153846153846;12.7659574468085;38.7755102040816;21.9298245614035;18;8.88888888888889;26.3157894736842;20.8333333333333;13.5135135135135;27.7777777777778;27.906976744186;15.3846153846154;14.5833333333333;12.3711340206186;5.12820512820513;9.09090909090909;20.353982300885;19.4528875379939;18.75;16.1137440758294;10.5769230769231;13.7055837563452;15.3191489361702;23.6453201970443;8.58585858585859;7.79220779220779;8.49673202614379;25.6410256410256;8.33333333333333;16.4179104477612;20.7746478873239;20.7547169811321;20.5128205128205;24.7706422018349;11.25;12.5
"298254";0;0;2.89855072463768;0.591715976331361;0.813008130081301;0;1.88679245283019;0;0;0.87719298245614;4.08163265306122;2.22222222222222;1.2987012987013;0.862068965517241;13.8888888888889;1.41843971631206;0.769230769230769;7.79220779220779;0;1.03092783505155;0;7.89473684210526;6.42201834862385;6.36363636363636;1.92307692307692;0.478468899521531;0.961538461538462;5.61224489795918;1.78571428571429;5.0761421319797;1.5625;5.19480519480519;1.32890365448505;9.33333333333333;4;4.6875;3.2258064516129;15.0943396226415;6.19469026548673;0;0;0
"298258";0;0;0;0;1.63934426229508;1.0989010989011;13.2075471698113;0;1.01010101010101;2.65486725663717;2.04081632653061;0;0;3.27868852459016;0;0;2.27272727272727;1.2987012987013;0;1.08695652173913;4.8780487804878;0;0;2.72727272727273;2.51572327044025;0.476190476190476;0.952380952380952;1.50753768844221;0;3.10880829015544;3.07692307692308;0;1.63934426229508;0;3.84615384615385;1.51515151515152;2.40549828178694;0;0;0;4.43037974683544;0
"298261";27.0833333333333;10;13.0434782608696;7.42857142857143;7.93650793650794;6.45161290322581;34;6.52173913043478;6.18556701030928;11.5044247787611;4;8.51063829787234;13.1578947368421;8.06451612903226;8.57142857142857;15.2777777777778;9.02255639097744;5.12820512820513;6.25;4.04040404040404;10;4.05405405405405;11.5044247787611;23.2628398791541;7.00636942675159;20.7729468599034;5.88235294117647;12.7450980392157;7.45614035087719;16.7487684729064;9.13705583756345;6.5359477124183;11.8032786885246;4.05405405405405;8;23.8805970149254;15.4639175257732;15.5963302752294;12.6637554585153;3.53982300884956;12.5786163522013;3.7037037037037
"298278";8.69565217391304;11.1111111111111;5.97014925373134;7.2289156626506;7.6271186440678;5.61797752808989;37.2549019607843;2.12765957446809;3.03030303030303;6.25;8.33333333333333;8.51063829787234;16.4383561643836;2.54237288135593;7.89473684210526;5.18518518518519;10.3703703703704;1.35135135135135;11.1111111111111;7.60869565217391;18.4210526315789;2.66666666666667;9.82142857142857;11.1464968152866;7.33333333333333;13.0653266331658;0;6.18556701030928;4.03587443946188;9.5;9.13978494623656;2.64900662251656;8.63787375415282;4;11.5384615384615;9.23076923076923;9.02527075812274;21.3592233009709;6.69642857142857;0;6.36942675159236;2.5974025974026
"298286";2.22222222222222;0;2.85714285714286;5.35714285714286;4.20168067226891;3.2258064516129;30.7692307692308;4.16666666666667;0;1.78571428571429;0;2.22222222222222;0;0;5.55555555555556;0;1.5748031496063;1.33333333333333;2.08333333333333;1.04166666666667;10.5263157894737;0;0;2.17391304347826;0.632911392405063;0.99009900990099;0;3.15789473684211;0;9.23076923076923;0.523560209424084;1.30718954248366;2.31023102310231;0;13.0434782608696;3.07692307692308;2.8169014084507;3;0.888888888888889;0;0;0
"298287";4.34782608695652;0;1.72413793103448;4.96894409937888;5.08474576271186;3.44827586206897;32.6530612244898;4.76190476190476;4.16666666666667;3.96039603960396;0;6.81818181818182;1.42857142857143;6.08695652173913;0;2.29007633587786;3.2258064516129;2.8169014084507;10;1.0752688172043;13.1578947368421;6.25;0.917431192660551;4.64396284829721;4.57516339869281;4.59183673469388;4.08163265306122;5.23560209424084;2.80373831775701;8.76288659793815;3.2258064516129;4.28571428571429;2.05479452054795;0;16;3.2258064516129;5.26315789473684;2.94117647058824;5.99078341013825;1.98019801980198;4.72972972972973;1.40845070422535
"298393";8.51063829787234;23.3333333333333;8.82352941176471;13.6363636363636;15.0793650793651;5.55555555555556;3.84615384615385;13.0434782608696;16;24.7787610619469;30.6122448979592;8.33333333333333;13.3333333333333;12.5;2.63157894736842;9.35251798561151;16.6666666666667;15.3846153846154;8.51063829787234;15.3061224489796;10;11.8421052631579;18.8679245283019;13.4328358208955;12.8205128205128;4.34782608695652;14.1414141414141;13.4328358208955;9.32203389830508;15.6862745098039;12.0603015075377;4.48717948717949;7.86885245901639;4.05405405405405;20;16.4179104477612;13.2404181184669;9.61538461538461;15.0442477876106;6.79611650485437;6.2111801242236;15.1898734177215
"298394";4.25531914893617;0;0;0;1.6;0;0;6.38297872340426;0;1.76991150442478;0;0;0;0;2.63157894736842;1.3986013986014;0.746268656716418;1.26582278481013;6.25;0;0;0;0;2.71084337349398;0;0.956937799043062;0;4.92610837438424;0.431034482758621;1.94174757281553;2.04081632653061;0;0.643086816720257;0;0;7.35294117647059;1.01694915254237;0;0.865800865800866;0;2.5;1.23456790123457
"298398";0;0;0;1.24223602484472;0;0;5.66037735849057;12.7659574468085;1.05263157894737;1.78571428571429;4.16666666666667;2.12765957446809;0;5.04201680672269;0;1.55038759689922;2.23880597014925;1.28205128205128;6.25;0;0;0;4.46428571428571;0.297619047619048;4.40251572327044;0;0.970873786407767;2.51256281407035;3.91304347826087;1.47783251231527;0;0;0.328947368421053;0;7.69230769230769;1.51515151515152;2.77777777777778;0;3.8961038961039;0;0;0
"298411";0;0;2.89855072463768;0;0.8;0;1.92307692307692;0;0.99009900990099;0;0;2.12765957446809;2.63157894736842;1.61290322580645;0;2.11267605633803;2.18978102189781;5.47945205479452;0;1.01010101010101;0;0;0.917431192660551;2.67857142857143;0.641025641025641;0;1;3.51758793969849;1.2987012987013;2;1.02564102564103;2.56410256410256;1.94805194805195;0;12.5;1.47058823529412;1.02040816326531;0;2.58620689655172;0;1.25;5
"298413";6.38297872340426;3.33333333333333;0;0;1.6;1.06382978723404;0;0;0;0;0;0;0;3.2;0;0.689655172413793;2.94117647058824;6.41025641025641;0;3.03030303030303;5;0;5.35714285714286;1.48809523809524;1.88679245283019;0;0;4.43349753694581;0.851063829787234;8.95522388059701;2.52525252525253;0;0.651465798045603;1.2987012987013;0;3.03030303030303;0.699300699300699;0;2.1551724137931;0.892857142857143;3.1055900621118;2.53164556962025
"298421";0;13.3333333333333;7.14285714285714;0;3.96825396825397;4.3956043956044;3.77358490566038;2.27272727272727;0;3.47826086956522;7.84313725490196;4.25531914893617;0;1.6260162601626;5.40540540540541;9.6551724137931;7.40740740740741;3.79746835443038;6.38297872340426;1.02040816326531;0;0;5.21739130434783;4.47761194029851;2.5;2.85714285714286;0.980392156862745;3.94088669950739;0.851063829787234;1.94174757281553;0;3.24675324675325;0.983606557377049;0;7.69230769230769;6.06060606060606;2.07612456747405;12.3809523809524;2.97872340425532;0.900900900900901;0.62111801242236;0
"298422";6.25;0;10;2.8735632183908;3.125;21.7391304347826;16.9811320754717;8.33333333333333;1.98019801980198;3.47826086956522;5.88235294117647;4.16666666666667;0;1.6260162601626;0;6.25;5.26315789473684;2.53164556962025;0;1.01010101010101;0;5.26315789473684;21.2389380530973;4.14201183431953;1.85185185185185;0;3.77358490566038;7.28155339805825;4.25531914893617;4.34782608695652;2.53807106598985;3.84615384615385;1.32450331125828;1.28205128205128;0;2.94117647058824;2.71186440677966;12.962962962963;6.80851063829787;1.78571428571429;4.93827160493827;1.25
"298424";14.8936170212766;0;1.44927536231884;1.20481927710843;3.93700787401575;8.51063829787234;0;6.52173913043478;1;6.08695652173913;2;0;2.66666666666667;0.813008130081301;23.5294117647059;11.8881118881119;5.88235294117647;0;2.12765957446809;5.05050505050505;2.4390243902439;4;0.900900900900901;7.98816568047337;8.22784810126582;11.4832535885167;7.61904761904762;5.41871921182266;11.587982832618;3.46534653465347;4.45544554455446;8.97435897435897;7.49185667752443;2.63157894736842;0;3.07692307692308;1.71821305841924;8.41121495327103;5.55555555555556;6.30630630630631;0.628930817610063;10.9756097560976
"298425";0;0;0;4.57142857142857;1.61290322580645;5.31914893617021;1.88679245283019;0;3.03030303030303;0.884955752212389;6.25;0;0;1.6260162601626;10.8108108108108;8.27586206896552;2.94117647058824;2.53164556962025;8.33333333333333;3;0;1.31578947368421;7.9646017699115;2.67062314540059;1.86335403726708;0.943396226415094;1.92307692307692;4.41176470588235;3.82978723404255;4.36893203883495;0.5;0.641025641025641;5.78778135048232;1.36986301369863;0;2.98507462686567;5.80204778156997;2.75229357798165;5.53191489361702;7.9646017699115;0;1.21951219512195
"298437";0;0;0;0;0;0;1.96078431372549;0;0;0.869565217391304;0;0;0;0;0;0.704225352112676;0;0;2.17391304347826;0;2.4390243902439;9.21052631578947;0;0.884955752212389;0;3.7914691943128;3.80952380952381;2.9126213592233;1.27118644067797;0;1.49253731343284;0.641025641025641;2.88461538461538;5.12820512820513;0;0;0;2.80373831775701;1.28755364806867;0;0.625;0
"298452";2.08333333333333;6.66666666666667;4.28571428571429;2.85714285714286;2.36220472440945;6.38297872340426;9.43396226415094;6.25;3.96039603960396;6.03448275862069;0;16.6666666666667;5.26315789473684;0;8.10810810810811;8.33333333333333;5.88235294117647;0;15.2173913043478;5;5;2.66666666666667;5.30973451327434;4.51807228915663;2.48447204968944;8.05687203791469;1.9047619047619;5.8252427184466;6.43776824034335;2.95566502463054;1.99004975124378;1.94805194805195;3.54838709677419;3.94736842105263;0;2.94117647058824;3.78006872852234;1.8348623853211;8.58369098712446;3.57142857142857;2.48447204968944;7.5
"298455";0;0;0;0;0.793650793650794;0;0;0;0.99009900990099;0;0;6.25;2.5974025974026;0;0;2.75862068965517;2.96296296296296;2.53164556962025;0;9.09090909090909;4.8780487804878;10.5263157894737;0;1.78041543026706;0.636942675159236;2.85714285714286;0;1.94174757281553;1.68067226890756;0;0.5;2.02702702702703;0.657894736842105;0;0;2.98507462686567;1.69491525423729;4.58715596330275;1.76211453744493;4.46428571428571;1.25;1.21951219512195
"298463";2.12765957446809;10;7.14285714285714;2.27272727272727;10.9375;3.19148936170213;13.4615384615385;2.08333333333333;0;0.884955752212389;0;0;1.31578947368421;4.0650406504065;23.6842105263158;5.51724137931035;8.69565217391304;6.49350649350649;0;1.02040816326531;4.8780487804878;0;2.75229357798165;3.01204819277108;1.86335403726708;2.83018867924528;0;3.41463414634146;7.23404255319149;3.90243902439024;0.995024875621891;9.80392156862745;2.25806451612903;0;8;1.47058823529412;4.92957746478873;12.962962962963;3.03030303030303;0.909090909090909;3.72670807453416;1.21951219512195
"298466";0;0;0;1.14942528735632;0;1.06382978723404;0;0;0;0.87719298245614;0;0;0;0;0;0;1.45985401459854;1.26582278481013;2.08333333333333;3;2.63157894736842;1.35135135135135;3.47826086956522;2.13414634146341;0;0;0;1.47058823529412;0;0.975609756097561;2;7.64331210191083;0.651465798045603;1.2987012987013;0;7.46268656716418;1.36054421768707;0;0;0;1.23456790123457;2.53164556962025
"298468";0;0;1.44927536231884;0.581395348837209;0;1.16279069767442;0;0;7.07070707070707;2.88461538461538;2.12765957446809;2.17391304347826;0;3.36134453781513;0;0;0.775193798449612;0;13.0434782608696;0;0;1.31578947368421;19.4690265486726;3.33333333333333;1.31578947368421;1.46341463414634;1.92307692307692;5.05050505050505;2.66666666666667;2.95566502463054;1.02564102564103;1.33333333333333;4.93421052631579;1.33333333333333;0;1.47058823529412;1.05633802816901;1.86915887850467;3.91304347826087;1.8018018018018;0.632911392405063;11.1111111111111
"298487";2.27272727272727;0;1.53846153846154;0;2.41935483870968;0;0;2.08333333333333;4;3.47826086956522;0;0;0;0;0;0;0;0;6.25;4.04040404040404;0;0;0;0.298507462686567;2.5;1.4218009478673;5.76923076923077;0.48780487804878;3.47826086956522;0;0;0.65359477124183;1.60771704180064;2.66666666666667;0;0;1.02040816326531;0.917431192660551;0.427350427350427;7.14285714285714;0.625;1.21951219512195
"298494";2.17391304347826;0;4.83870967741935;2.32558139534884;2.5;0;0;2.22222222222222;2;2.72727272727273;5.88235294117647;0;2.94117647058824;3.2;5.40540540540541;0;3.00751879699248;7.79220779220779;4.25531914893617;2.02020202020202;0;2.7027027027027;2.12765957446809;2.14067278287462;13.4228187919463;2.89855072463768;2.9126213592233;1.48514851485149;4.84581497797357;7.80487804878049;2.97029702970297;5.16129032258065;3.59477124183007;4;0;6.06060606060606;2.43055555555556;1.26582278481013;6.69856459330144;2;4.54545454545455;2.56410256410256
"219267";0;0;0;0;4.85436893203883;0;0;6.25;0;0;4.16666666666667;0;0;0;0;0;3.125;0;0;8.69565217391304;0;0;0;0;0;0;0;0;0;0;50;0;0;9.09090909090909;0;0;0;4.76190476190476;0;0;0;16.6666666666667
"219268";0;0;4;0;4.62962962962963;0;0;5.88235294117647;0;0;8.33333333333333;0;0;0;0;0;1.61290322580645;0;0;10.2040816326531;0;26.6666666666667;0;0;0;0;0;0;0;0;0;0;0;9.09090909090909;0;0;0;0;2.04081632653061;0;0;14.2857142857143
"219275";0;0;8;0;0.925925925925926;0;3.7037037037037;0;0;4.16666666666667;8.33333333333333;0;0;0;0;1.53846153846154;0;0;7.14285714285714;10.6382978723404;0;0;0;3.57142857142857;0;0;0;0;5.88235294117647;0;0;0;0;9.09090909090909;0;20;0;0;2;0;0;0
"219294";0;0;0;0;6.66666666666667;0;0;6.25;0;0;8;5.55555555555556;0;0;0;0;0;0;0;10.8695652173913;0;0;0;0;0;0;0;6.25;0;0;0;0;0;9.52380952380952;0;0;2.4390243902439;0;0;0;0;0
"219316";0;0;0;0;1.9047619047619;0;0;5.88235294117647;0;0;4;0;0;0;0;0;0;0;0;10.2040816326531;0;0;0;0;0;0;0;0;0;0;0;0;5.55555555555556;9.09090909090909;0;0;0;0;0;0;0;0
"219333";0;0;0;1.33333333333333;0.943396226415094;0;0;5.88235294117647;0;0;4.16666666666667;0;0;0;0;12.3076923076923;0;0;7.69230769230769;10.4166666666667;0;0;0;0;0;0;0;0;0;16.6666666666667;0;0;0;9.09090909090909;0;0;6.97674418604651;0;0;0;0;0
"219348";0;0;0;0;0.917431192660551;0;0;5.88235294117647;0;0;4.34782608695652;0;14.2857142857143;0;0;0;0;0;0;10.4166666666667;0;0;0;0;0;40;0;0;0;0;0;0;5.26315789473684;10;0;0;0;4.76190476190476;0;0;0;0
"219379";0;0;8.69565217391304;0;6.79611650485437;0;0;5.88235294117647;0;0;8;0;28.5714285714286;0;8;0;1.61290322580645;0;0;14.6341463414634;66.6666666666667;7.69230769230769;0;0;0;20;0;0;0;0;0;0;5.26315789473684;9.09090909090909;0;0;0;0;4.08163265306122;40;0;33.3333333333333
"219482";18.1818181818182;0;0;0;0;0;0;0;11.1111111111111;0;4;0;0;0;3.7037037037037;11.4754098360656;15.8730158730159;0;0;10.2040816326531;0;0;0;0;0;0;0;0;0;0;0;0;0;9.52380952380952;0;0;0;0;0;0;0;0
"219496";0;0;0;2.73972602739726;0.934579439252336;5;0;12.5;2.17391304347826;4.34782608695652;4;0;28.5714285714286;8;11.5384615384615;7.93650793650794;6.25;0;0;10.2040816326531;16.6666666666667;0;0;0;0;20;0;0;0;0;0;0;16.6666666666667;9.09090909090909;0;40;15;5;4.44444444444444;0;0;0
"219520";0;0;0;1.33333333333333;8.33333333333333;0;0;0;0;4.76190476190476;4;0;0;0;0;0;0;0;0;14.2857142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.76190476190476;0;0;0;0
"219523";0;0;0;0;1.86915887850467;0;0;0;0;0;4;0;0;0;0;0;0;0;0;10.4166666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;9.09090909090909;0;0;0;0;0;0;15;0
"219524";0;16.6666666666667;8;6.75675675675676;27.1028037383178;4.76190476190476;7.69230769230769;0;0;0;4.16666666666667;5.26315789473684;0;0;0;14.2857142857143;1.5625;0;0;12.5;0;0;5.55555555555556;0;0;0;0;18.75;0;0;14.2857142857143;8.33333333333333;0;31.8181818181818;0;0;6.81818181818182;15;0;0;26.3157894736842;0
"219590";6.66666666666667;0;3.84615384615385;17.5675675675676;4.58715596330275;4.76190476190476;0;0;0;12.5;16;15.7894736842105;0;0;37.037037037037;4.61538461538461;1.58730158730159;0;0;10.4166666666667;0;6.66666666666667;0;0;8.69565217391304;0;0;0;0;16.6666666666667;14.2857142857143;0;0;9.09090909090909;16.6666666666667;0;0;4.76190476190476;10.4166666666667;0;0;0
"83060";4.93827160493827;5.17241379310345;0;1.77514792899408;0.914634146341463;1.94805194805195;0;2.40963855421687;0.470588235294118;0.609756097560976;1.31578947368421;1.36986301369863;2.94117647058824;3.33333333333333;3.63636363636364;2.31788079470199;5;1.23456790123457;1.85185185185185;1.44;3.44827586206897;2.12765957446809;3.125;0;3.7037037037037;3.26086956521739;2.40963855421687;3.8961038961039;0.775193798449612;5.40540540540541;1.3953488372093;1.14942528735632;0.8;11.7647058823529;0;3.125;0.735294117647059;1.94174757281553;4.37956204379562;4.16666666666667;2.85714285714286;5.12820512820513
