chr	start	end	strand	pvalue	qvalue	meth.diff
OX371314.1	32570315	32570315	+	2.94400899694282e-06	3.16239980302381e-05	-30.2108504182726
OX371314.1	32570350	32570350	+	4.40051748856391e-05	0.000325236497632444	-14.1516565085634
OX371314.1	32646557	32646557	+	2.59014098634163e-05	0.000207298626705535	24.068240561248
OX371314.1	32681241	32681241	+	0.00103158383474338	0.0046124816365801	-12.6640926640927
OX371314.1	33321228	33321228	-	0.00691807962490483	0.020846288890133	10.001017597123
OX371314.1	34056226	34056226	+	2.77767503008692e-05	0.000219872045145073	12.57333166552
OX371314.1	49146084	49146084	+	0.00940039813842509	0.0263759271910839	10.8128880583519
OX371314.1	55678014	55678014	+	0.0213427841184111	0.0490307321522414	-23.1071063361426
OX371314.1	62469817	62469817	+	1.57160156685533e-11	6.98967916952727e-10	-10.0608287598336
OX371314.1	64241070	64241070	+	4.38932756179932e-08	7.90568002948136e-07	28.2329901305986
OX371314.1	64241113	64241113	+	1.4337688702069e-24	4.68993786186184e-22	-33.9193451434396
OX371314.1	67096554	67096554	-	0.000443808596004688	0.00228855686736684	12.7380814312384
OX371314.1	67379947	67379947	-	0.0210232903791562	0.0484834883032278	-20.1998257465178
OX371314.1	67379971	67379971	-	0.00392220079116284	0.0135556188525958	10.2859778597786
OX371314.1	67380157	67380157	-	0.000107142013864257	0.000701840595047028	18.8383133831338
OX371314.1	73306674	73306674	-	1.16713637909556e-06	1.41230085846665e-05	86.5462229265716
OX371314.1	73306682	73306682	-	7.76354016389274e-06	7.34602426984111e-05	53.3155487804878
OX371314.1	86542657	86542657	+	1.30651501639823e-07	2.05401838582251e-06	12.3869804704769
OX371314.1	86542712	86542712	+	2.23998835422058e-07	3.34522721910331e-06	-17.8864534983669
OX371314.1	86542753	86542753	+	5.99667768821036e-29	2.76399760072747e-26	-36.7270642986689
OX371314.1	86542907	86542907	+	2.0855138537785e-08	4.22109366343703e-07	-23.8741124266448
OX371314.1	91198923	91198923	-	0.000291674175019015	0.00161797356794042	15.0981951532021
OX371314.1	91199099	91199099	-	0.000329392915996913	0.00179577096916147	14.0373290125573
OX371314.1	91199129	91199129	-	4.68011998940556e-05	0.000341914215338134	14.1087669753727
OX371314.1	105877454	105877454	+	0.00694855067537241	0.0209204866115057	-21.0767468499427
OX371314.1	105877466	105877466	+	0.00590452754568445	0.0184861777119529	-20.5249583119049
OX371314.1	105877695	105877695	+	2.48650922380609e-07	3.63836676309855e-06	14.6118721461187
OX371314.1	126337630	126337630	+	0.00249513415772548	0.00947970807436128	-10.184434431866
OX371314.1	126337700	126337700	+	0.00221460650422049	0.00861070319646772	-10.3451536643026
OX371314.1	133892310	133892310	-	0.00772423575706514	0.0226965682951007	-10.0762491224425
OX371314.1	133892357	133892357	-	0.0132953346194842	0.0342131672340793	17.8765382730064
OX371314.1	135543597	135543597	-	2.016847106502e-05	0.000167086435532198	-13.8952164009112
OX371314.1	135543910	135543910	-	4.56751938572719e-11	1.80217479604587e-09	-18.0690786102286
OX371314.1	153948310	153948310	+	0.000326753492232954	0.00178522064969339	12.4030582432097
OX371314.1	261020977	261020977	+	4.18229358566404e-08	7.60028630540443e-07	-34.9468713105077
OX371314.1	261021036	261021036	+	5.1963031831311e-15	4.42789339920543e-13	-96.7980295566502
OX371314.1	261021382	261021382	+	2.22003364312614e-08	4.42274000098624e-07	-34.4300822561692
OX371314.1	263022561	263022561	+	2.98589826051919e-16	3.15393986432852e-14	-10.1170543500025
OX371314.1	279013666	279013666	-	0.00439673654610311	0.0147229045061171	11.6751226554246
OX371314.1	279013796	279013796	-	0.00708933167379943	0.0212499847751219	-31.818734650918
OX371314.1	279013852	279013852	-	0.00162838082417903	0.00673418664805732	40.6494960806271
OX371314.1	312005908	312005908	-	7.64634401874341e-18	9.94051457905239e-16	92.7601557006382
OX371314.1	312005923	312005923	-	9.45383930210671e-09	2.11621432324882e-07	-47.2931053065973
OX371314.1	312005931	312005931	-	0.00750985364357257	0.0221797436465698	-28.4305722882801
OX371314.1	317253234	317253234	-	1.7047061650197e-07	2.63107845253621e-06	-10.1599341542533
OX371314.1	317253292	317253292	-	5.03789788312073e-05	0.000365158388184375	-14.5435055082789
OX371314.1	318204142	318204142	+	0.000129533797729777	0.000824032645156409	13.1829389385369
OX371314.1	318204185	318204185	+	7.05136369590308e-05	0.000488406768959337	-18.8120711448176
OX371314.1	321102052	321102052	+	6.25073339415929e-05	0.000438341226571551	15.0678315994246
OX371314.1	325954067	325954067	-	1.34046045189815e-51	3.39815864059262e-48	50.7200682755371
OX371314.1	325954088	325954088	-	8.10146341000547e-44	1.17358640667823e-40	52.4161323297091
OX371314.1	325954091	325954091	-	0.000438549301295702	0.00226848148941672	-12.0853283840479
OX371314.1	331948054	331948054	-	0.0214904500146142	0.0492917946573196	14.2609111788027
OX371314.1	331948271	331948271	-	3.81623134595425e-06	3.91676382979181e-05	-18.0715167254429
OX371314.1	331948289	331948289	-	0.000229932953280334	0.00132702496030156	11.6751941268444
OX371314.1	331948324	331948324	-	0.0218469715683325	0.0499423252322755	-10.6172856279607
OX371314.1	331948336	331948336	-	0.0155430387787221	0.0385207416792522	-12.0271866621783
OX371314.1	333493652	333493652	-	0.00656774081864063	0.0200296791287391	-19.3408869395711
OX371314.1	333493664	333493664	-	0.000743034150189829	0.00351348174714661	-16.0372916470477
OX371314.1	333493695	333493695	-	2.86584717864661e-06	3.09153957299593e-05	18.8784105851414
OX371314.1	335322331	335322331	+	4.33255222833718e-06	4.39332612004922e-05	-25.1272848353912
OX371314.1	335322516	335322516	+	0.00615133489244887	0.0191103595117097	17.054785300848
OX371314.1	335322552	335322552	+	4.63224443629913e-05	0.00033914961677592	17.9485755025323
OX371314.1	339914026	339914026	+	0.00464206165949817	0.0153678652445732	-10.4719975511596
OX371314.1	343900055	343900055	-	1.6122182496135e-10	5.61798376184437e-09	21.2439557909279
OX371314.1	344020381	344020381	+	0.000793527697598417	0.00370128209305094	-14.7478791453069
OX371314.1	348043694	348043694	-	0.0150601279444021	0.037549497089712	-13.0455185358986
OX371314.1	348318593	348318593	+	0.000198832965708193	0.00118045696689317	-11.6712512343067
OX371314.1	354873535	354873535	-	7.01096083280986e-05	0.000486272605505602	12.3405425219941
OX371314.1	355142262	355142262	-	0.00496300774226476	0.016218579456697	-10.6098906276851
OX371314.1	355619300	355619300	+	0.00106175065690963	0.00472005314748995	13.9753300367012
OX371314.1	355619382	355619382	+	0.000643131815693793	0.00311885796782456	10.693473848205
OX371314.1	355619512	355619512	+	0.00357560518963707	0.0125850787184906	14.1615160556976
OX371314.1	361697938	361697938	+	3.44257892630063e-08	6.44071756417897e-07	-19.0357536161946
OX371314.1	361697950	361697950	+	3.13330788007786e-07	4.44994347934204e-06	-17.1976124393405
OX371314.1	364421853	364421853	+	9.08244317647036e-19	1.48217806389499e-16	35.5469034276981
OX371314.1	367264141	367264141	+	0.0133267181266395	0.0342551473672025	-13.567262583999
OX371314.1	367264316	367264316	+	1.4726248180312e-31	9.39954592751682e-29	-47.3339353995734
OX371314.1	388232782	388232782	+	0.000235187477898521	0.00135119839542801	-15.5774613605939
OX371314.1	388232811	388232811	+	2.2215464112227e-05	0.000181231588785938	20.6507993625662
OX371314.1	393228505	393228505	+	1.18442217645293e-09	3.30864019103654e-08	-23.8865301365301
OX371314.1	394410982	394410982	+	0.000148962609806422	0.000919927825580648	-15.5060143075124
OX371314.1	394411016	394411016	+	0.000665951696579457	0.00321188067745408	-21.9021315227537
OX371314.1	394411234	394411234	+	0.00188096114857141	0.00756583063701636	19.2087334810802
OX371314.1	395515381	395515381	-	1.46461293239357e-12	8.25087476353411e-11	-41.8402248636933
OX371314.1	400688257	400688257	+	0.000339993178236734	0.00184661143692165	-23.833698703896
OX371314.1	404041218	404041218	+	6.54062304644393e-05	0.000456774803699909	-13.1258447200182
OX371314.1	409572687	409572687	+	0.0018255888351232	0.00737064503252898	23.285270649506
OX371314.1	409572802	409572802	+	1.14300223575503e-18	1.78313144591361e-16	32.1789079900817
OX371314.1	416053493	416053493	-	0.00236709364393389	0.00907907757294823	-11.1012672896015
OX371314.1	423623942	423623942	+	2.5612195045412e-08	5.00517647252094e-07	-31.7749546445261
OX371314.1	423623974	423623974	+	7.39440958473139e-08	1.26019041758547e-06	44.0684342884299
OX371314.1	427861056	427861056	-	9.38339910990828e-07	1.16605669219752e-05	46.9510840678128
OX371314.1	429306968	429306968	-	0.00113968468300419	0.00501811268291698	11.17395864549
OX371314.1	431605972	431605972	-	0.000586915669509547	0.00289187801590703	-14.3495482434566
OX371314.1	431606164	431606164	-	0.00876129846225499	0.0249977365932191	-17.4573118065245
OX371314.1	431606193	431606193	-	0.000163677229394173	0.000998034723572634	10.3374167203955
OX371314.1	438866317	438866317	-	7.86687176138513e-08	1.32934771600019e-06	-13.5813507693924
OX371314.1	439456626	439456626	-	5.09376746808247e-12	2.55703917503296e-10	-43.9712309339817
OX371314.1	439456806	439456806	-	3.95667878612972e-09	9.76199561692694e-08	-10.5734355254304
OX371314.1	439456845	439456845	-	0.000293584479018989	0.00162679053865947	-11.0263136401416
OX371314.1	439702410	439702410	+	1.43029179780611e-18	2.16470879243808e-16	54.3560689683486
OX371314.1	439702449	439702449	+	0.00964038727132515	0.0268804370616645	-11.8220326023794
OX371314.1	442590436	442590436	+	2.41850849264289e-07	3.54910791731174e-06	-13.9763669806588
OX371314.1	449323105	449323105	-	1.11512698047686e-12	6.31714620534945e-11	-10.408231104076
OX371314.1	449323317	449323317	-	1.19281493368058e-13	7.80352821979668e-12	-18.8391250173058
OX371314.1	463609605	463609605	+	0.00229399558464323	0.00886161556702544	14.3437873575837
OX371314.1	463609794	463609794	+	1.8966280805652e-07	2.88773663650674e-06	21.0018112768457
OX371314.1	463609830	463609830	-	3.23570751658546e-07	4.57614458631282e-06	-14.8197067758552
OX371314.1	463609842	463609842	-	4.16512558427151e-05	0.0003105796840018	-10.1358797002679
OX371314.1	468202903	468202903	+	0.00410971431780702	0.014012650979738	-11.8196560921019
OX371314.1	469775945	469775945	-	2.19265554639077e-07	3.28907178067597e-06	-19.5725673418141
OX371314.1	470942560	470942560	-	2.06446319046208e-15	1.86912676666974e-13	-57.0396501671995
OX371314.1	471520343	471520343	-	1.3231296080178e-09	3.65582972175201e-08	33.1529056376821
OX371314.1	475613331	475613331	-	1.72712304852811e-08	3.61103066920282e-07	14.3552700424394
OX371314.1	479453839	479453839	-	0.00161652100967207	0.0066933294844594	-10.356609211571
OX371314.1	479453851	479453851	-	0.000738684438843322	0.00349858088242115	11.0486716866721
OX371314.1	481140327	481140327	-	0.00422121309882078	0.0142966773754104	25.6612017857232
OX371314.1	483518064	483518064	+	0.000503324347614334	0.00254667417282308	-24.8183691173281
OX371314.1	485101364	485101364	+	0.00267888129948596	0.0100256911366708	-12.0224487694367
OX371314.1	485101422	485101422	+	2.09561130489063e-05	0.000172764798064609	-10.380791409823
OX371314.1	487205472	487205472	+	0.00059999011786179	0.00294058164755295	-14.9660948233302
OX371314.1	497081179	497081179	+	1.24267393479453e-05	0.000110052861221744	23.8082663213848
OX371314.1	497081206	497081206	+	1.00512003425665e-06	1.23992594537812e-05	-11.0165319959134
OX371314.1	497081449	497081449	+	6.95579420510367e-06	6.67300381026815e-05	-15.4011869635193
OX371314.1	498204621	498204621	+	0.000212838670505449	0.0012472589126767	16.8206027101733
OX371314.1	498376941	498376941	-	0.00167634660908511	0.00688481644453701	-17.084896148417
OX371314.1	499880060	499880060	-	0.000408773538002459	0.00214215770492874	-20.2444503022679
OX371314.1	511237034	511237034	-	0.00502948327151181	0.0163777559570923	-14.1274480285994
OX371314.1	511237046	511237046	-	0.00266340344975331	0.00998433913613958	-14.0701428668463
OX371314.1	511237058	511237058	-	2.37065000108026e-08	4.69512452184828e-07	-34.8828440246443
OX371314.1	518317144	518317144	-	2.79762085440563e-05	0.000221111757218853	-12.7749188631989
OX371314.1	519916544	519916544	-	6.54594900461338e-08	1.14051044958074e-06	-25.1920542972926
OX371314.1	523704611	523704611	-	0.000417401633311988	0.00217986804956351	10.8745105561887
OX371314.1	527463246	527463246	-	0.000368669626074222	0.00196862061856465	14.8608042421564
OX371314.1	528465629	528465629	+	3.73523624943837e-15	3.20985714153393e-13	32.8151722970113
OX371314.1	529361245	529361245	-	5.16756396628176e-09	1.23586103664444e-07	28.026264164878
OX371314.1	529361260	529361260	-	0.000334047105956253	0.00181723645823636	31.1278195488722
OX371315.1	12262105	12262105	-	1.03363323307586e-10	3.7567465531763e-09	41.0173034490768
OX371315.1	12262161	12262161	-	5.32210663925728e-09	1.26982618366347e-07	41.8028247022985
OX371315.1	12262276	12262276	-	2.60239188088386e-05	0.000207623630333616	-10.2678124756812
OX371315.1	20970935	20970935	-	1.6702871257181e-06	1.92906229927494e-05	26.51366673682
OX371315.1	20970937	20970937	-	2.57844388846961e-05	0.000206688729178272	-25.85185072214
OX371315.1	20971144	20971144	-	0.0104071635458755	0.0284528111815875	-12.4214417744917
OX371315.1	23654772	23654772	-	0.0136362027597176	0.0348148361101686	14.017312610663
OX371315.1	23654957	23654957	-	0.000844944697944602	0.00390162553580206	24.9629867726414
OX371315.1	23655024	23655024	-	1.48284048641733e-08	3.15228657092525e-07	34.8782597948338
OX371315.1	23655039	23655039	-	6.22075215884683e-05	0.000436842960245688	-43.7412587412587
OX371315.1	24033126	24033126	+	7.94347397148446e-05	0.000542782968145853	23.6898805879828
OX371315.1	24033155	24033155	+	0.00277278901839451	0.0103181052703512	-14.4462553941813
OX371315.1	24470673	24470673	+	0.0166417776475459	0.0405716263106646	15.7270112926983
OX371315.1	24470745	24470745	+	0.00018884264414034	0.00112841244202849	-32.9881166592854
OX371315.1	28323509	28323509	+	0.0081513392021353	0.02365678380142	-27.5690522487606
OX371315.1	28323512	28323512	+	0.0143072492157588	0.0360714592304459	-21.992991081691
OX371315.1	28323556	28323556	+	7.71965342582605e-08	1.30901991802511e-06	55.2022207228639
OX371315.1	28323689	28323689	+	4.6200185269712e-07	6.23811556172313e-06	-21.7866171387298
OX371315.1	28323779	28323779	+	0.0197921030214476	0.04620341723044	30.5585790619434
OX371315.1	32139620	32139620	+	6.61211168067805e-08	1.15006201964427e-06	24.119033421359
OX371315.1	32139837	32139837	+	0.00122195619175762	0.00531117404423568	-12.6061807297144
OX371315.1	40797053	40797053	+	0.00659060777673381	0.0200918727923682	-13.9300546944148
OX371315.1	55609393	55609393	-	0.0169209543969163	0.0410485866962862	-17.9541850065863
OX371315.1	55609424	55609424	-	7.44479821008342e-05	0.000512902735645097	-11.7829939835808
OX371315.1	55609448	55609448	-	0.00136980626162362	0.00583948241044723	-21.6745952723384
OX371315.1	55609456	55609456	-	0.00101203999098566	0.00455295542125167	-30.2547105798841
OX371315.1	59596275	59596275	+	4.73731675911979e-05	0.000345346397792627	10.4542772861357
OX371315.1	68598631	68598631	+	9.52616374585208e-05	0.000633844477871378	37.1330860461503
OX371315.1	68598782	68598782	+	0.00237250424942152	0.00909215424631432	21.4454607678427
OX371315.1	68598794	68598794	+	0.000419133557582652	0.00218740534381891	-20.5856893059331
OX371315.1	86962701	86962701	-	6.05403218318377e-06	5.88586169100381e-05	15.7061733798014
OX371315.1	86962951	86962951	-	9.41253132254356e-05	0.000627106666653014	-13.0351474247147
OX371315.1	89548525	89548525	+	1.32418198883962e-07	2.07540847587456e-06	28.9814100022951
OX371315.1	89548838	89548838	+	0.00868730911811367	0.0248425504015216	11.007550117157
OX371315.1	93217616	93217616	-	0.00191098206584281	0.00766011655802233	-11.1468531468532
OX371315.1	101337361	101337361	+	0.00092992681709701	0.0042285701981024	12.4157658290046
OX371315.1	101666674	101666674	+	0.00993080638979444	0.027476421608256	18.2472819906291
OX371315.1	101666756	101666756	+	3.63453358124171e-06	3.76842144685298e-05	-19.4099378881988
OX371315.1	101666871	101666871	+	3.80300305741896e-06	3.90714166006892e-05	-25.5034360811415
OX371315.1	104034060	104034060	-	2.34489786647035e-07	3.45583350542928e-06	-20.7499523537259
OX371315.1	105383196	105383196	+	4.96625853311193e-07	6.64666890282419e-06	14.9039606452974
OX371315.1	130811973	130811973	+	4.41533478498875e-06	4.4683332237525e-05	45.7983436026791
OX371315.1	130812159	130812159	+	1.70002656989681e-14	1.27663517078122e-12	68.6085161950159
OX371315.1	131442525	131442525	+	0.000840484639464784	0.00388456858124722	-11.1340561004991
OX371315.1	138320199	138320199	+	9.86112830186238e-12	4.58690506328038e-10	-28.3271363386219
OX371315.1	138320202	138320202	+	1.071070188405e-09	3.02533254052314e-08	-30.177641917778
OX371315.1	138320223	138320223	+	2.09630531850293e-06	2.35666381920754e-05	38.218954248366
OX371315.1	138320264	138320264	+	0.00575155490650541	0.018140695290155	11.1448777301258
OX371315.1	145035201	145035201	-	1.45759430668257e-08	3.11822864883571e-07	24.6899458931486
OX371315.1	145035405	145035405	-	7.87965465919322e-22	1.85818249397545e-19	46.1017941329171
OX371315.1	145035437	145035437	-	0.0163183248322927	0.0399438751562035	11.4412842574888
OX371315.1	147171402	147171402	+	0.012251976831078	0.03221114506491	10.6169050687739
OX371315.1	147171457	147171457	+	4.32043485927651e-11	1.73850745132857e-09	-11.7152256124208
OX371315.1	147171465	147171465	+	0.00139045772397686	0.00590715994474061	15.5975775893926
OX371315.1	147171613	147171613	+	5.29562090405069e-07	7.01031856753531e-06	-10.2446724546172
OX371315.1	147171643	147171643	+	6.73781374686164e-05	0.000468609526603185	17.0551436038496
OX371315.1	147171654	147171654	+	1.48227698338398e-05	0.000127812014191094	-17.8965586456845
OX371315.1	147171669	147171669	+	5.12030131803135e-06	5.07043474713397e-05	-11.8867546815145
OX371315.1	147171715	147171715	+	1.36290409479461e-05	0.000119037202604084	-15.9702374919766
OX371315.1	223070477	223070477	+	0.000582922289163645	0.00287639464278613	-33.4331169679558
OX371315.1	230952517	230952517	-	2.00457973448601e-09	5.27973641850704e-08	21.6349932358436
OX371315.1	230952775	230952775	-	7.80627001708273e-10	2.3213403799399e-08	28.969681230929
OX371315.1	230952830	230952830	-	0.0199178543954653	0.0464385831507085	11.0413742918031
OX371315.1	233648116	233648116	-	1.47955553474056e-08	3.15228657092525e-07	-13.1566484517304
OX371315.1	245254162	245254162	-	5.43964478637732e-12	2.70389616045849e-10	-38.0764440702345
OX371315.1	245254340	245254340	-	1.08494945538273e-10	3.91518981241525e-09	30.4594817680094
OX371315.1	245254369	245254369	-	0.00010289099836795	0.000677935532574649	-25.4175461304818
OX371315.1	246896074	246896074	-	8.30910677969492e-10	2.44222054684456e-08	-15.4296836982968
OX371315.1	246896286	246896286	-	2.35977119347077e-13	1.45906850461923e-11	31.4903788116565
OX371315.1	246896341	246896341	-	1.25765603110247e-05	0.000111185485200335	27.7219547775347
OX371315.1	282097220	282097220	+	0.0177744388772161	0.0426396162264515	15.527950310559
OX371315.1	282097235	282097235	+	0.000586138211749373	0.00288945129947232	-17.1808832425892
OX371315.1	282097424	282097424	+	0.00695287309594144	0.0209272868598882	-10.1657963446475
OX371315.1	326840240	326840240	+	0.0119513107335765	0.0315844540752796	12.6750470275596
OX371315.1	326840422	326840422	+	0.0117674145767018	0.0311878706488867	10.079292775922
OX371315.1	357802385	357802385	+	1.93960995654413e-06	2.20248308442229e-05	32.1942937727648
OX371315.1	357802556	357802556	+	0.00132288611081349	0.00566009533787759	-21.1564752672135
OX371315.1	371921705	371921705	-	3.02935797930179e-05	0.000237644868125526	-22.9390875165523
OX371315.1	371921876	371921876	-	1.2181103290911e-07	1.92999546076432e-06	53.0479263198595
OX371315.1	371921883	371921883	-	8.08984110917101e-06	7.60975836431322e-05	-18.9672293942403
OX371315.1	373107775	373107775	-	0.000447226630108063	0.00230319959380136	19.5962834166486
OX371315.1	377732496	377732496	+	7.81749530813367e-07	9.90894180858129e-06	21.7884580576393
OX371315.1	377732542	377732542	+	8.87757217502468e-11	3.28543806608752e-09	-24.7861129778292
OX371315.1	377732731	377732731	+	0.00163660058061175	0.00675990885255234	-13.2356092914716
OX371315.1	377732754	377732754	+	1.9857460080775e-06	2.24180951354804e-05	24.9704920570422
OX371315.1	377732778	377732778	+	1.02677857470397e-14	8.19827935277053e-13	21.297822425409
OX371315.1	377821896	377821896	+	0.00542347971217171	0.0173159834421447	-11.1499460947242
OX371315.1	377821939	377821939	+	0.00453055727912969	0.0150577143287138	-19.5932290628524
OX371315.1	377821966	377821966	+	0.00609742957139314	0.0189661345979337	-22.1725333175111
OX371315.1	380829528	380829528	+	0.00641926793147173	0.0196893912687717	13.0067411580017
OX371315.1	380829564	380829564	+	0.00286412658915325	0.010603513961098	-22.3578708589972
OX371315.1	395279606	395279606	+	4.73169435956022e-06	4.74270048352646e-05	-12.7311740632813
OX371315.1	395279824	395279824	+	3.49292691365816e-06	3.64395386017744e-05	-37.174696021881
OX371315.1	396068934	396068934	-	5.98975252619077e-09	1.41250521359175e-07	39.0612540992944
OX371315.1	396068949	396068949	-	0.000202648119057601	0.00119819661510957	-17.4527326745539
OX371315.1	396069170	396069170	-	0.000140378738573234	0.000877154900232341	-14.0073593832136
OX371315.1	423306553	423306553	+	0.000739978206737519	0.00350307228223933	27.6941591441545
OX371316.1	1755305	1755305	-	9.19048640172502e-18	1.17967137480738e-15	-50.9762661748136
OX371316.1	1755358	1755358	-	3.91868721554361e-26	1.47172433698108e-23	-75.8460073235592
OX371316.1	1755370	1755370	-	0.0024877535879139	0.0094552098424656	-18.0098959002699
OX371316.1	10639281	10639281	-	0.0127972158250197	0.0333334853879964	-20.5962658100783
OX371316.1	10639296	10639296	-	0.00457389352135529	0.0151719096277555	-11.958041958042
OX371316.1	10639548	10639548	-	8.12592843620743e-13	4.62916463513731e-11	27.4383034649405
OX371316.1	14899040	14899040	+	0.0123707667636276	0.0324645312703582	-10.893519840137
OX371316.1	28850544	28850544	-	9.25313954471644e-06	8.55326878458859e-05	30.9307169217332
OX371316.1	28850552	28850552	-	0.00261036173777191	0.0098181676327317	22.031389502373
OX371316.1	28850573	28850573	-	1.16752024170552e-05	0.000104584573016831	-13.1942185721255
OX371316.1	30900658	30900658	-	0.00203907489818254	0.00806112108339445	-14.6200334319146
OX371316.1	30900893	30900893	-	5.93715542943116e-06	5.78888223833077e-05	31.50168029425
OX371316.1	30900928	30900928	-	4.62869353998785e-05	0.000339134500480074	-24.3501241487819
OX371316.1	30900937	30900937	-	7.50955996155338e-06	7.14343208930196e-05	-16.7884744327205
OX371316.1	50203373	50203373	-	3.18586249605983e-12	1.69138819799144e-10	-52.9182112153955
OX371316.1	53926847	53926847	-	3.97965899509718e-07	5.48299287660727e-06	-16.169969841395
OX371316.1	53927058	53927058	-	5.491862600819e-06	5.39099560048538e-05	-14.3862182916102
OX371316.1	63751942	63751942	-	0.007695920103023	0.0226330419756247	-11.5143929912391
OX371316.1	63751950	63751950	-	0.000234122131406782	0.00134660366645215	-11.340671322624
OX371316.1	73361305	73361305	+	0.00834836379665579	0.0240701409509752	-22.4581012212817
OX371316.1	80276414	80276414	-	0.000137242461325338	0.000862787345071984	11.9380791830156
OX371316.1	80276426	80276426	-	0.00590484410226702	0.0184861777119529	-18.4397347972698
OX371316.1	80276626	80276626	+	1.48312317513691e-31	9.39954592751682e-29	-32.3998076266143
OX371316.1	80276649	80276649	+	3.11474194400601e-05	0.000242769660163694	-11.6311627181192
OX371316.1	90826522	90826522	-	3.77230886390961e-05	0.000285251608438119	-11.0366065232477
OX371316.1	90826690	90826690	-	4.61128281578178e-05	0.000338103148044926	-20.7601236709147
OX371316.1	92629610	92629610	+	0.00129285705249197	0.00556212266001126	-32.7367386708944
OX371316.1	93339858	93339858	+	0.00968754987880939	0.0269690272882781	-10.7147991772856
OX371316.1	93339888	93339888	+	2.56175219257345e-08	5.00517647252094e-07	31.7132996390304
OX371316.1	93339899	93339899	+	0.0189091386684942	0.044695529868613	-16.3628047773522
OX371316.1	93339914	93339914	+	0.0210918744081712	0.0486195405383587	-10.7294197570893
OX371316.1	93339960	93339960	+	2.73329975218482e-08	5.25358164708315e-07	25.0830138874878
OX371316.1	102172877	102172877	+	9.87687442497779e-10	2.82921469949999e-08	-68.6613861386138
OX371316.1	102173067	102173067	+	2.82133402004957e-33	2.38409136816961e-30	-93.4056910013751
OX371316.1	104628957	104628957	+	2.03446459374512e-05	0.000168271010069784	-28.629845256895
OX371316.1	110944193	110944193	+	1.0864063703746e-08	2.38968696057374e-07	-13.7555376760633
