chr	start	end	strand	pvalue	qvalue	meth.diff
OX371314.1	423624009	423624009	+	0.00279293405494584	0.0421829164438802	-10.0746423139044
OX371314.1	435982285	435982285	+	0.00299816520280211	0.0445168992150672	-10.005157638595
OX371314.1	438866394	438866394	-	7.59583780868965e-09	1.86597544547805e-06	-31.9640452340104
OX371314.1	439456801	439456801	-	0.000788875220752565	0.0180837675055514	10.07434579825
OX371314.1	442459686	442459686	+	2.84668013445881e-05	0.00168235837914278	-18.1869218500797
OX371314.1	457894405	457894405	+	0.00207376004251089	0.0346519210376787	-15.0757346701909
OX371314.1	463609801	463609801	-	0.00169012980865322	0.0306028041284192	-11.8170785525154
OX371314.1	463609832	463609832	+	2.38474233979091e-05	0.00145642369946038	-24.8699044011544
OX371314.1	469775942	469775942	-	1.99965170737094e-06	0.000223893800290007	15.7931757724575
OX371314.1	470942307	470942307	-	5.97180523723029e-06	0.000485384218899573	28.3233187521031
OX371314.1	470942574	470942574	-	0.000515932791786867	0.0137074561560518	12.3962267862764
OX371314.1	471520358	471520358	-	0.000270033392600178	0.0085471076432048	19.1365777080063
OX371314.1	483518081	483518081	+	3.01901205708059e-06	0.000309595653694188	14.1650792157601
OX371314.1	492750380	492750380	-	1.0711864025486e-17	1.35620937845658e-14	-32.423594857705
OX371314.1	492750411	492750411	-	0.000120195987239733	0.00486071999652101	-20.3098065216081
OX371314.1	498377182	498377182	-	9.12895798309437e-08	1.63860332961347e-05	-10.2247191011236
OX371314.1	518575135	518575135	+	3.85372569345478e-05	0.00210132927819996	-17.0193378556242
OX371314.1	528465429	528465429	+	0.000354167831345286	0.0104187127807491	-14.4686281460475
OX371314.1	528465499	528465499	+	0.00133718709889713	0.026123256382659	-11.1979431829753
OX371314.1	528465603	528465603	+	0.000193536460103458	0.00686514725501132	-12.9003873940884
OX371314.1	529361088	529361088	-	1.2006835753419e-06	0.000147933307098867	-34.3971832893222
OX371315.1	3966171	3966171	-	0.000243815668055105	0.0079386287976778	-18.4103062712688
OX371315.1	24470534	24470534	+	0.000200803970709101	0.00700754936218013	-11.2254305417266
OX371315.1	32139653	32139653	+	0.000960978401414104	0.0207337619184096	-11.5507685872634
OX371315.1	42302756	42302756	-	0.000108013748125536	0.00452943904888145	-17.9104641378308
OX371315.1	42302759	42302759	-	6.08397336218505e-07	8.4861429062595e-05	-20.2916678430727
OX371315.1	45022571	45022571	-	0.00100256441145786	0.0213057048543117	-16.5238511609832
OX371315.1	55609418	55609418	-	0.000124522643282592	0.00496854723058194	-12.4018644214483
OX371315.1	55609433	55609433	-	0.000596952355263054	0.015185896436175	-31.1017110492373
OX371315.1	78968431	78968431	-	0.000125002228896904	0.00497562094632842	-13.7688433402029
OX371315.1	78968484	78968484	-	3.99898859307109e-12	1.80327659222746e-09	-11.5880557175194
OX371315.1	140122353	140122353	+	4.46224274233262e-06	0.000396996344513549	-22.9227298942076
OX371315.1	145035274	145035274	-	1.64984729291045e-08	3.59668034235207e-06	-12.9411764705882
OX371315.1	145035276	145035276	-	2.56371051525571e-05	0.00153440969989049	-18.2051887665443
OX371315.1	147171637	147171637	+	0.000267151120914213	0.00848852604267191	-21.9883241758242
OX371315.1	230952640	230952640	-	1.77622422820865e-05	0.00117174277443044	-20.1634727659867
OX371315.1	233648054	233648054	-	0.00196363637759266	0.0334571533613488	-13.7791380177763
OX371315.1	245254304	245254304	-	7.33961994886611e-07	9.93710920235307e-05	-21.3423928674144
OX371315.1	373107542	373107542	-	0.000811491812971288	0.0184735725186949	-14.2939543995211
OX371315.1	377822131	377822131	+	6.07066524740755e-08	1.18245499675961e-05	-36.9407166872611
OX371315.1	396068952	396068952	-	2.40620011774792e-05	0.00146409588052951	33.1831555172516
OX371315.1	396069011	396069011	-	0.00312424135068613	0.0457695395984902	16.1400058468653
OX371315.1	396069012	396069012	-	7.30945865861959e-08	1.38570757911717e-05	17.3496804486761
OX371315.1	396069102	396069102	-	9.86125207252283e-06	0.000716586955908583	-28.1288889973402
OX371315.1	396069105	396069105	-	0.00171163567713029	0.0308607267809605	14.8389383126405
OX371316.1	1755210	1755210	-	9.31466213790263e-05	0.00403980470758149	12.1851557878602
OX371316.1	10639252	10639252	-	0.000243736021400081	0.0079386287976778	-27.0812712238651
OX371316.1	10639293	10639293	-	0.000500366216145348	0.0133694121375999	-16.2122431294875
OX371316.1	46578964	46578964	-	0.00126031488201255	0.0250375365428663	-17.8817261235025
OX371316.1	80276423	80276423	-	0.000136192103912868	0.00528677851973775	-31.0237977477663
OX371316.1	80276629	80276629	+	1.01852772750724e-05	0.000735263578771703	12.1700257864521
OX371316.1	90826456	90826456	-	7.22411551644493e-05	0.00334273375989657	10.4882970137207
OX371316.1	90826484	90826484	-	0.00161423948054611	0.0298020419308496	10.4412912706066
OX371316.1	90826544	90826544	-	6.31748355982687e-06	0.000503900850337294	13.3810792005566
OX371316.1	90826670	90826670	-	0.00109138517738156	0.0225668024862805	10.5048577376822
OX371316.1	99382254	99382254	+	0.0010202196235589	0.0215418301676053	-19.3720565149137
OX371316.1	102173129	102173129	+	1.1356778847964e-31	3.73843822696532e-28	90.8660583558141
OX371316.1	110944420	110944420	+	3.98941874957155e-05	0.00214581977065859	-20.0424657042304
OX371316.1	112926481	112926481	+	9.51281522432289e-05	0.00410950137300227	-10.9525340190721
OX371316.1	112926482	112926482	+	6.25050992184914e-10	2.01720630632349e-07	-29.6429144802995
OX371316.1	123042542	123042542	-	2.1702707133471e-11	8.71234565915567e-09	70.6490872210953
OX371316.1	123042633	123042633	-	0.00233048061953117	0.0375096787840002	-12.9506008010681
OX371316.1	134811880	134811880	-	7.30096912279652e-05	0.00335662271718115	-15.5006858710562
OX371316.1	134811911	134811911	-	0.00298786567476683	0.0444040290959417	-13.8769670958512
OX371316.1	135832184	135832184	-	6.49789235755653e-05	0.0031180525983872	-20.5936918754518
OX371316.1	143427861	143427861	+	1.2333138883095e-06	0.000150923331107676	19.8079576156995
OX371316.1	143427862	143427862	+	0.000437470308474528	0.0121894521681686	29.3580590986523
OX371316.1	143427994	143427994	+	4.09626321422713e-05	0.00218543418156697	20.1502896874914
OX371316.1	143427995	143427995	+	6.78727139798169e-08	1.29897803824607e-05	58.770047436187
OX371316.1	149748782	149748782	+	0.00031315196024828	0.00954607326501193	17.3902583013894
OX371316.1	149748813	149748813	+	4.96570989142076e-06	0.000425681875286505	11.0542832592371
OX371316.1	149748828	149748828	+	3.72813330306787e-06	0.000355346808022296	11.3065648349
OX371316.1	149748868	149748868	+	4.11783494812291e-06	0.000375488614830523	11.471099323212
OX371316.1	149748875	149748875	+	4.60494002571085e-06	0.000399962991928492	11.0746394062456
OX371316.1	149748876	149748876	+	4.38624969308105e-06	0.000394983395212961	11.27015209337
OX371316.1	156021256	156021256	+	0.00174862049016834	0.0311816366464574	-14.440440283599
OX371316.1	174064773	174064773	+	1.97617576916016e-11	8.13149918820888e-09	36.4544319600499
OX371316.1	177313709	177313709	+	0.000471755409472047	0.0128235357155035	-14.368932038835
OX371316.1	188562235	188562235	-	0.000113051202551544	0.00464019100843865	-29.9270072992701
OX371316.1	191646102	191646102	-	2.63682954623986e-15	2.11706035655674e-12	61.1473272490222
OX371316.1	191646103	191646103	-	0.000168149511719341	0.00619947355497507	37.4816117538219
OX371316.1	191646322	191646322	-	1.89375247371785e-05	0.00123903214180146	46.2692370227416
OX371316.1	196023028	196023028	+	0.000157967575032871	0.00591580862629907	-13.0783075131454
OX371316.1	201341705	201341705	-	0.000192251715574782	0.00684169219084207	-13.6704311286391
OX371316.1	201341818	201341818	-	3.06014814027984e-09	8.32515102551895e-07	-10.9215017064846
OX371316.1	213421748	213421748	+	0.00178614355934254	0.0315770623999395	16.6836596351358
OX371316.1	213421779	213421779	+	3.73502469303871e-06	0.000355346808022296	17.6246079984777
OX371316.1	235467593	235467593	-	0.00232360008234373	0.0374672739629861	-18.5534750551093
OX371316.1	252713218	252713218	+	2.16868175502772e-06	0.000237172521204379	-27.6067466775546
OX371316.1	280673748	280673748	+	0.00335101379888299	0.0481329608776815	10.4185909000665
OX371316.1	280673750	280673750	+	0.000767396346300119	0.0177770907426082	30.2037189024167
OX371316.1	280673791	280673791	+	0.000552713831466622	0.0143714857028706	-36.4597628673516
OX371316.1	280673860	280673860	+	4.51086976867684e-09	1.19749482110804e-06	59.972186446437
OX371316.1	281741027	281741027	+	0.00175302224924946	0.031243204595744	-11.8421052631579
OX371316.1	284125931	284125931	+	0.000873384441057881	0.019399578202108	-11.0877025474975
OX371316.1	284125988	284125988	+	3.93845402581726e-05	0.00212884247964236	-11.7381489841986
OX371316.1	285505000	285505000	+	1.32741140539331e-45	8.73917790821782e-42	92.2866763267902
OX371316.1	285505218	285505218	+	2.08225177695285e-20	4.03198919928757e-17	75.1616878433303
OX371316.1	293199386	293199386	+	0.000522213068857081	0.013801763015795	20.9053732086341
OX371316.1	294351258	294351258	-	5.43211848518206e-06	0.000453257327659715	26.209345122654
OX371316.1	303581651	303581651	+	1.81288294985661e-08	3.8751104342057e-06	-40.0462524533015
OX371316.1	303581654	303581654	+	4.53127633669382e-05	0.00234530037259283	-15.931074126872
OX371316.1	308414397	308414397	-	0.00183240497598365	0.0320607112067941	-15.4284867867654
OX371316.1	322289880	322289880	-	2.97627278905263e-07	4.55689806652896e-05	-46.6995691343517
OX371316.1	327936723	327936723	-	2.21098494469031e-12	1.07031574128663e-09	74.7272646706941
OX371316.1	345474446	345474446	-	0.000289934426358749	0.0090123669409293	-17.3065884867056
OX371316.1	345474503	345474503	+	0.000140839052923493	0.00539715601342945	-10.9424055295438
OX371316.1	345474640	345474640	+	0.000711485677014817	0.0169962059192031	-16.7128967686589
OX371316.1	345552157	345552157	+	0.00161597940450103	0.0298020419308496	-13.6853496886669
OX371316.1	345890200	345890200	+	0.00182909547257084	0.032043845915183	17.7250286826826
OX371316.1	347727623	347727623	+	8.15917264059894e-05	0.00362952208072783	21.5044164630708
OX371316.1	347727765	347727765	+	2.63249614604648e-06	0.000277746241108975	-31.5028443579376
OX371316.1	363696115	363696115	+	9.31212059282865e-13	4.64450779419127e-10	-23.7041882808785
OX371316.1	363696192	363696192	+	0.000335535441581296	0.0100228641895968	-12.7490018282101
OX371316.1	366156234	366156234	+	0.000659657741366642	0.0161711911390338	-18.085684430512
OX371316.1	371323803	371323803	+	0.00120003108502955	0.0241017502839025	-24.7126436781609
OX371316.1	374350541	374350541	+	5.68114159778065e-12	2.49350010318623e-09	40.9564570854893
OX371316.1	387117351	387117351	+	0.000130153059656227	0.00510654850285117	-13.5944351215287
OX371316.1	396536446	396536446	-	0.000191121338354026	0.00681006738654798	51.4966934905585
OX371316.1	396536523	396536523	-	3.44520299083778e-06	0.000342627219494745	-35.7749469214437
OX371316.1	403797094	403797094	-	0.000622583125813883	0.0156402806986263	11.8986828774063
OX371316.1	403797095	403797095	-	4.88875424040414e-05	0.00249115487092717	16.2299004457864
OX371316.1	403797113	403797113	-	0.000259578314362854	0.00832829475266523	12.1783876500858
OX371316.1	403797120	403797120	-	0.000232639221242728	0.00772759443346276	12.3050259965338
OX371316.1	403797121	403797121	-	0.000237709028552489	0.0078424599270959	13.8046115457755
OX371316.1	403797143	403797143	-	0.000136020094989912	0.00528677851973775	12.9310344827586
OX371316.1	403797150	403797150	-	0.000629063313754902	0.0157422600950703	12.0725959208845
OX371316.1	403797160	403797160	-	0.000396296337511182	0.0113833602740949	12.2702258470565
OX371316.1	403797204	403797204	-	0.000549989753945163	0.0143517120842311	12.6162455460769
OX371316.1	403797206	403797206	-	1.87843608809856e-07	3.08877244735183e-05	24.8930166211858
OX371316.1	403797208	403797208	-	0.000364598945988717	0.010668366486994	14.6221202561897
OX371316.1	403797209	403797209	-	1.95589090191353e-05	0.0012695510515988	17.2964899178491
OX371316.1	403797300	403797300	-	0.00152713007587275	0.0285620532117939	11.114590252652
OX371316.1	403797309	403797309	-	0.000961164231810489	0.0207337619184096	12.2068485402254
OX371316.1	403797345	403797345	-	1.09975511791121e-05	0.00078021276454853	14.21143847487
OX371316.1	403797350	403797350	-	0.000573241853884517	0.0147835617281211	10.8433734939759
OX371316.1	403797400	403797400	-	0.000452528398699162	0.0124969670136796	10.9215017064846
OX371316.1	411479180	411479180	+	0.000423163561443865	0.0119057687249248	15.2550127626784
OX371316.1	411479231	411479231	+	1.01298151741804e-05	0.00073286699727485	-21.5423395269648
OX371316.1	421707993	421707993	-	0.000165683328756476	0.00614879808211206	-30.9685495227664
OX371316.1	429142912	429142912	+	0.00254473061618418	0.0396627608313195	-21.4613137248465
OX371316.1	432900950	432900950	-	0.000428219836719618	0.0120274679953679	-23.6068111455108
OX371316.1	432901141	432901141	-	3.12272227166137e-08	6.50595887660376e-06	-18.1104615558549
OX371316.1	432901142	432901142	-	2.44872874760439e-06	0.000261712823796257	-13.6592753496752
OX371316.1	437275042	437275042	-	2.40992777421578e-12	1.14971441426221e-09	36.0799074057459
OX371316.1	457837662	457837662	-	0.000120118035594217	0.00486071999652101	11.2780006327306
OX371316.1	463828179	463828179	+	8.05173070022809e-05	0.00360119357550905	-15.1284093330729
OX371316.1	484533409	484533409	+	0.000126812525095049	0.0050169279777939	-19.2108722590912
OX371316.1	485087086	485087086	-	6.4475997813422e-07	8.88045485897359e-05	-21.6969131614654
OX371316.1	493751286	493751286	+	1.18001784293556e-13	6.58372379427433e-11	33.1330990970569
OX371316.1	502898876	502898876	+	0.000101485052934386	0.00431614634846595	-16.2292145453867
OX371317.1	2772141	2772141	-	0.0023981539860334	0.0382050035450321	-17.3611421690892
OX371317.1	2772144	2772144	-	0.00179305264469953	0.0316312563225798	-11.7073287967534
OX371317.1	18946878	18946878	-	1.06974117761931e-09	3.23063025233667e-07	-14.0703629571404
OX371317.1	24062370	24062370	+	0.0023414493923106	0.0375206194319178	-11.2237321678216
OX371317.1	57580139	57580139	+	0.00012341380891355	0.00494227581638175	-42.5709138104753
OX371317.1	57580148	57580148	+	1.02783485401028e-05	0.000740358693880818	19.0756105070409
OX371317.1	71760688	71760688	+	0.000595545847291574	0.0151735684121668	-18.0455378973105
OX371317.1	71760689	71760689	+	0.000411005312812493	0.0117138724727164	-24.7241150575891
OX371317.1	127148232	127148232	+	0.00141572852174947	0.0270507680027195	12.4702033401917
OX371317.1	259312028	259312028	+	0.000157854042234494	0.00591580862629907	25.0799879634236
OX371317.1	259448595	259448595	+	0.00221215341611968	0.0361416340273706	-29.0521836360281
OX371317.1	259448607	259448607	+	0.000891793748023755	0.0196692937019018	14.0976950473943
OX371317.1	305664891	305664891	+	6.60924971605399e-06	0.000518009722081531	-26.5168382586243
OX371317.1	305664940	305664940	+	6.32057607962397e-15	4.62504365094949e-12	-58.2449501678836
OX371317.1	305750513	305750513	+	5.75256679301687e-05	0.00283054844504265	-17.6827418865635
OX371317.1	334161349	334161349	+	7.63796429606373e-05	0.00344893600153196	-11.0457516339869
OX371317.1	336160934	336160934	-	0.000149994922926717	0.00568842287339221	19.6122475945657
OX371317.1	336160959	336160959	-	2.71797540370318e-06	0.000284938356021228	14.4229241335476
OX371317.1	336161098	336161098	-	0.002342323015209	0.0375206194319178	-16.3296369468698
OX371317.1	359796917	359796917	+	0.00218216329167444	0.0358446685329245	-15.3091060985798
OX371317.1	368965163	368965163	+	0.00243839610423762	0.038516035759337	-10.1277633945182
OX371317.1	404673574	404673574	+	0.00295152656035007	0.0440828988540829	12.687338501292
OX371317.1	409740792	409740792	+	9.37819956398763e-09	2.20509078570577e-06	47.5965617648193
OX371317.1	416880332	416880332	+	0.000257471051893729	0.00828491035664724	-16.8471369130176
OX371318.1	301200	301200	-	0.000321377069067616	0.00968981949675853	10.8690476190476
OX371318.1	5375078	5375078	+	0.000204728902666026	0.0070939903511419	-13.0322583578886
OX371318.1	5375215	5375215	+	0.000902765520797127	0.0198055413458261	-17.821479383568
OX371318.1	7091147	7091147	-	0.000190945851855805	0.00681006738654798	15.3291207890322
OX371318.1	7091159	7091159	-	0.00279461729782181	0.0421829164438802	-22.2174715058821
OX371318.1	8843271	8843271	+	5.29018719454999e-06	0.000448822225012907	-25.3810975609756
OX371318.1	12884049	12884049	-	1.04455889013781e-05	0.000747498177364242	17.5978198276054
OX371318.1	16024111	16024111	-	0.00164058055274132	0.0301309144703648	-11.1994266994267
OX371318.1	17675507	17675507	+	0.000199119076608761	0.00697924698382789	34.3468174568653
OX371318.1	28703336	28703336	+	2.13549737175994e-62	2.34321871105867e-58	65.1456457631315
OX371318.1	28703366	28703366	+	0.00132192297694097	0.025886508499721	-12.1755557280749
OX371318.1	31830964	31830964	+	0.000672434032622567	0.0163480539091766	-22.2686078711085
OX371318.1	39657010	39657010	-	2.22993060320291e-05	0.00138662631552179	14.7845528455285
OX371318.1	50017204	50017204	+	3.20055936066129e-14	2.06581178393799e-11	-41.7901521651391
OX371318.1	53590728	53590728	+	0.000378903439862766	0.0109699114873282	-24.2082594294535
OX371318.1	53590748	53590748	+	0.0011340442362513	0.023194322378757	14.2145962683095
OX371318.1	55545597	55545597	+	4.61740618583009e-05	0.00238238771960428	-31.3952464788732
OX371318.1	70652444	70652444	+	1.71248614436629e-05	0.00113196438703469	32.5440272119903
OX371318.1	70652574	70652574	+	0.00202293055613483	0.0340619300514322	-21.7897616799067
OX371318.1	77650151	77650151	+	0.000231479160563801	0.00769682733890836	-19.7871929156926
OX371318.1	77650157	77650157	+	7.69044831550488e-06	0.000581965769713433	-17.347158479234
OX371318.1	77668236	77668236	-	0.00356146745802954	0.0499783491879885	-16.2999026290166
OX371318.1	77668290	77668290	-	0.00100867806739922	0.0213842156020489	-10.1886521996021
OX371318.1	77668293	77668293	-	0.000646779889553208	0.0159840681695757	-22.9010310470985
OX371318.1	77668453	77668453	-	5.8123806196384e-07	8.17660896445475e-05	-16.8785935426802
OX371318.1	85488559	85488559	-	0.000347512848926967	0.0102596144248856	15.3045191373408
OX371318.1	85488589	85488589	-	0.00116788796180729	0.0236291810011983	14.7153934714886
OX371318.1	100888941	100888941	-	0.0001447672688993	0.00552197741039968	37.6811955914064
OX371318.1	108383100	108383100	-	2.2525652203831e-05	0.00139642589383765	-19.8543625768785
OX371318.1	113268934	113268934	-	0.000414156201994421	0.0117527966017277	-16.055528058388
OX371318.1	135097407	135097407	+	0.00213783401298226	0.0353103257254117	14.0893470790378
OX371318.1	136036252	136036252	+	0.000183532275896703	0.00661723735411187	-25.0154409728878
OX371318.1	146125523	146125523	+	0.000846352204146504	0.0189913595393597	-12.5144960270148
OX371318.1	175503915	175503915	-	0.000109191473640614	0.00456139360993891	-19.2122204102276
OX371318.1	184696189	184696189	+	7.35277177064119e-05	0.00336967570456864	-10.9090909090909
OX371318.1	184696294	184696294	+	1.16082646782e-09	3.47383876126703e-07	-66.319568742235
OX371318.1	184696399	184696399	+	9.80713794309159e-06	0.000714231317598855	-13.0219736588354
OX371318.1	184696403	184696403	+	0.000637700047365279	0.0158660220694102	-22.3249299719888
OX371318.1	184696449	184696449	+	0.000759807774077792	0.0176759324416995	-43.8642297650131
OX371318.1	193509806	193509806	+	0.000635522000793368	0.0158486289811257	-12.3809523809524
OX371318.1	201764346	201764346	+	6.49577693620478e-05	0.0031180525983872	-14.2982754708418
OX371318.1	208166126	208166126	+	0.00324558149561081	0.0470210515177925	15.9183673469388
OX371318.1	230330183	230330183	-	0.00197758022123525	0.0336251164407622	13.6861313868613
OX371318.1	230330186	230330186	-	3.17234209422236e-05	0.00180983607597792	21.788353033538
OX371318.1	230330328	230330328	-	0.0019575080065736	0.0334046064458723	13.8790035587189
OX371318.1	257838769	257838769	+	0.00152732811300353	0.0285620532117939	-14.3900340757313
OX371318.1	262520272	262520272	+	4.31858063047339e-05	0.00225703444094006	18.7482611232528
OX371318.1	271882144	271882144	-	0.00102851008821248	0.0216474550841866	-11.1367082210243
OX371318.1	271882262	271882262	-	3.82900293924359e-11	1.46562305669289e-08	56.6171083570193
OX371318.1	289419675	289419675	-	0.000805632040648368	0.0183783043426414	22.8588455969713
OX371318.1	294413938	294413938	+	5.04481358024252e-13	2.59477788948404e-10	89.1975780132487
OX371318.1	294414173	294414173	+	0.000763472568595283	0.0177236125212617	-24.1112724439565
OX371318.1	307616249	307616249	+	3.2793989396812e-06	0.000330127375533112	32.854146935462
OX371318.1	307616292	307616292	+	0.00213261855728662	0.0352418655461746	-24.6358938219403
OX371318.1	310276678	310276678	-	0.00314934378128792	0.0460348491701048	14.4583333333333
OX371318.1	310276808	310276808	-	0.00205885798605352	0.0345080125984997	11.5039314923886
OX371318.1	316964192	316964192	-	0.00124362385197755	0.0247807268169988	-24.4303587704035
OX371318.1	316964217	316964217	-	0.00148871473688205	0.0280513406748452	11.0759493670886
OX371318.1	316964220	316964220	+	3.17371855692737e-11	1.24372443035826e-08	56.2972813238771
OX371318.1	316964228	316964228	-	8.06591087405427e-16	7.58613233823672e-13	51.2422360248447
OX371318.1	316964240	316964240	-	4.67355837781408e-119	1.53844761172809e-114	98.7432675044883
OX371318.1	317042722	317042722	-	3.10734142681809e-18	4.09151366941775e-15	96.7000557423016
OX371318.1	317043061	317043061	-	0.000691166776015057	0.0166072348252954	11.0939510939511
OX371318.1	319881946	319881946	+	1.38400344627038e-05	0.000947168257844529	14.7991419014598
OX371318.1	322810563	322810563	-	0.000363306164072497	0.0106399967491541	14.8672566371681
OX371318.1	324695740	324695740	+	4.82559763702601e-07	6.99778008531049e-05	10.5537459283388
OX371318.1	336535584	336535584	+	0.00022696726392335	0.00758238205216245	-15.9448818897638
OX371318.1	336535656	336535656	-	5.17669569232437e-05	0.00260960331207044	15.1521909296248
OX371318.1	349289980	349289980	-	0.00178274262848414	0.0315581217804431	-15.2293820391716
OX371318.1	353558902	353558902	-	0.00305120997456382	0.0450808347335391	-18.8515406162465
OX371318.1	353558947	353558947	-	0.00041327457522514	0.0117437057245509	10.7792207792208
OX371318.1	353558958	353558958	-	0.000966382028227232	0.0208022201123847	10.7188483469916
OX371318.1	363438640	363438640	+	0.000837992055726957	0.0188939205926128	-21.3649138821495
OX371318.1	368294501	368294501	+	0.000413479093993452	0.0117437057245509	-16.4643621516327
OX371318.1	369837817	369837817	+	4.40798929892426e-06	0.000394983395212961	-11.4874290348743
OX371318.1	369838009	369838009	+	3.12009167397764e-05	0.00178933024245516	-31.2921649116545
OX371318.1	369838018	369838018	+	0.000458168828648955	0.012599880565649	-18.8723062182308
OX371318.1	369838066	369838066	+	6.90166650046701e-05	0.00323776926863097	-12.8856914468425
OX371318.1	370801913	370801913	-	5.40519557124099e-06	0.000453257327659715	-29.9538063562454
OX371318.1	371311621	371311621	+	1.61706365303848e-06	0.000191895566138095	-19.6697594568006
OX371318.1	372673838	372673838	+	1.42579265466134e-07	2.43183499634684e-05	12.8055878928987
OX371318.1	375502002	375502002	-	0.00172726611343372	0.0310023747478739	-12.3833796022391
OX371318.1	375502059	375502059	-	0.000920300318674134	0.0201025596825938	-17.2350829276888
OX371318.1	375502073	375502073	-	0.00057629114671834	0.0148438355408033	-25.7741213916842
OX371318.1	395921126	395921126	+	0.00128804189137638	0.0254348644910722	10.5623028794059
OX371318.1	415766525	415766525	+	0.000243519725728006	0.0079386287976778	-30.0007968444958
OX371318.1	423729952	423729952	-	0.00118131997671899	0.0238131256484605	-11.0112320448238
OX371318.1	426360010	426360010	-	4.02784326125318e-27	1.10490860581132e-23	-77.7708358047636
OX371318.1	434628311	434628311	+	3.84383753415769e-05	0.00210132927819996	-19.7804511507625
OX371318.1	436131591	436131591	+	0.00170120857335545	0.0307695549586893	-18.9153337802892
OX371318.1	438120770	438120770	+	7.02806177383614e-07	9.55994170898403e-05	25.7895506940318
OX371318.1	438120915	438120915	+	0.00051977817474976	0.0137873658016339	-15.7627627790167
OX371318.1	438120946	438120946	+	5.24453002728142e-14	3.25735990827659e-11	-28.7907209121263
OX371318.1	439458516	439458516	-	0.000978717611107037	0.0209886286350874	-18.05104023029
OX371318.1	439458707	439458707	-	0.00118456998240918	0.023849430131612	-21.2482193732194
OX371318.1	440061654	440061654	+	0.000774013278372063	0.0178549845250476	-15.4738878143133
OX371318.1	440061865	440061865	+	8.11038978438196e-06	0.00060815215034131	10.9055389565617
