chr	start	end	strand	pvalue	qvalue	meth.diff	contig_id	CTXT
OX371319.1	477777859	477777859	-	0.000120274697444496	0.0281589632441983	-18.2389937106918	OX371319.1_477777859	CHH
OX371319.1	477778028	477778028	-	3.96441649334597e-05	0.0167739300959357	-16.2771739130435	OX371319.1_477778028	CHH
OX371319.1	477778060	477778060	-	4.12445952445059e-05	0.0168743995111341	-15.250377567558	OX371319.1_477778060	CHH
OX371320.1	127735602	127735602	+	0.000258819984470439	0.0429325912503143	-11.1668281653747	OX371320.1_127735602	CHH
OX371320.1	194679294	194679294	-	9.69619926036981e-05	0.0256025685570883	-27.4193548387097	OX371320.1_194679294	CHH
OX371320.1	211525859	211525859	+	7.63853203367236e-05	0.0226640511499677	18.9062600527569	OX371320.1_211525859	CHH
OX371320.1	211525902	211525902	+	1.41521412247267e-05	0.00949985758733468	-39.0359231411863	OX371320.1_211525902	CHH
OX371320.1	219459157	219459157	+	9.36172874769088e-07	0.00279371582268943	-12.5935345038392	OX371320.1_219459157	CHH
OX371321.1	197864063	197864063	+	7.91664057932844e-05	0.0231682552344097	14.1370905415849	OX371321.1_197864063	CHH
OX371321.1	197864117	197864117	+	0.000134239215464879	0.0300814727539921	27.2127591193958	OX371321.1_197864117	CHH
OX371321.1	420170645	420170645	+	3.19160150504158e-05	0.0149444881392561	14.9814022363956	OX371321.1_420170645	CHH
OX371322.1	192591609	192591609	+	0.00025969304283138	0.0429325912503143	14.5255397787383	OX371322.1_192591609	CHH
OX371322.1	254476905	254476905	-	0.000307653244333807	0.0459755871079958	-27.5419702248971	OX371322.1_254476905	CHH
OX371322.1	294510241	294510241	+	5.80618539889663e-07	0.00279371582268943	14.3950995405819	OX371322.1_294510241	CHH
OX371322.1	300103131	300103131	-	5.5849809308681e-05	0.0204307405377749	23.715896119628	OX371322.1_300103131	CHH
OX371324.1	14634471	14634471	-	0.000224623291798824	0.0402468933570277	-12.4344077961019	OX371324.1_14634471	CHH
OX371324.1	29923500	29923500	+	0.000339651188983127	0.0481816833406303	-10.855376963202	OX371324.1_29923500	CHH
OX371324.1	61177103	61177103	+	0.000111758058418695	0.0280182283799563	17.4940898345154	OX371324.1_61177103	CHH
OX371324.1	61177333	61177333	+	3.55472793418156e-05	0.0158020314796473	19.3853427895981	OX371324.1_61177333	CHH
OX371324.1	85498129	85498129	-	5.08365456616223e-06	0.00607435734973642	50.9590601210813	OX371324.1_85498129	CHH
OX371324.1	111011824	111011824	+	2.96481762599432e-06	0.00473269971667749	18.3953033268102	OX371324.1_111011824	CHH
OX371324.1	111011842	111011842	+	1.23007950040649e-05	0.00863966341433687	29.8912091121495	OX371324.1_111011842	CHH
OX371324.1	111011889	111011889	+	0.000115200966268531	0.0281589632441983	16.2426614481409	OX371324.1_111011889	CHH
OX371324.1	127909465	127909465	+	0.000283600665822554	0.0454775204867824	-10.7634543178974	OX371324.1_127909465	CHH
OX371324.1	215998991	215998991	+	0.000176013053185076	0.0357299509650403	-12.4526165679113	OX371324.1_215998991	CHH
OX371324.1	264017659	264017659	-	2.9457477186645e-05	0.0142470404197878	15.4801510429827	OX371324.1_264017659	CHH
OX371326.1	132687368	132687368	+	9.39202490884876e-06	0.00784702026607307	-14.1499409681228	OX371326.1_132687368	CHH
OX371326.1	223566095	223566095	+	1.2632779511251e-10	4.4364190659495e-06	-17.8561537609394	OX371326.1_223566095	CHH
OX371326.1	329829811	329829811	+	4.84450272937503e-05	0.0189034182017437	-17.1586715867159	OX371326.1_329829811	CHH
OX371326.1	332626977	332626977	+	6.00676999516968e-06	0.00659211342494204	-21.9910846953938	OX371326.1_332626977	CHH
OX371326.1	366009364	366009364	-	7.39647423965971e-05	0.0225871042100923	11.8790496760259	OX371326.1_366009364	CHH
OX371326.1	408657995	408657995	-	1.53749818240822e-05	0.00949985758733468	-31.3942320662584	OX371326.1_408657995	CHH
