chr	start	end	strand	pvalue	qvalue	meth.diff	contig_id	CTXT
OX371314.1	1474174	1474174	+	1.5393533684907e-06	1.79625580899213e-05	-23.5320121951219	OX371314.1_1474174	CpG
OX371314.1	1602001	1602001	+	0.000265102601664144	0.00148931450503267	13.3318850339988	OX371314.1_1602001	CpG
OX371314.1	14737660	14737660	-	0.00016279570659961	0.000993746235292072	22.907021334306	OX371314.1_14737660	CpG
OX371314.1	14737930	14737930	-	0.0202274789029369	0.0469686633068321	-31.8994370911304	OX371314.1_14737930	CpG
OX371314.1	20741576	20741576	-	0.00236507912086561	0.00907907757294823	-11.2697925197925	OX371314.1_20741576	CpG
OX371314.1	23451469	23451469	-	5.56687009600792e-11	2.15456416071829e-09	-13.4036021285305	OX371314.1_23451469	CpG
OX371314.1	26414256	26414256	-	3.39236156547128e-06	3.55366440737568e-05	16.4775803852414	OX371314.1_26414256	CpG
OX371314.1	26414319	26414319	-	4.46332215800004e-06	4.49893677453279e-05	-13.8550262334453	OX371314.1_26414319	CpG
OX371314.1	26414534	26414534	+	4.68268378993023e-07	6.30593502330299e-06	14.3502087202781	OX371314.1_26414534	CpG
OX371314.1	26414535	26414535	-	3.11337235043779e-16	3.22147395254992e-14	15.0933538081238	OX371314.1_26414535	CpG
OX371314.1	31862653	31862653	-	0.000406443835366902	0.00213105033037183	-10.770592020592	OX371314.1_31862653	CpG
OX371314.1	32570272	32570272	+	0.000838190223493097	0.00387926858217876	10.733912461372	OX371314.1_32570272	CpG
OX371314.1	32570306	32570306	+	7.98279917902852e-10	2.36689359071339e-08	-35.5050079018273	OX371314.1_32570306	CpG
OX371314.1	32570315	32570315	+	2.94400899694282e-06	3.16239980302381e-05	-30.2108504182726	OX371314.1_32570315	CpG
OX371314.1	32570350	32570350	+	4.40051748856391e-05	0.000325236497632444	-14.1516565085634	OX371314.1_32570350	CpG
OX371314.1	32646557	32646557	+	2.59014098634163e-05	0.000207298626705535	24.068240561248	OX371314.1_32646557	CpG
OX371314.1	32681241	32681241	+	0.00103158383474338	0.0046124816365801	-12.6640926640927	OX371314.1_32681241	CpG
OX371314.1	33321228	33321228	-	0.00691807962490483	0.020846288890133	10.001017597123	OX371314.1_33321228	CpG
OX371314.1	34056226	34056226	+	2.77767503008692e-05	0.000219872045145073	12.57333166552	OX371314.1_34056226	CpG
OX371314.1	49146084	49146084	+	0.00940039813842509	0.0263759271910839	10.8128880583519	OX371314.1_49146084	CpG
OX371314.1	55678014	55678014	+	0.0213427841184111	0.0490307321522414	-23.1071063361426	OX371314.1_55678014	CpG
OX371314.1	62469817	62469817	+	1.57160156685533e-11	6.98967916952727e-10	-10.0608287598336	OX371314.1_62469817	CpG
OX371314.1	64241070	64241070	+	4.38932756179932e-08	7.90568002948136e-07	28.2329901305986	OX371314.1_64241070	CpG
OX371314.1	64241113	64241113	+	1.4337688702069e-24	4.68993786186184e-22	-33.9193451434396	OX371314.1_64241113	CpG
OX371314.1	67096554	67096554	-	0.000443808596004688	0.00228855686736684	12.7380814312384	OX371314.1_67096554	CpG
OX371314.1	67379947	67379947	-	0.0210232903791562	0.0484834883032278	-20.1998257465178	OX371314.1_67379947	CpG
OX371314.1	67379971	67379971	-	0.00392220079116284	0.0135556188525958	10.2859778597786	OX371314.1_67379971	CpG
OX371314.1	67380157	67380157	-	0.000107142013864257	0.000701840595047028	18.8383133831338	OX371314.1_67380157	CpG
OX371314.1	73306674	73306674	-	1.16713637909556e-06	1.41230085846665e-05	86.5462229265716	OX371314.1_73306674	CpG
OX371314.1	73306682	73306682	-	7.76354016389274e-06	7.34602426984111e-05	53.3155487804878	OX371314.1_73306682	CpG
OX371314.1	86542657	86542657	+	1.30651501639823e-07	2.05401838582251e-06	12.3869804704769	OX371314.1_86542657	CpG
OX371314.1	86542712	86542712	+	2.23998835422058e-07	3.34522721910331e-06	-17.8864534983669	OX371314.1_86542712	CpG
OX371314.1	86542753	86542753	+	5.99667768821036e-29	2.76399760072747e-26	-36.7270642986689	OX371314.1_86542753	CpG
OX371314.1	86542907	86542907	+	2.0855138537785e-08	4.22109366343703e-07	-23.8741124266448	OX371314.1_86542907	CpG
OX371314.1	91198923	91198923	-	0.000291674175019015	0.00161797356794042	15.0981951532021	OX371314.1_91198923	CpG
OX371314.1	91199099	91199099	-	0.000329392915996913	0.00179577096916147	14.0373290125573	OX371314.1_91199099	CpG
OX371314.1	91199129	91199129	-	4.68011998940556e-05	0.000341914215338134	14.1087669753727	OX371314.1_91199129	CpG
OX371314.1	105877454	105877454	+	0.00694855067537241	0.0209204866115057	-21.0767468499427	OX371314.1_105877454	CpG
OX371314.1	105877466	105877466	+	0.00590452754568445	0.0184861777119529	-20.5249583119049	OX371314.1_105877466	CpG
OX371314.1	105877695	105877695	+	2.48650922380609e-07	3.63836676309855e-06	14.6118721461187	OX371314.1_105877695	CpG
OX371314.1	126337630	126337630	+	0.00249513415772548	0.00947970807436128	-10.184434431866	OX371314.1_126337630	CpG
OX371314.1	126337700	126337700	+	0.00221460650422049	0.00861070319646772	-10.3451536643026	OX371314.1_126337700	CpG
OX371314.1	133892310	133892310	-	0.00772423575706514	0.0226965682951007	-10.0762491224425	OX371314.1_133892310	CpG
OX371314.1	133892357	133892357	-	0.0132953346194842	0.0342131672340793	17.8765382730064	OX371314.1_133892357	CpG
OX371314.1	135543597	135543597	-	2.016847106502e-05	0.000167086435532198	-13.8952164009112	OX371314.1_135543597	CpG
OX371314.1	135543910	135543910	-	4.56751938572719e-11	1.80217479604587e-09	-18.0690786102286	OX371314.1_135543910	CpG
OX371314.1	153948310	153948310	+	0.000326753492232954	0.00178522064969339	12.4030582432097	OX371314.1_153948310	CpG
OX371314.1	261020977	261020977	+	4.18229358566404e-08	7.60028630540443e-07	-34.9468713105077	OX371314.1_261020977	CpG
OX371314.1	261021036	261021036	+	5.1963031831311e-15	4.42789339920543e-13	-96.7980295566502	OX371314.1_261021036	CpG
OX371314.1	261021382	261021382	+	2.22003364312614e-08	4.42274000098624e-07	-34.4300822561692	OX371314.1_261021382	CpG
OX371314.1	263022561	263022561	+	2.98589826051919e-16	3.15393986432852e-14	-10.1170543500025	OX371314.1_263022561	CpG
OX371314.1	279013666	279013666	-	0.00439673654610311	0.0147229045061171	11.6751226554246	OX371314.1_279013666	CpG
OX371314.1	279013796	279013796	-	0.00708933167379943	0.0212499847751219	-31.818734650918	OX371314.1_279013796	CpG
OX371314.1	279013852	279013852	-	0.00162838082417903	0.00673418664805732	40.6494960806271	OX371314.1_279013852	CpG
OX371314.1	312005908	312005908	-	7.64634401874341e-18	9.94051457905239e-16	92.7601557006382	OX371314.1_312005908	CpG
OX371314.1	312005923	312005923	-	9.45383930210671e-09	2.11621432324882e-07	-47.2931053065973	OX371314.1_312005923	CpG
OX371314.1	312005931	312005931	-	0.00750985364357257	0.0221797436465698	-28.4305722882801	OX371314.1_312005931	CpG
OX371314.1	317253234	317253234	-	1.7047061650197e-07	2.63107845253621e-06	-10.1599341542533	OX371314.1_317253234	CpG
OX371314.1	317253292	317253292	-	5.03789788312073e-05	0.000365158388184375	-14.5435055082789	OX371314.1_317253292	CpG
OX371314.1	318204142	318204142	+	0.000129533797729777	0.000824032645156409	13.1829389385369	OX371314.1_318204142	CpG
OX371314.1	318204185	318204185	+	7.05136369590308e-05	0.000488406768959337	-18.8120711448176	OX371314.1_318204185	CpG
OX371314.1	321102052	321102052	+	6.25073339415929e-05	0.000438341226571551	15.0678315994246	OX371314.1_321102052	CpG
OX371314.1	325954067	325954067	-	1.34046045189815e-51	3.39815864059262e-48	50.7200682755371	OX371314.1_325954067	CpG
OX371314.1	325954088	325954088	-	8.10146341000547e-44	1.17358640667823e-40	52.4161323297091	OX371314.1_325954088	CpG
OX371314.1	325954091	325954091	-	0.000438549301295702	0.00226848148941672	-12.0853283840479	OX371314.1_325954091	CpG
OX371314.1	331948054	331948054	-	0.0214904500146142	0.0492917946573196	14.2609111788027	OX371314.1_331948054	CpG
OX371314.1	331948271	331948271	-	3.81623134595425e-06	3.91676382979181e-05	-18.0715167254429	OX371314.1_331948271	CpG
OX371314.1	331948289	331948289	-	0.000229932953280334	0.00132702496030156	11.6751941268444	OX371314.1_331948289	CpG
OX371314.1	331948324	331948324	-	0.0218469715683325	0.0499423252322755	-10.6172856279607	OX371314.1_331948324	CpG
OX371314.1	331948336	331948336	-	0.0155430387787221	0.0385207416792522	-12.0271866621783	OX371314.1_331948336	CpG
OX371314.1	333493652	333493652	-	0.00656774081864063	0.0200296791287391	-19.3408869395711	OX371314.1_333493652	CpG
OX371314.1	333493664	333493664	-	0.000743034150189829	0.00351348174714661	-16.0372916470477	OX371314.1_333493664	CpG
OX371314.1	333493695	333493695	-	2.86584717864661e-06	3.09153957299593e-05	18.8784105851414	OX371314.1_333493695	CpG
OX371314.1	335322331	335322331	+	4.33255222833718e-06	4.39332612004922e-05	-25.1272848353912	OX371314.1_335322331	CpG
OX371314.1	335322516	335322516	+	0.00615133489244887	0.0191103595117097	17.054785300848	OX371314.1_335322516	CpG
OX371314.1	335322552	335322552	+	4.63224443629913e-05	0.00033914961677592	17.9485755025323	OX371314.1_335322552	CpG
OX371314.1	339914026	339914026	+	0.00464206165949817	0.0153678652445732	-10.4719975511596	OX371314.1_339914026	CpG
OX371314.1	343900055	343900055	-	1.6122182496135e-10	5.61798376184437e-09	21.2439557909279	OX371314.1_343900055	CpG
OX371314.1	344020381	344020381	+	0.000793527697598417	0.00370128209305094	-14.7478791453069	OX371314.1_344020381	CpG
OX371314.1	348043694	348043694	-	0.0150601279444021	0.037549497089712	-13.0455185358986	OX371314.1_348043694	CpG
OX371314.1	348318593	348318593	+	0.000198832965708193	0.00118045696689317	-11.6712512343067	OX371314.1_348318593	CpG
OX371314.1	354873535	354873535	-	7.01096083280986e-05	0.000486272605505602	12.3405425219941	OX371314.1_354873535	CpG
OX371314.1	355142262	355142262	-	0.00496300774226476	0.016218579456697	-10.6098906276851	OX371314.1_355142262	CpG
OX371314.1	355619300	355619300	+	0.00106175065690963	0.00472005314748995	13.9753300367012	OX371314.1_355619300	CpG
OX371314.1	355619382	355619382	+	0.000643131815693793	0.00311885796782456	10.693473848205	OX371314.1_355619382	CpG
OX371314.1	355619512	355619512	+	0.00357560518963707	0.0125850787184906	14.1615160556976	OX371314.1_355619512	CpG
OX371314.1	361697938	361697938	+	3.44257892630063e-08	6.44071756417897e-07	-19.0357536161946	OX371314.1_361697938	CpG
OX371314.1	361697950	361697950	+	3.13330788007786e-07	4.44994347934204e-06	-17.1976124393405	OX371314.1_361697950	CpG
OX371314.1	364421853	364421853	+	9.08244317647036e-19	1.48217806389499e-16	35.5469034276981	OX371314.1_364421853	CpG
OX371314.1	367264141	367264141	+	0.0133267181266395	0.0342551473672025	-13.567262583999	OX371314.1_367264141	CpG
OX371314.1	367264316	367264316	+	1.4726248180312e-31	9.39954592751682e-29	-47.3339353995734	OX371314.1_367264316	CpG
OX371314.1	388232782	388232782	+	0.000235187477898521	0.00135119839542801	-15.5774613605939	OX371314.1_388232782	CpG
OX371314.1	388232811	388232811	+	2.2215464112227e-05	0.000181231588785938	20.6507993625662	OX371314.1_388232811	CpG
OX371314.1	393228505	393228505	+	1.18442217645293e-09	3.30864019103654e-08	-23.8865301365301	OX371314.1_393228505	CpG
OX371314.1	394410982	394410982	+	0.000148962609806422	0.000919927825580648	-15.5060143075124	OX371314.1_394410982	CpG
OX371314.1	394411016	394411016	+	0.000665951696579457	0.00321188067745408	-21.9021315227537	OX371314.1_394411016	CpG
OX371314.1	394411234	394411234	+	0.00188096114857141	0.00756583063701636	19.2087334810802	OX371314.1_394411234	CpG
OX371314.1	395515381	395515381	-	1.46461293239357e-12	8.25087476353411e-11	-41.8402248636933	OX371314.1_395515381	CpG
OX371314.1	400688257	400688257	+	0.000339993178236734	0.00184661143692165	-23.833698703896	OX371314.1_400688257	CpG
OX371314.1	404041218	404041218	+	6.54062304644393e-05	0.000456774803699909	-13.1258447200182	OX371314.1_404041218	CpG
OX371314.1	409572687	409572687	+	0.0018255888351232	0.00737064503252898	23.285270649506	OX371314.1_409572687	CpG
OX371314.1	409572802	409572802	+	1.14300223575503e-18	1.78313144591361e-16	32.1789079900817	OX371314.1_409572802	CpG
OX371314.1	416053493	416053493	-	0.00236709364393389	0.00907907757294823	-11.1012672896015	OX371314.1_416053493	CpG
OX371314.1	423623942	423623942	+	2.5612195045412e-08	5.00517647252094e-07	-31.7749546445261	OX371314.1_423623942	CpG
OX371314.1	423623974	423623974	+	7.39440958473139e-08	1.26019041758547e-06	44.0684342884299	OX371314.1_423623974	CpG
OX371314.1	427861056	427861056	-	9.38339910990828e-07	1.16605669219752e-05	46.9510840678128	OX371314.1_427861056	CpG
OX371314.1	429306968	429306968	-	0.00113968468300419	0.00501811268291698	11.17395864549	OX371314.1_429306968	CpG
OX371314.1	431605972	431605972	-	0.000586915669509547	0.00289187801590703	-14.3495482434566	OX371314.1_431605972	CpG
OX371314.1	431606164	431606164	-	0.00876129846225499	0.0249977365932191	-17.4573118065245	OX371314.1_431606164	CpG
OX371314.1	431606193	431606193	-	0.000163677229394173	0.000998034723572634	10.3374167203955	OX371314.1_431606193	CpG
OX371314.1	438866317	438866317	-	7.86687176138513e-08	1.32934771600019e-06	-13.5813507693924	OX371314.1_438866317	CpG
OX371314.1	439456626	439456626	-	5.09376746808247e-12	2.55703917503296e-10	-43.9712309339817	OX371314.1_439456626	CpG
OX371314.1	439456806	439456806	-	3.95667878612972e-09	9.76199561692694e-08	-10.5734355254304	OX371314.1_439456806	CpG
OX371314.1	439456845	439456845	-	0.000293584479018989	0.00162679053865947	-11.0263136401416	OX371314.1_439456845	CpG
OX371314.1	439702410	439702410	+	1.43029179780611e-18	2.16470879243808e-16	54.3560689683486	OX371314.1_439702410	CpG
OX371314.1	439702449	439702449	+	0.00964038727132515	0.0268804370616645	-11.8220326023794	OX371314.1_439702449	CpG
OX371314.1	442590436	442590436	+	2.41850849264289e-07	3.54910791731174e-06	-13.9763669806588	OX371314.1_442590436	CpG
OX371314.1	449323105	449323105	-	1.11512698047686e-12	6.31714620534945e-11	-10.408231104076	OX371314.1_449323105	CpG
OX371314.1	449323317	449323317	-	1.19281493368058e-13	7.80352821979668e-12	-18.8391250173058	OX371314.1_449323317	CpG
OX371314.1	463609605	463609605	+	0.00229399558464323	0.00886161556702544	14.3437873575837	OX371314.1_463609605	CpG
OX371314.1	463609794	463609794	+	1.8966280805652e-07	2.88773663650674e-06	21.0018112768457	OX371314.1_463609794	CpG
OX371314.1	463609830	463609830	-	3.23570751658546e-07	4.57614458631282e-06	-14.8197067758552	OX371314.1_463609830	CpG
OX371314.1	463609842	463609842	-	4.16512558427151e-05	0.0003105796840018	-10.1358797002679	OX371314.1_463609842	CpG
OX371314.1	468202903	468202903	+	0.00410971431780702	0.014012650979738	-11.8196560921019	OX371314.1_468202903	CpG
OX371314.1	469775945	469775945	-	2.19265554639077e-07	3.28907178067597e-06	-19.5725673418141	OX371314.1_469775945	CpG
OX371314.1	470942560	470942560	-	2.06446319046208e-15	1.86912676666974e-13	-57.0396501671995	OX371314.1_470942560	CpG
OX371314.1	471520343	471520343	-	1.3231296080178e-09	3.65582972175201e-08	33.1529056376821	OX371314.1_471520343	CpG
OX371314.1	475613331	475613331	-	1.72712304852811e-08	3.61103066920282e-07	14.3552700424394	OX371314.1_475613331	CpG
OX371314.1	479453839	479453839	-	0.00161652100967207	0.0066933294844594	-10.356609211571	OX371314.1_479453839	CpG
OX371314.1	479453851	479453851	-	0.000738684438843322	0.00349858088242115	11.0486716866721	OX371314.1_479453851	CpG
OX371314.1	481140327	481140327	-	0.00422121309882078	0.0142966773754104	25.6612017857232	OX371314.1_481140327	CpG
OX371314.1	483518064	483518064	+	0.000503324347614334	0.00254667417282308	-24.8183691173281	OX371314.1_483518064	CpG
OX371314.1	485101364	485101364	+	0.00267888129948596	0.0100256911366708	-12.0224487694367	OX371314.1_485101364	CpG
OX371314.1	485101422	485101422	+	2.09561130489063e-05	0.000172764798064609	-10.380791409823	OX371314.1_485101422	CpG
OX371314.1	487205472	487205472	+	0.00059999011786179	0.00294058164755295	-14.9660948233302	OX371314.1_487205472	CpG
OX371314.1	497081179	497081179	+	1.24267393479453e-05	0.000110052861221744	23.8082663213848	OX371314.1_497081179	CpG
OX371314.1	497081206	497081206	+	1.00512003425665e-06	1.23992594537812e-05	-11.0165319959134	OX371314.1_497081206	CpG
OX371314.1	497081449	497081449	+	6.95579420510367e-06	6.67300381026815e-05	-15.4011869635193	OX371314.1_497081449	CpG
OX371314.1	498204621	498204621	+	0.000212838670505449	0.0012472589126767	16.8206027101733	OX371314.1_498204621	CpG
OX371314.1	498376941	498376941	-	0.00167634660908511	0.00688481644453701	-17.084896148417	OX371314.1_498376941	CpG
OX371314.1	499880060	499880060	-	0.000408773538002459	0.00214215770492874	-20.2444503022679	OX371314.1_499880060	CpG
OX371314.1	511237034	511237034	-	0.00502948327151181	0.0163777559570923	-14.1274480285994	OX371314.1_511237034	CpG
OX371314.1	511237046	511237046	-	0.00266340344975331	0.00998433913613958	-14.0701428668463	OX371314.1_511237046	CpG
OX371314.1	511237058	511237058	-	2.37065000108026e-08	4.69512452184828e-07	-34.8828440246443	OX371314.1_511237058	CpG
OX371314.1	518317144	518317144	-	2.79762085440563e-05	0.000221111757218853	-12.7749188631989	OX371314.1_518317144	CpG
OX371314.1	519916544	519916544	-	6.54594900461338e-08	1.14051044958074e-06	-25.1920542972926	OX371314.1_519916544	CpG
OX371314.1	523704611	523704611	-	0.000417401633311988	0.00217986804956351	10.8745105561887	OX371314.1_523704611	CpG
OX371314.1	527463246	527463246	-	0.000368669626074222	0.00196862061856465	14.8608042421564	OX371314.1_527463246	CpG
OX371314.1	528465629	528465629	+	3.73523624943837e-15	3.20985714153393e-13	32.8151722970113	OX371314.1_528465629	CpG
OX371314.1	529361245	529361245	-	5.16756396628176e-09	1.23586103664444e-07	28.026264164878	OX371314.1_529361245	CpG
OX371314.1	529361260	529361260	-	0.000334047105956253	0.00181723645823636	31.1278195488722	OX371314.1_529361260	CpG
OX371315.1	12262105	12262105	-	1.03363323307586e-10	3.7567465531763e-09	41.0173034490768	OX371315.1_12262105	CpG
OX371315.1	12262161	12262161	-	5.32210663925728e-09	1.26982618366347e-07	41.8028247022985	OX371315.1_12262161	CpG
OX371315.1	12262276	12262276	-	2.60239188088386e-05	0.000207623630333616	-10.2678124756812	OX371315.1_12262276	CpG
OX371315.1	20970935	20970935	-	1.6702871257181e-06	1.92906229927494e-05	26.51366673682	OX371315.1_20970935	CpG
OX371315.1	20970937	20970937	-	2.57844388846961e-05	0.000206688729178272	-25.85185072214	OX371315.1_20970937	CpG
OX371315.1	20971144	20971144	-	0.0104071635458755	0.0284528111815875	-12.4214417744917	OX371315.1_20971144	CpG
OX371315.1	23654772	23654772	-	0.0136362027597176	0.0348148361101686	14.017312610663	OX371315.1_23654772	CpG
OX371315.1	23654957	23654957	-	0.000844944697944602	0.00390162553580206	24.9629867726414	OX371315.1_23654957	CpG
OX371315.1	23655024	23655024	-	1.48284048641733e-08	3.15228657092525e-07	34.8782597948338	OX371315.1_23655024	CpG
OX371315.1	23655039	23655039	-	6.22075215884683e-05	0.000436842960245688	-43.7412587412587	OX371315.1_23655039	CpG
OX371315.1	24033126	24033126	+	7.94347397148446e-05	0.000542782968145853	23.6898805879828	OX371315.1_24033126	CpG
OX371315.1	24033155	24033155	+	0.00277278901839451	0.0103181052703512	-14.4462553941813	OX371315.1_24033155	CpG
OX371315.1	24470673	24470673	+	0.0166417776475459	0.0405716263106646	15.7270112926983	OX371315.1_24470673	CpG
OX371315.1	24470745	24470745	+	0.00018884264414034	0.00112841244202849	-32.9881166592854	OX371315.1_24470745	CpG
OX371315.1	28323509	28323509	+	0.0081513392021353	0.02365678380142	-27.5690522487606	OX371315.1_28323509	CpG
OX371315.1	28323512	28323512	+	0.0143072492157588	0.0360714592304459	-21.992991081691	OX371315.1_28323512	CpG
OX371315.1	28323556	28323556	+	7.71965342582605e-08	1.30901991802511e-06	55.2022207228639	OX371315.1_28323556	CpG
OX371315.1	28323689	28323689	+	4.6200185269712e-07	6.23811556172313e-06	-21.7866171387298	OX371315.1_28323689	CpG
OX371315.1	28323779	28323779	+	0.0197921030214476	0.04620341723044	30.5585790619434	OX371315.1_28323779	CpG
OX371315.1	32139620	32139620	+	6.61211168067805e-08	1.15006201964427e-06	24.119033421359	OX371315.1_32139620	CpG
OX371315.1	32139837	32139837	+	0.00122195619175762	0.00531117404423568	-12.6061807297144	OX371315.1_32139837	CpG
OX371315.1	40797053	40797053	+	0.00659060777673381	0.0200918727923682	-13.9300546944148	OX371315.1_40797053	CpG
OX371315.1	55609393	55609393	-	0.0169209543969163	0.0410485866962862	-17.9541850065863	OX371315.1_55609393	CpG
OX371315.1	55609424	55609424	-	7.44479821008342e-05	0.000512902735645097	-11.7829939835808	OX371315.1_55609424	CpG
OX371315.1	55609448	55609448	-	0.00136980626162362	0.00583948241044723	-21.6745952723384	OX371315.1_55609448	CpG
OX371315.1	55609456	55609456	-	0.00101203999098566	0.00455295542125167	-30.2547105798841	OX371315.1_55609456	CpG
OX371315.1	59596275	59596275	+	4.73731675911979e-05	0.000345346397792627	10.4542772861357	OX371315.1_59596275	CpG
OX371315.1	68598631	68598631	+	9.52616374585208e-05	0.000633844477871378	37.1330860461503	OX371315.1_68598631	CpG
OX371315.1	68598782	68598782	+	0.00237250424942152	0.00909215424631432	21.4454607678427	OX371315.1_68598782	CpG
OX371315.1	68598794	68598794	+	0.000419133557582652	0.00218740534381891	-20.5856893059331	OX371315.1_68598794	CpG
OX371315.1	86962701	86962701	-	6.05403218318377e-06	5.88586169100381e-05	15.7061733798014	OX371315.1_86962701	CpG
OX371315.1	86962951	86962951	-	9.41253132254356e-05	0.000627106666653014	-13.0351474247147	OX371315.1_86962951	CpG
OX371315.1	89548525	89548525	+	1.32418198883962e-07	2.07540847587456e-06	28.9814100022951	OX371315.1_89548525	CpG
OX371315.1	89548838	89548838	+	0.00868730911811367	0.0248425504015216	11.007550117157	OX371315.1_89548838	CpG
OX371315.1	93217616	93217616	-	0.00191098206584281	0.00766011655802233	-11.1468531468532	OX371315.1_93217616	CpG
OX371315.1	101337361	101337361	+	0.00092992681709701	0.0042285701981024	12.4157658290046	OX371315.1_101337361	CpG
OX371315.1	101666674	101666674	+	0.00993080638979444	0.027476421608256	18.2472819906291	OX371315.1_101666674	CpG
OX371315.1	101666756	101666756	+	3.63453358124171e-06	3.76842144685298e-05	-19.4099378881988	OX371315.1_101666756	CpG
OX371315.1	101666871	101666871	+	3.80300305741896e-06	3.90714166006892e-05	-25.5034360811415	OX371315.1_101666871	CpG
OX371315.1	104034060	104034060	-	2.34489786647035e-07	3.45583350542928e-06	-20.7499523537259	OX371315.1_104034060	CpG
OX371315.1	105383196	105383196	+	4.96625853311193e-07	6.64666890282419e-06	14.9039606452974	OX371315.1_105383196	CpG
OX371315.1	130811973	130811973	+	4.41533478498875e-06	4.4683332237525e-05	45.7983436026791	OX371315.1_130811973	CpG
OX371315.1	130812159	130812159	+	1.70002656989681e-14	1.27663517078122e-12	68.6085161950159	OX371315.1_130812159	CpG
OX371315.1	131442525	131442525	+	0.000840484639464784	0.00388456858124722	-11.1340561004991	OX371315.1_131442525	CpG
OX371315.1	138320199	138320199	+	9.86112830186238e-12	4.58690506328038e-10	-28.3271363386219	OX371315.1_138320199	CpG
OX371315.1	138320202	138320202	+	1.071070188405e-09	3.02533254052314e-08	-30.177641917778	OX371315.1_138320202	CpG
OX371315.1	138320223	138320223	+	2.09630531850293e-06	2.35666381920754e-05	38.218954248366	OX371315.1_138320223	CpG
OX371315.1	138320264	138320264	+	0.00575155490650541	0.018140695290155	11.1448777301258	OX371315.1_138320264	CpG
OX371315.1	145035201	145035201	-	1.45759430668257e-08	3.11822864883571e-07	24.6899458931486	OX371315.1_145035201	CpG
OX371315.1	145035405	145035405	-	7.87965465919322e-22	1.85818249397545e-19	46.1017941329171	OX371315.1_145035405	CpG
OX371315.1	145035437	145035437	-	0.0163183248322927	0.0399438751562035	11.4412842574888	OX371315.1_145035437	CpG
OX371315.1	147171402	147171402	+	0.012251976831078	0.03221114506491	10.6169050687739	OX371315.1_147171402	CpG
OX371315.1	147171457	147171457	+	4.32043485927651e-11	1.73850745132857e-09	-11.7152256124208	OX371315.1_147171457	CpG
OX371315.1	147171465	147171465	+	0.00139045772397686	0.00590715994474061	15.5975775893926	OX371315.1_147171465	CpG
OX371315.1	147171613	147171613	+	5.29562090405069e-07	7.01031856753531e-06	-10.2446724546172	OX371315.1_147171613	CpG
